image_file,condition,occlusion,distractor,non_target,speaker_answer,feature,shape,color,texture
exp2_041.jpeg,cond4,present,present,2,The circle with the red border.,2,yes,yes,no
exp2_042.jpeg,cond1,absent,absent,3,The object with the red outline has a wavy pattern inside.,2,no,yes,yes
exp2_043.jpeg,cond2,absent,present,4,Select the green star that has wavy lines inside it.,3,yes,yes,yes
exp2_044.jpeg,cond3,present,absent,3,It's a square filled with grey dots.,2,yes,no,yes
exp2_045.jpeg,cond1,absent,absent,2,The triangle with vertical stripes.,2,yes,no,yes
exp2_046.jpeg,cond2,absent,present,4,The star with the red outline.,2,yes,yes,no
exp2_047.jpeg,cond4,present,present,3,Select the square that is filled with vertical grey stripes.,2,yes,no,yes
exp2_048.jpeg,cond2,absent,present,3,The square with the red border.,2,yes,yes,no
exp2_049.jpeg,cond4,present,present,3,It's the square filled with vertical stripes that has a green border.,3,yes,yes,yes
exp2_050.jpeg,cond3,present,absent,3,Select the star that has a red outline and is filled with vertical stripes.,3,yes,yes,yes
exp2_051.jpeg,cond1,absent,absent,3,The triangle with the wavy pattern inside.,2,yes,no,yes
exp2_052.jpeg,cond3,present,absent,3,It's a triangle with a checkerboard pattern inside.,2,yes,no,yes
exp2_053.jpeg,cond1,absent,absent,3,Select the triangle that is filled with vertical stripes.,2,yes,no,yes
exp2_054.jpeg,cond2,absent,present,4,The object with the checkerboard pattern.,1,no,no,yes
exp2_055.jpeg,cond1,absent,absent,2,The object is a triangle filled with a pattern of dots.,2,yes,no,yes
exp2_056.jpeg,cond2,absent,present,3,Select the triangle that has a blue outline.,2,yes,yes,no
exp2_057.jpeg,cond4,present,present,3,It's the triangle filled with wavy lines.,2,yes,no,yes
exp2_058.jpeg,cond3,present,absent,2,"The object is a circle with a green outline, filled with a pattern of grey dots.",3,yes,yes,yes
exp2_059.jpeg,cond3,present,absent,3,It's a star filled with wavy lines.,2,yes,no,yes
exp2_060.jpeg,cond1,absent,absent,2,The object is a circle with a wavy pattern inside.,2,yes,no,yes
exp2_061.jpeg,cond3,present,absent,2,It's a star with a green outline and vertical stripes inside.,3,yes,yes,yes
exp2_062.jpeg,cond1,absent,absent,4,It's the square filled with polka dots.,2,yes,no,yes
exp2_063.jpeg,cond2,absent,present,2,The triangle filled with vertical stripes.,2,yes,no,yes
exp2_064.jpeg,cond1,absent,absent,3,Select the star.,1,yes,no,no
exp2_065.jpeg,cond3,present,absent,2,It's the gray and white checkerboard with a blue frame.,2,no,yes,yes
exp2_066.jpeg,cond2,absent,present,4,Select the circle that has a black outline.,2,yes,yes,no
exp2_067.jpeg,cond4,present,present,3,The object with the wavy pattern inside of a blue frame.,2,no,yes,yes
exp2_068.jpeg,cond4,present,present,4,It's the star with the black outline and vertical stripes.,3,yes,yes,yes
exp2_069.jpeg,cond2,absent,present,2,The square filled with dots.,2,yes,no,yes
exp2_070.jpeg,cond1,absent,absent,4,The object is a square with a checkerboard pattern and a green outline.,3,yes,yes,yes
exp2_071.jpeg,cond4,present,present,3,The checkerboard with the black frame.,2,no,yes,yes
exp2_072.jpeg,cond3,present,absent,2,Select the star with vertical stripes.,2,yes,no,yes
exp2_073.jpeg,cond4,present,present,2,Select the star with the green outline and vertical stripes.,3,yes,yes,yes
exp2_074.jpeg,cond2,absent,present,3,The object is a square with a wavy pattern inside and a thick black outline.,3,yes,yes,yes
exp2_075.jpeg,cond1,absent,absent,2,"The object is a star with a red outline and a gray, wavy pattern inside.",3,yes,yes,yes
exp2_076.jpeg,cond1,absent,absent,2,The green triangle with vertical stripes.,3,yes,yes,yes
exp2_077.jpeg,cond3,present,absent,3,"It's a circle with a blue outline, and inside there are vertical gray stripes.",3,yes,yes,yes
exp2_078.jpeg,cond4,present,present,4,The triangle with the red outline.,2,yes,yes,no
exp2_079.jpeg,cond2,absent,present,4,The circle that is filled with dots.,2,yes,no,yes
exp2_080.jpeg,cond3,present,absent,3,It's the triangle with a blue outline that is filled with gray dots.,3,yes,yes,yes
exp2_081.jpeg,cond2,absent,present,4,The triangle with the checkerboard pattern.,2,yes,no,yes
exp2_082.jpeg,cond3,present,absent,2,Select the green triangle.,2,yes,yes,no
exp2_083.jpeg,cond1,absent,absent,3,The object you should select is the star that is filled with polka dots.,2,yes,no,yes
exp2_084.jpeg,cond4,present,present,4,The circle with the black border.,2,yes,yes,no
exp2_085.jpeg,cond3,present,absent,2,It's the triangle with a green outline and a gray and white wavy pattern inside.,3,yes,yes,yes
exp2_086.jpeg,cond4,present,present,3,Select the star that has a black outline and is filled with a grey dotted pattern.,3,yes,yes,yes
exp2_087.jpeg,cond2,absent,present,3,The star with the checkerboard pattern inside.,2,yes,no,yes
exp2_088.jpeg,cond1,absent,absent,4,The circle with the checkerboard pattern.,2,yes,no,yes
exp2_089.jpeg,cond3,present,absent,4,It's a square filled with a grid of grey dots.,2,yes,no,yes
exp2_090.jpeg,cond3,present,absent,3,It's the green triangle filled with grey dots.,3,yes,yes,yes
exp2_091.jpeg,cond1,absent,absent,3,The object with the wavy pattern that is a square.,2,yes,no,yes
exp2_092.jpeg,cond2,absent,present,3,Select the triangle that has a red outline.,2,yes,yes,no
exp2_093.jpeg,cond4,present,present,3,Select the square that has a red border and a grey and white wavy pattern inside.,3,yes,yes,yes
exp2_094.jpeg,cond2,absent,present,4,Select the green star that is filled with dots.,3,yes,yes,yes
exp2_095.jpeg,cond1,absent,absent,2,The object that is a circle with dots inside.,2,yes,no,yes
exp2_096.jpeg,cond4,present,present,4,Select the green star with the dotted pattern inside.,3,yes,yes,yes
exp2_097.jpeg,cond3,present,absent,3,It's the square that has grey and white vertical stripes inside.,2,yes,no,yes
exp2_098.jpeg,cond1,absent,absent,2,The square with vertical stripes inside.,2,yes,no,yes
exp2_099.jpeg,cond2,absent,present,3,Select the circle that has a wavy pattern inside.,2,yes,no,yes
exp2_100.jpeg,cond4,present,present,2,Select the square that has a green border and is filled with a grid of grey dots.,3,yes,yes,yes
exp2_101.jpeg,cond4,present,present,2,"The object is a circle with a green outline, and inside it has a grey and white checkerboard pattern.",3,yes,yes,yes
exp2_102.jpeg,cond1,absent,absent,4,It's the square with the checkerboard pattern.,2,yes,no,yes
exp2_103.jpeg,cond3,present,absent,2,It's the square that is filled with gray dots.,2,yes,no,yes
exp2_104.jpeg,cond2,absent,present,2,The circle with vertical stripes.,2,yes,no,yes
exp2_105.jpeg,cond4,present,present,3,The triangle filled with polka dots.,2,yes,no,yes
exp2_106.jpeg,cond4,present,present,4,It's the triangle with a green outline that is filled with grey dots.,3,yes,yes,yes
exp2_107.jpeg,cond1,absent,absent,4,It's the triangle with a red outline and a wavy pattern inside.,3,yes,yes,yes
exp2_108.jpeg,cond3,present,absent,4,The square with the wavy pattern.,2,yes,no,yes
exp2_109.jpeg,cond3,present,absent,2,Select the triangle with a red outline that is filled with grey polka dots.,3,yes,yes,yes
exp2_110.jpeg,cond2,absent,present,2,Select the triangle with the green outline.,2,yes,yes,no
exp2_111.jpeg,cond1,absent,absent,4,It's the triangle with the green outline.,2,yes,yes,no
exp2_112.jpeg,cond2,absent,present,4,The circle with the wavy pattern.,2,yes,no,yes
exp2_113.jpeg,cond3,present,absent,2,It's the circle with the wavy pattern inside.,2,yes,no,yes
exp2_114.jpeg,cond1,absent,absent,2,Select the square with the wavy pattern inside.,2,yes,no,yes
exp2_115.jpeg,cond2,absent,present,4,Select the triangle that has a green border and is filled with grey dots.,3,yes,yes,yes
exp2_116.jpeg,cond3,present,absent,2,It's the star filled with vertical stripes.,2,yes,no,yes
exp2_117.jpeg,cond4,present,present,2,The star with the black outline and a wavy pattern inside.,3,yes,yes,yes
exp2_118.jpeg,cond2,absent,present,3,Select the star that has a black outline and is filled with grey dots.,3,yes,yes,yes
exp2_119.jpeg,cond1,absent,absent,4,The triangle filled with dots.,2,yes,no,yes
exp2_120.jpeg,cond4,present,present,3,Select the square that has vertical gray and white stripes inside of a blue border.,3,yes,yes,yes
