image_file,condition,occlusion,distractor,non_target,target_shape,target_color,target_texture,target_location,speaker_answer,speaker_thought,target_shape_list,target_texture_list,contain_shape,contain_color,contain_texture,listener_answer,listener_thought,listener_answer_correct,listener_answer_note
exp2_011.jpeg,cond4,present,present,2,square,black,"wavy, zigzag","1,3","pick the image that shows white wavy horizontal lines on a gray background, inside a black square frame.","**Referring to a target object**

I'm in a reference game and need to identify a specific target object: the dashed red box. Instead of using vague spatial terms, I should describe its properties. It's got grey wavy lines, while other visible objects include vertical stripes and curtains. My instruction should be clear: ""Select the gray wavy pattern, which resembles horizontal sinusoidal white waves on a gray background."" I must ensure this description uniquely identifies the target despite potential hidden variations.",['square'],"['wavy', 'zigzag']",TRUE,TRUE,TRUE,1 3,"**Choosing object coordinates**

I'm trying to find an object that matches the description of ""white wavy horizontal lines on a gray background"" within a black square frame. Looking at the grid layout of 3 columns and 3 rows, I can map it out. The coordinates that fit this description are in column 1, row 3. So, I’ll respond with ""1 3"" as per the instruction to only provide the column and row numbers.",TRUE,
exp2_012.jpeg,cond1,absent,absent,4,"triangle, triangular",black,"wavy, zigzag","2,3",select the wavy triangle with the black outline.,none,"['triangle', 'triangular']","['wavy', 'zigzag']",TRUE,TRUE,TRUE,"2, 3","**Creating grid layout**

I’m thinking about how to set up a 3x3 grid that includes both columns and rows. I want to focus on the bottom row and the middle column, which is column 2, row 3. In this section, I need to incorporate a wavy triangle with a black outline. Let’s see how this design takes shape—it's going to be an interesting visual!",TRUE,
exp2_013.jpeg,cond2,absent,present,2,square,red,dot,"3,2",select the square with gray polka dots and a thin red border.,"**Generating referring expressions**

I need to create a description for a target shape, which is a dotted square with a gray dot pattern and a red frame. I can’t use spatial descriptors like ""bottom left"" or ""third row."" I should lean on unique features to distinguish it, like how it contrasts with other shapes, such as a circular red outline with a checkerboard pattern. My answer will be: ""the square with gray polka dots and a thin red border.""",['square'],['dot'],TRUE,TRUE,TRUE,"3,2","**Identifying grid coordinates**

I need to figure out the grid, which is a 3x3 arrangement. The object I'm describing is a square with gray polka dots and a thin red border, located in the middle column. The coordinates are numbered from 1 to 3 for both columns and rows. It looks like the polka-dot square is in column 3, row 2. So, following the instructions, my answer will be ""3,2"" — no extra words needed!",TRUE,
exp2_014.jpeg,cond2,absent,present,4,star,red,checker,"3,2",select the red-outlined star that has a gray checkerboard pattern inside.,"**Describing shapes and colors**

I need to focus on the target: a grey checkerboard fill with a red outline star. The objects include a top-left circle with wavy edges and a top-right square that also has a grey checkerboard design. There's a distinct red-outline star with a checkerboard interior in the middle cell to the right. Additionally, there's a bottom-left green triangle with stripes and a bottom-middle black star that has stripes. I should avoid using relative locations in my instructions.",['star'],['checker'],TRUE,TRUE,TRUE,"3, 2",none,TRUE,
exp2_015.jpeg,cond4,present,present,2,"triangle, triangular",green,dot,"3,2",select the triangle with a green outline and a gray polka‑dot pattern inside (not the blue triangle with the checkerboard pattern).,"**Describing game objects**

I'm serving as a reference game speaker, describing a 3x3 grid with specific objects. The top row has curtains: one red curtain on the left and one on the right, with a blank middle. In the middle row, there's a green triangle with gray dots, which is the target, appearing in the right column, while the left and middle are blank. The bottom row features a blue triangle with a checker pattern on the right. I need to avoid vague spatial terms and focus on intrinsic features instead.","['triangle', 'triangular']",['dot'],TRUE,TRUE,TRUE,"3, 2","**Considering game reference**

I need to create a reference game using a 3x3 grid. The object I’m thinking of is a green outline triangle that has a gray polka-dot pattern. It’s positioned in the right column and the middle row, so I’ll mark it as “3, 2.” This will help keep things organized! It's interesting to think about how to represent and communicate this.",TRUE,
exp2_016.jpeg,cond1,absent,absent,2,square,green,dot,"2,3","pick the green square filled with gray polka dots (the only square with that dotted pattern, not a circle).","**Analyzing reference expressions**

I’m trying to create a unique referring expression for a specific target, which is a green square with gray polka dots, located within a 3x3 grid. There are visible objects, like a blue-rimmed circle and a red-rimmed circle, both with different patterns. I need to avoid using spatial words that could lead to confusion based on varying perspectives. Since there are concerns about visibility due to possible hidden objects, I need to clarify without assuming the listener's context.",['square'],['dot'],TRUE,TRUE,TRUE,2 3,none,TRUE,
exp2_017.jpeg,cond3,present,absent,4,star,green,stripe,"2,3",pick the green star that has vertical gray stripes inside it.,"**Describing the target object**

I need to provide a clear description of the target object, which is a star with vertical stripes and a green outline. I want to avoid spatial terms like ""bottom middle"" and references to curtain content that I don’t know. I see some other shapes like a blue-outlined striped circle and a gray polka dot square. So, the instruction for the user should simply state: ""Choose the green star with vertical gray stripes inside."" That should keep it unique and clear!",['star'],['stripe'],TRUE,TRUE,TRUE,2 3,"**Identifying grid position**

I need to focus on a 3x3 grid where I'm only identifying the column and row numbers. The green star with vertical gray stripes is located in column 2, row 3, which is the bottom middle position. So, I can provide the answer as ""2,3"" or ""2 3."" It seems pretty straightforward—just delivering those coordinates is all that's needed!",TRUE,
exp2_018.jpeg,cond3,present,absent,3,star,blue,dot,"1,1",select the blue-outlined five-pointed star with a grey polka-dot pattern inside.,"**Describing shapes accurately**

I'm thinking about how the best approach here is to describe an object with as many attributes as possible in a concise way. For example, I could say, ""the blue-outlined star shape with grey polka dots inside."" Although there could be duplicates hidden behind curtains, the speaker might not know that. Given the situation, I need to provide the clearest description possible while acknowledging that there may be identical shapes out of sight. My final answer would be a simple, clear description like ""five-pointed star with dotted interior and blue outline.""",['star'],['dot'],TRUE,TRUE,TRUE,1 1,"**Determining grid coordinates**

I need to provide the coordinates for the blue-outlined five-pointed star with a grey polka-dot pattern. It’s located in the top-left cell, which corresponds to column 1 and row 1. So, I should respond with ""1, 1"" or perhaps ""1 1."" Given the instruction to only include the column and row numbers, I'll go with ""1, 1"" since that seems like the safest format to follow.",TRUE,
exp2_019.jpeg,cond4,present,present,3,"triangle, triangular",red,dot,"2,1",select the triangle with a red outline and a grey dotted interior (not the one with a blue outline and wavy pattern).,"**Clarifying target identification**

I need to provide a clear, concise description so the listener can choose the target triangle among visible and hidden options. We have a 3x3 grid featuring two curtains and one blue wavy triangle, with the target being a red-outlined gray polka-dotted triangle. To uniquely identify this target, I should focus on colors, patterns, and shapes, avoiding spatial references. The hidden triangles could potentially match in attributes, making it essential to highlight the unique characteristics of the target.","['triangle', 'triangular']",['dot'],TRUE,TRUE,TRUE,2 1,"**Identifying grid coordinates**

I need to find the right coordinates based on the description I've got. It’s about a triangle that has a red outline and a grey dotted interior, and it’s specifically in a 3x3 grid. I realize that it sits in column 2, row 1, which is the top middle spot. So, as per the task, I’ll just output ""2 1"" for those coordinates. Keeping it simple!",TRUE,
exp2_020.jpeg,cond4,present,present,3,"triangle, triangular",black,dot,"1,1","pick the triangle that has a dotted pattern inside, not the one with vertical stripes and not any square.","**Analyzing target selection**

I need to provide a clear description to select the target object without using spatial references. The visible properties include a dotted triangle with a black outline, a wavy square, and another triangle with vertical stripes, along with two curtains. To ensure uniqueness, I'll focus on the target's distinct features and phrase it as: ""select the triangle filled with dots (not lines)."" Given the ambiguity with hidden items, this should help guide the listener effectively.","['triangle', 'triangular']",['dot'],TRUE,FALSE,TRUE,1 1,"**Figuring out grid coordinates**

I need to focus on identifying the correct coordinates for a 3x3 grid. The dotted triangle is positioned at column 1, row 1, while the vertical stripes triangle is at column 1, row 3. Additionally, there are squares located at column 2, row 1. I think I should provide the answer as ""1 1"", or maybe even ""1,1"". Keeping it minimal is essential!",TRUE,
exp2_021.jpeg,cond1,absent,absent,3,"triangle, triangular",red,stripe,"1,2",select the gray‐striped triangle with a red outline.,"**Describing the target object**

I need to describe the target object, which is a red-bordered triangle with vertical gray stripes. I want to distinguish it clearly from other objects that might be hidden. In the image, I see a blue-bordered circle and a green-bordered star, both of which could cause confusion. But I’ll refer to it as the ""striped red triangle"" to uniquely identify it without using spatial references. Even if there are hidden objects, I can’t speculate on those.","['triangle', 'triangular']",['stripe'],TRUE,TRUE,TRUE,"1, 2","**Selecting triangle position**

I need to select a gray-striped triangle with a red outline from a 3x3 grid. The specific position is at column 1, row 2, which is on the left side, in the middle. So, I’ll respond with ""1, 2."" It's pretty straightforward, but I want to make sure I get the right position. It's interesting how simple tasks can sometimes need careful attention to detail!",TRUE,
exp2_022.jpeg,cond1,absent,absent,4,square,black,stripe,"3,1",pick the square with vertical gray stripes and a solid black outline.,"**Crafting object description**

I’m in a reference game where I need to describe an object from a 3x3 image grid for the listener to identify it. The target is a square with vertical grey stripes and a black border. I have to avoid using spatial terms like “top right” and focus on unique attributes to differentiate it from other objects. I see different shapes like a red star and black circle, but no hidden curtains in this image. I'll stick to describing the object's shape, pattern, and color.",['square'],['stripe'],TRUE,TRUE,TRUE,3 1,"I'm deciding on a specific square that has vertical gray stripes and a solid black outline. I'm visualizing a 3x3 grid, where the top row includes a red star checker in the first column, a circle with stripes in the second column, and my target square in the third column. So, the instruction I've got is for the square that’s located in the top row, third column which would be ""3 1"".",TRUE,
exp2_023.jpeg,cond2,absent,present,4,"circle, circular",green,dot,"3,2",pick the green-outlined circle that has a gray polka‑dot pattern inside.,"**Describing the target object**

I need to describe the target object without using spatial terms. It’s a green-outlined circle filled with gray polka dots. I also see other shapes like a blue circle with a checkerboard fill and a green star with dots, among others. However, I need to clarify that it's specifically the green-outlined circle with the dotted interior that I mean. Keeping it brief is key!","['circle', 'circular']",['dot'],TRUE,TRUE,TRUE,"3,2","**Identifying grid coordinates**

I need to clarify how to identify the grid. So, I’m thinking it’s a 3x3 grid, specifically referring to three columns and three rows. I can visualize a green outlined circle with a gray polka-dot inside located at column 3 and row 2, which means it’s in the middle right. Therefore, my answer would be ""3,2"". That seems straightforward!",TRUE,
exp2_024.jpeg,cond2,absent,present,2,"triangle, triangular",green,stripe,"1,2",pick the green-outlined triangle with vertical gray stripes inside.,"**Refining object description**

I'm focused on creating a concise description for the target object, which is a green-outlined triangle with vertical stripes. I also want to differentiate it from a green circle with a wavy pattern and a black triangle with polka dots. My goal is to use a unique and specific phrase, like ""green-outlined triangle with vertical gray stripes inside,"" while avoiding any mention of relative positions. I think a short and clear phrase will work best.","['triangle', 'triangular']",['stripe'],TRUE,TRUE,TRUE,1 2,"**Determining grid coordinates**

I need to give the answer using just ""column row"" numbers. I’m looking at a grid that's 3x3. There’s a green outlined triangle with vertical gray stripes located in the first column and second row. So, my answer will be ""1 2."" That feels clear, right? It’s straightforward to give those coordinates. I hope this helps anyone who needs to know this specific location on the grid!",TRUE,
exp2_025.jpeg,cond3,present,absent,2,star,blue,dot,"1,3",select the white star outlined in blue that has gray polka dots inside.,"**Clarifying target description**

I need to describe the target as a blue-outlined star with grey polka dots while contrasting it against other visible objects, like a checkerboard square with a blue border. I should ensure clarity and avoid any spatial references like “bottom left.” Instead, I’ll focus on shape, color, and pattern. It would be best to phrase it simply as “the white star with a blue outline and gray polka dots” to keep it clear and unambiguous.",['star'],['dot'],TRUE,TRUE,TRUE,1 3,"**Identifying grid references**

I'm thinking through the reference game where I need to provide just the column and row number for a 3x3 grid. The white star outlined in blue with gray polka dots is located in the bottom-left cell, which corresponds to column 1 and row 3. I want to make sure I give the answer in a clear format, possibly separated by a comma or just a space. I'll go with ""1 3"" since that feels safer.",TRUE,
exp2_026.jpeg,cond4,present,present,2,star,black,checker,"1,1","select the star with the checkerboard-pattern interior (transparent squares), not the one with gray vertical stripes.","**Analyzing description strategies**

I should avoid using absolute terms like ""top"" or ""left,"" and instead focus on relational ones, such as ""the star next to the curtain,"" while keeping the adjacency structure intact. It's tricky since arrangements may differ, but the phrase I generate should refer to intrinsic properties instead of spatial relations. So, I’ll target ""star with transparent checkerboard fill."" I need to account for potential occlusions and common ground since the listener might know more about the scene than I do.",['star'],['checker'],TRUE,FALSE,TRUE,"1,1","**Determining grid location**

I need to provide just the column and row numbers based on the grid layout. It looks like there's a 3x3 grid, and the checkerboard square with a star is at column 1, row 1. Another star with gray stripes is located at column 1, row 3. They requested that I keep it simple, so I’ll respond with ""1,1"" or maybe ""1 1."" Let’s just stick with ""1,1"" since that's clear!",TRUE,
exp2_027.jpeg,cond3,present,absent,2,star,blue,checker,"1,3",pick the blue-outlined star with the gray checkerboard pattern inside.,"**Describing target objects**

I’ve got to think about how to guide someone to pick a specific object without using spatial language. Instead of saying positions like ""to the left,"" I should focus on visible features—shapes, colors, and patterns. It seems that relying on relative positions might not work since arrangements can change. The best approach is to describe intrinsic properties—like for a star, I’d say, “Select the blue-outlined star with a gray checkerboard fill.” Just giving a clear description is key.",['star'],['checker'],TRUE,TRUE,TRUE,"1,3","**Determining grid coordinates**

I'm working on identifying the location of a specific cell in a 3x3 grid with a star outlined in blue and a gray checkerboard pattern. The star is located in the bottom-left cell of the grid, which is column 1 and row 3. According to the instructions, I need to provide just the column and row number. So, I'll go with ""1,3"" for my final answer.",TRUE,
exp2_028.jpeg,cond2,absent,present,3,"triangle, triangular",blue,dot,"1,1",select the blue triangle with gray polka dots (not the green triangle).,"**Describing a grid's target shape**

I'm looking at a 3x3 grid where the target is in the upper-left cell: a blue triangle outline filled with gray polka dots. In the middle-left cell, there's a grey polka dot square with a thick black outline. The middle-middle cell is empty, and the middle-right shows a green triangle outline with polka dots. The bottom row has an empty cell in the middle and a black star dotted shape in the right. I want to provide a clear expression to distinguish the blue triangle from the green one without using spatial language. I'll use ""the blue polka-dotted triangle (not the green one).""","['triangle', 'triangular']",['dot'],TRUE,TRUE,TRUE,1 1,"**Providing triangle coordinates**

I need to focus on the blue triangle's position in a 3x3 grid. It’s located in column 1, row 1. The task specifies that I should only give the column and row numbers without any extras. So, the answer will simply be ""1 1."" I think that should cover the requirements clearly!",TRUE,
exp2_029.jpeg,cond1,absent,absent,4,"circle, circular",red,"wavy, zigzag","1,3",pick the grey wavy-patterned circle with the red outline.,"**Describing unique objects**

I'm analyzing a 3x3 grid with various items. There's a top middle red star, a middle left green triangle, a middle right blue triangle, and a bottom right black star. The target is a unique object at the bottom left: a circle with a red outline and a wavy gray fill. I need to describe this without using spatial terms but by focusing on its unique features. I can call it ""the only circle"" or ""red-outlined circle with gray wavy stripes."" That should work well!","['circle', 'circular']","['wavy', 'zigzag']",TRUE,TRUE,TRUE,"1, 3","**Defining grid position**

I need to provide the specific column and row for the grid layout that’s 3x3. I’m envisioning a grey wavy circle with a red outline positioned at the bottom left, which corresponds to column 1, row 3. So, I think I need to use ""1,3"" to clearly indicate that position. It feels straightforward, but I'm making sure to be precise with this detail for clarity!",TRUE,
exp2_030.jpeg,cond2,absent,present,3,"circle, circular",green,"wavy, zigzag","3,2",pick the circle with a green outline and gray wavy lines inside.,"**Describing a target object**

I need to describe an object in a reference game so the listener can identify it easily. We want to avoid confusing terms like ""top-right."" I see we have a grid that looks like 3 rows by 4 columns, but only the bottom row is filled with shapes. The target is a circle with a green outline and gray wavy pattern, located in the second row, middle-right cell. It's important to ensure there's no ambiguity. There's only one green circle visible.","['circle', 'circular']","['wavy', 'zigzag']",TRUE,TRUE,TRUE,"3, 2","**Identifying grid positions**

I need to figure out the column and row numbers for a 3x3 grid. It looks like there are 3 columns and 3 rows. The object I’m looking for, which is a circle with a green outline and gray wavy lines, is located in column 3, row 2, which is the middle-right position. So I can just respond with ""3, 2."" That should convey the information clearly!",TRUE,
exp2_031.jpeg,cond3,present,absent,3,"circle, circular",green,checker,"2,1",select the green-outlined circle filled with a gray-and-white checkerboard pattern.,"**Playing a description game**

I'm trying to describe a target object without using spatial references. The target is a circle with a green border and a checkered grey/white interior, and there's also a green triangle with wavy stripes visible. It's important to create a clear distinction between them. I think I might say, ""the green-outlined circle with a checkerboard pattern inside,"" and keep my descriptions brief. I really want to make sure I get this right!","['circle', 'circular']",['checker'],TRUE,TRUE,TRUE,2 1,"**Determining grid coordinates**

I need to respond with ""column row"" for this task. First, I'm identifying the grid, which is a 3x3 setup. I see a circle with a green outline in the top middle position, which would be column 2, row 1. So my answer would be ""2 1."" I want to make sure I get this right! Just to clarify, that position is the correct identification for the grid.",TRUE,
exp2_032.jpeg,cond3,present,absent,4,"triangle, triangular",red,stripe,"3,3","pick the grey-and-white vertically striped triangle with the red outline, which has the same stripes as the striped circle.","**Describing shapes and colors**

I’m planning to mention a triangle that has the same grey-and-white vertical stripes as a striped circle, but with a bold red outline. That contrast seems strong! I want to make sure the answer is concise and clearly conveys the relationship between these shapes. It feels like finding the right balance between being detailed and succinct in my explanation. Okay, let’s keep it simple and focused!","['triangle', 'triangular']",['stripe'],TRUE,TRUE,TRUE,3 3,"**Determining object coordinates**

I need to pick the coordinates for a specific object, which is the grey-and-white vertically striped triangle with a red outline. It’s located in a 3x3 grid, specifically in the bottom right cell, which is column 3, row 3. I’ll just provide the column and row numbers as instructed, formatted as ""3 3."" That seems straightforward enough! So, I'll go with ""3 3.""",TRUE,
exp2_033.jpeg,cond1,absent,absent,3,star,green,stripe,"3,3",pick the green star with vertical gray stripes.,"**Generating a reference expression**

I need to create a clear referring expression for the target object, which is a dashed red box. Instead of using spatial grid coordinates, I’ll focus on shape, color, and pattern. There are visible objects like a green circle checkerboard, black square dots, and blue triangle dots, but the target is a green-outlined star with vertical stripes. The expression ""the green star with vertical gray stripes"" seems unique and unambiguous, so I'll go with that while avoiding relative spatial terms.",['star'],['stripe'],TRUE,TRUE,TRUE,"3,3","**Determining grid coordinates**

I need to find the grid coordinates, which seem to form a 3x3 structure with objects. The green star with vertical gray stripes is in the bottom right, implying it's in column 3. I’m checking the grid layout where columns are numbered left to right, and rows top to bottom. This means the star is in column 3, row 3, which gives me ""3,3"" as the coordinates. I’ll just provide that.",TRUE,
exp2_034.jpeg,cond4,present,present,4,square,red,dot,"1,3","pick the **square with gray polka dots and a thin light‑gray border** (not the one with the thick black border, and not a circle or stripes).","**Describing a target object**

I'm looking to create a referring expression for a target object in an image that's laid out in a 3x3 grid. I need to avoid vague spatial locations because the listener's view might differ. The target is in the bottom row, first column, which is a square with gray polka dots and a thin gray border. I also notice other shapes like circles and some objects hidden behind curtains, so I need to be clear in my description!",['square'],['dot'],TRUE,FALSE,TRUE,1 3,none,TRUE,
exp2_035.jpeg,cond4,present,present,3,star,black,dot,"3,2",select the grey polka‑dotted star with a black outline and no colored border.,"**Clarifying description requirements**

I need to focus on describing the target, which is a star with a black outline and gray polka dots. I want to ensure I don’t use spatial references like ""bottom right,"" and I also need to avoid mentioning the dashed red box that’s only visible to me. It's important to distinguish this star from the visible green-bordered star and any potentially hidden objects. So, I’ll stick with: ""the star with a black outline and gray polka dots, without any colored border.""",['star'],['dot'],TRUE,TRUE,TRUE,"3,2",none,TRUE,
exp2_036.jpeg,cond2,absent,present,4,star,green,dot,"2,1","pick the green-outlined star with a white, gray polka-dotted interior.","**Describing shapes and colors**

I’m focusing on two stars in my description, one with a green outline and polka-dot fill, and the other with a blue outline and striped fill. I think I should just call it the ""green-outlined star with polka dots inside."" There's also a triangle that has a green border, but it’s a different shape. So, I’ll stick with “the green star with dotted interior” for clarity. No need for more details!",['star'],['dot'],TRUE,TRUE,TRUE,"2, 1","**Establishing grid coordinates**

I need to respond with coordinates like ""2 1"" for the green outlined star in a 3x3 grid. The star is in the middle of the top row, so that’s column 2, row 1. I’m double-checking my understanding of these coordinates and making sure I'm visualizing the grid correctly. It’s just a simple arrangement, but I want to ensure I communicate it clearly. Let's keep it straightforward!",TRUE,
exp2_037.jpeg,cond3,present,absent,3,"triangle, triangular",black,"wavy, zigzag","1,1",pick the white tile showing a single black-outlined triangle that’s filled with gray wavy horizontal stripes.,"**Describing game targets**

I need to give a concise description of a target without using spatial terms like left or right. There’s a 3x3 grid with a wavy gray triangle in the top left, a mystery red curtain, a checkerboard square, and other blanks. I should specifically say, ""gray triangle with wavy horizontal stripes inside, black outline, white background"" to help distinguish it from the curtains. The other person can see images behind the curtains, so specificity is key!","['triangle', 'triangular']","['wavy', 'zigzag']",TRUE,TRUE,TRUE,"1, 1",none,TRUE,
