image_file,condition,occlusion,distractor,non_target,speaker_answer,feature,shape,color,texture,listener_question,listener_answer,listener_answer_correct,
exp2_023.jpeg,cond2,absent,present,4,green-outlined polka-dotted circle,3,yes,yes,yes,Imagine someone is talking to you and tells you 'green-outlined polka-dotted circle' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 2",yes,
exp2_024.jpeg,cond2,absent,present,2,green triangle with vertical stripes,3,yes,yes,yes,Imagine someone is talking to you and tells you 'green triangle with vertical stripes' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"1,2",yes,
exp2_025.jpeg,cond3,present,absent,2,the blue-outlined polka-dotted star,3,yes,yes,yes,Imagine someone is talking to you and tells you 'the blue-outlined polka-dotted star' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"1, 3",yes,
exp2_026.jpeg,cond4,present,present,2,the visible star with the checkerboard pattern inside,2,yes,no,yes,Imagine someone is talking to you and tells you 'the visible star with the checkerboard pattern inside' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"1,1",yes,
exp2_027.jpeg,cond3,present,absent,2,blue star with a checkerboard pattern,3,yes,yes,yes,Imagine someone is talking to you and tells you 'blue star with a checkerboard pattern' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"1, 3",yes,
exp2_028.jpeg,cond2,absent,present,3,blue triangle,2,yes,yes,no,Imagine someone is talking to you and tells you 'blue triangle' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"1, 1",yes,
exp2_029.jpeg,cond1,absent,absent,4,red-outlined circle with wavy pattern,3,yes,yes,yes,Imagine someone is talking to you and tells you 'red-outlined circle with wavy pattern' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"1, 3",yes,
exp2_030.jpeg,cond2,absent,present,3,green-outlined circle with gray wavy stripes,3,yes,yes,yes,Imagine someone is talking to you and tells you 'green-outlined circle with gray wavy stripes' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3,2",yes,
exp2_031.jpeg,cond3,present,absent,3,the green circle with the grey checkerboard pattern,3,yes,yes,yes,Imagine someone is talking to you and tells you 'the green circle with the grey checkerboard pattern' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"2, 1",yes,
exp2_032.jpeg,cond3,present,absent,4,striped triangle,2,yes,no,yes,Imagine someone is talking to you and tells you 'striped triangle' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 3",yes,
exp2_033.jpeg,cond1,absent,absent,3,green star with gray vertical stripes,3,yes,yes,yes,Imagine someone is talking to you and tells you 'green star with gray vertical stripes' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 3",yes,
exp2_034.jpeg,cond4,present,present,4,dotted square with a grey border,3,yes,yes,yes,Imagine someone is talking to you and tells you 'dotted square with a grey border' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"1, 1",no,incorrect_description
exp2_035.jpeg,cond4,present,present,3,the black-outlined star with grey polka dots,3,yes,yes,yes,Imagine someone is talking to you and tells you 'the black-outlined star with grey polka dots' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"4, 2",none,
exp2_036.jpeg,cond2,absent,present,4,green-outlined star with polka dots,3,yes,yes,yes,Imagine someone is talking to you and tells you 'green-outlined star with polka dots' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"2, 1",yes,
exp2_037.jpeg,cond3,present,absent,3,the gray wavy triangle,2,yes,no,yes,Imagine someone is talking to you and tells you 'the gray wavy triangle' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"1, 1",yes,
exp2_038.jpeg,cond3,present,absent,2,the gray vertical stripes inside a circle,2,yes,no,yes,Imagine someone is talking to you and tells you 'the gray vertical stripes inside a circle' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 3",yes,
exp2_039.jpeg,cond4,present,present,4,blue triangle with wavy stripes,3,yes,yes,yes,Imagine someone is talking to you and tells you 'blue triangle with wavy stripes' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3,1",yes,
exp2_040.jpeg,cond1,absent,absent,4,the blue-outlined striped square,3,yes,yes,yes,Imagine someone is talking to you and tells you 'the blue-outlined striped square' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"1, 3",yes,
exp2_041.jpeg,cond4,present,present,2,the polka-dot circle with the red outline,3,yes,yes,yes,Imagine someone is talking to you and tells you 'the polka-dot circle with the red outline' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 1",yes,
exp2_042.jpeg,cond1,absent,absent,3,red circle with wavy pattern,3,yes,yes,yes,Imagine someone is talking to you and tells you 'red circle with wavy pattern' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 3",yes,
exp2_043.jpeg,cond2,absent,present,4,Green star with wavy gray interior.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'Green star with wavy gray interior.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,1 1,yes,
exp2_044.jpeg,cond3,present,absent,3,gray polka-dot square,2,yes,no,yes,Imagine someone is talking to you and tells you 'gray polka-dot square' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"1, 3",yes,
exp2_045.jpeg,cond1,absent,absent,2,striped triangle,2,yes,no,yes,Imagine someone is talking to you and tells you 'striped triangle' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"2, 1",yes,
exp2_046.jpeg,cond2,absent,present,4,red star with wavy stripes,3,yes,yes,yes,Imagine someone is talking to you and tells you 'red star with wavy stripes' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"2, 1",yes,
exp2_047.jpeg,cond4,present,present,3,the square with vertical gray stripes,2,yes,no,yes,Imagine someone is talking to you and tells you 'the square with vertical gray stripes' Which object are they telling you about? Please use refer to the object by the column number and the row number.,1 3,yes,
exp2_048.jpeg,cond2,absent,present,3,the striped square with the red border,3,yes,yes,yes,Imagine someone is talking to you and tells you 'the striped square with the red border' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 3",yes,
exp2_049.jpeg,cond4,present,present,3,the striped square with the green border,3,yes,yes,yes,Imagine someone is talking to you and tells you 'the striped square with the green border' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"1, 1",yes,
exp2_050.jpeg,cond3,present,absent,3,the striped red star,3,yes,yes,yes,Imagine someone is talking to you and tells you 'the striped red star' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"2, 3",yes,
exp2_051.jpeg,cond1,absent,absent,3,the black triangle with wavy stripes,3,yes,yes,yes,Imagine someone is talking to you and tells you 'the black triangle with wavy stripes' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"2, 3",yes,
exp2_052.jpeg,cond3,present,absent,3,checkerboard triangle,2,yes,no,yes,Imagine someone is talking to you and tells you 'checkerboard triangle' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"2, 1",yes,
exp2_053.jpeg,cond1,absent,absent,3,striped red triangle,3,yes,yes,yes,Imagine someone is talking to you and tells you 'striped red triangle' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"1,1",yes,
exp2_054.jpeg,cond2,absent,present,4,green-outlined checkered triangle,3,yes,yes,yes,Imagine someone is talking to you and tells you 'green-outlined checkered triangle' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"2, 1",yes,
exp2_055.jpeg,cond1,absent,absent,2,the blue triangle with grey dots,3,yes,yes,yes,Imagine someone is talking to you and tells you 'the blue triangle with grey dots' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 3",yes,
exp2_056.jpeg,cond2,absent,present,3,blue wavy triangle,3,yes,yes,yes,Imagine someone is talking to you and tells you 'blue wavy triangle' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 2",yes,
exp2_057.jpeg,cond4,present,present,3,the blue triangle with gray wavy stripes,3,yes,yes,yes,Imagine someone is talking to you and tells you 'the blue triangle with gray wavy stripes' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 1",yes,
exp2_058.jpeg,cond3,present,absent,2,green circle with gray polka dots,3,yes,yes,yes,Imagine someone is talking to you and tells you 'green circle with gray polka dots' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 3",yes,
exp2_059.jpeg,cond3,present,absent,3,the wavy star,2,yes,no,yes,Imagine someone is talking to you and tells you 'the wavy star' Which object are they telling you about? Please use refer to the object by the column number and the row number.,2 1,yes,
exp2_060.jpeg,cond1,absent,absent,2,wavy circle,2,yes,no,yes,Imagine someone is talking to you and tells you 'wavy circle' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"2,1",yes,
exp2_061.jpeg,cond3,present,absent,2,green striped star,3,yes,yes,yes,Imagine someone is talking to you and tells you 'green striped star' Which object are they telling you about? Please use refer to the object by the column number and the row number.,2 1,yes,
exp2_062.jpeg,cond1,absent,absent,4,green dotted square,3,yes,yes,yes,Imagine someone is talking to you and tells you 'green dotted square' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"2, 3",yes,
exp2_063.jpeg,cond2,absent,present,2,striped triangle,2,yes,no,yes,Imagine someone is talking to you and tells you 'striped triangle' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 2",yes,
exp2_064.jpeg,cond1,absent,absent,3,red-outlined polka-dot star,3,yes,yes,yes,Imagine someone is talking to you and tells you 'red-outlined polka-dot star' Which object are they telling you about? Please use refer to the object by the column number and the row number.,1 2,yes,
exp2_065.jpeg,cond3,present,absent,2,the gray-and-white checkerboard,1,no,no,yes,Imagine someone is talking to you and tells you 'the gray-and-white checkerboard' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 2",yes,
exp2_066.jpeg,cond2,absent,present,4,black-outlined dotted circle,3,yes,yes,yes,Imagine someone is talking to you and tells you 'black-outlined dotted circle' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"1, 1",yes,
exp2_067.jpeg,cond4,present,present,3,the gray wavy square with the blue border,3,yes,yes,yes,Imagine someone is talking to you and tells you 'the gray wavy square with the blue border' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"2, 1",yes,
exp2_068.jpeg,cond4,present,present,4,the striped star with a black outline,3,yes,yes,yes,Imagine someone is talking to you and tells you 'the striped star with a black outline' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"2,1",yes,
exp2_069.jpeg,cond2,absent,present,2,green square filled with gray dots,3,yes,yes,yes,Imagine someone is talking to you and tells you 'green square filled with gray dots' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"1, 1",yes,
exp2_070.jpeg,cond1,absent,absent,4,Green checkerboard square.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'Green checkerboard square.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"1,3",yes,
exp2_071.jpeg,cond4,present,present,3,The checkerboard with the dark gray border.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'The checkerboard with the dark gray border.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"1,2",yes,
exp2_072.jpeg,cond3,present,absent,2,striped star,2,yes,no,yes,Imagine someone is talking to you and tells you 'striped star' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3,2",yes,
exp2_073.jpeg,cond4,present,present,2,green-outlined star with vertical stripes,3,yes,yes,yes,Imagine someone is talking to you and tells you 'green-outlined star with vertical stripes' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 2",yes,
exp2_074.jpeg,cond2,absent,present,3,the gray square with white wavy stripes,3,yes,yes,yes,Imagine someone is talking to you and tells you 'the gray square with white wavy stripes' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"1, 3",yes,
exp2_075.jpeg,cond1,absent,absent,2,the red-outlined star with the gray wavy pattern inside,3,yes,yes,yes,Imagine someone is talking to you and tells you 'the red-outlined star with the gray wavy pattern inside' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3,2",yes,
exp2_076.jpeg,cond1,absent,absent,2,green-outlined striped triangle,3,yes,yes,yes,Imagine someone is talking to you and tells you 'green-outlined striped triangle' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"1, 3",yes,
exp2_077.jpeg,cond3,present,absent,3,blue-outlined circle with vertical stripes,3,yes,yes,yes,Imagine someone is talking to you and tells you 'blue-outlined circle with vertical stripes' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"1, 3",yes,
exp2_078.jpeg,cond4,present,present,4,Red-outlined striped triangle,3,yes,yes,yes,Imagine someone is talking to you and tells you 'Red-outlined striped triangle' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"2, 1",yes,
exp2_079.jpeg,cond2,absent,present,4,green-outlined circle with grey polka dots,3,yes,yes,yes,Imagine someone is talking to you and tells you 'green-outlined circle with grey polka dots' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 2",yes,
exp2_080.jpeg,cond3,present,absent,3,blue-outlined polka-dot triangle,3,yes,yes,yes,Imagine someone is talking to you and tells you 'blue-outlined polka-dot triangle' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"2, 3",yes,
exp2_081.jpeg,cond2,absent,present,4,green triangle with a checkerboard pattern,3,yes,yes,yes,Imagine someone is talking to you and tells you 'green triangle with a checkerboard pattern' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"2, 1",yes,
exp2_082.jpeg,cond3,present,absent,2,the green-outline striped triangle,3,yes,yes,yes,Imagine someone is talking to you and tells you 'the green-outline striped triangle' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"2,1",yes,
exp2_083.jpeg,cond1,absent,absent,3,the red-outlined star filled with gray dots,3,yes,yes,yes,Imagine someone is talking to you and tells you 'the red-outlined star filled with gray dots' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 3",yes,
exp2_084.jpeg,cond4,present,present,4,the gray wavy circle with a black border,3,yes,yes,yes,Imagine someone is talking to you and tells you 'the gray wavy circle with a black border' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"2,1",yes,
exp2_085.jpeg,cond3,present,absent,2,Green-outlined triangle with gray wavy stripes inside.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'Green-outlined triangle with gray wavy stripes inside.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"1, 2",yes,
exp2_086.jpeg,cond4,present,present,3,black-outlined polka-dot star,3,yes,yes,yes,Imagine someone is talking to you and tells you 'black-outlined polka-dot star' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"2, 3",yes,
exp2_087.jpeg,cond2,absent,present,3,checkerboard star,2,yes,no,yes,Imagine someone is talking to you and tells you 'checkerboard star' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"1, 2",yes,
exp2_088.jpeg,cond1,absent,absent,4,Red-outlined circle with a checkerboard pattern.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'Red-outlined circle with a checkerboard pattern.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 2",yes,
exp2_089.jpeg,cond3,present,absent,4,the gray polka-dot square,2,yes,no,yes,Imagine someone is talking to you and tells you 'the gray polka-dot square' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 3",yes,
exp2_090.jpeg,cond3,present,absent,3,green-outlined dotted triangle,3,yes,yes,yes,Imagine someone is talking to you and tells you 'green-outlined dotted triangle' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 2",yes,
exp2_091.jpeg,cond1,absent,absent,3,the gray wavy square with the black border,3,yes,yes,yes,Imagine someone is talking to you and tells you 'the gray wavy square with the black border' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"2,1",yes,
exp2_092.jpeg,cond2,absent,present,3,the red-outlined dotted triangle,3,yes,yes,yes,Imagine someone is talking to you and tells you 'the red-outlined dotted triangle' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"1, 3",yes,
exp2_093.jpeg,cond4,present,present,3,gray square with white wavy horizontal lines,2,yes,no,yes,Imagine someone is talking to you and tells you 'gray square with white wavy horizontal lines' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 2",yes,
exp2_094.jpeg,cond2,absent,present,4,green star with dots,3,yes,yes,yes,Imagine someone is talking to you and tells you 'green star with dots' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"1, 3",yes,
exp2_095.jpeg,cond1,absent,absent,2,blue circle with dots,3,yes,yes,yes,Imagine someone is talking to you and tells you 'blue circle with dots' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"1, 3",yes,
exp2_096.jpeg,cond4,present,present,4,the green-outlined dotted star,3,yes,yes,yes,Imagine someone is talking to you and tells you 'the green-outlined dotted star' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"1,3",yes,
exp2_097.jpeg,cond3,present,absent,3,the vertical striped rectangle,2,yes,no,yes,Imagine someone is talking to you and tells you 'the vertical striped rectangle' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3,2",yes,
exp2_098.jpeg,cond1,absent,absent,2,the blue-outlined square with vertical gray stripes,3,yes,yes,yes,Imagine someone is talking to you and tells you 'the blue-outlined square with vertical gray stripes' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"1,2",yes,
exp2_099.jpeg,cond2,absent,present,3,Green circle.,2,yes,yes,no,Imagine someone is talking to you and tells you 'Green circle.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"2, 3",yes,
exp2_100.jpeg,cond4,present,present,2,gray dotted grid,2,yes,no,yes,Imagine someone is talking to you and tells you 'gray dotted grid' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 2",yes,
exp2_101.jpeg,cond4,present,present,2,green circle with a gray checkerboard pattern,3,yes,yes,yes,Imagine someone is talking to you and tells you 'green circle with a gray checkerboard pattern' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 3",yes,
exp2_102.jpeg,cond1,absent,absent,4,the gray checkered square with a dark border,3,yes,yes,yes,Imagine someone is talking to you and tells you 'the gray checkered square with a dark border' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 1",yes,
exp2_103.jpeg,cond3,present,absent,2,square of grey polka dots,2,yes,no,yes,Imagine someone is talking to you and tells you 'square of grey polka dots' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"2,1",yes,
exp2_104.jpeg,cond2,absent,present,2,the green circle with vertical gray stripes,3,yes,yes,yes,Imagine someone is talking to you and tells you 'the green circle with vertical gray stripes' Which object are they telling you about? Please use refer to the object by the column number and the row number.,2 3,yes,
exp2_105.jpeg,cond4,present,present,3,the triangle with dots,2,yes,no,yes,Imagine someone is talking to you and tells you 'the triangle with dots' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"2,1",yes,
exp2_106.jpeg,cond4,present,present,4,the green triangle with gray dots,3,yes,yes,yes,Imagine someone is talking to you and tells you 'the green triangle with gray dots' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"2,1",yes,
exp2_107.jpeg,cond1,absent,absent,4,the red-outlined wavy triangle,3,yes,yes,yes,Imagine someone is talking to you and tells you 'the red-outlined wavy triangle' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 3",yes,
exp2_108.jpeg,cond3,present,absent,4,square with gray-and-white wavy lines,2,yes,no,yes,Imagine someone is talking to you and tells you 'square with gray-and-white wavy lines' Which object are they telling you about? Please use refer to the object by the column number and the row number.,1 3,yes,
exp2_109.jpeg,cond3,present,absent,2,the dotted triangle,2,yes,no,yes,Imagine someone is talking to you and tells you 'the dotted triangle' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3,3",yes,
exp2_110.jpeg,cond2,absent,present,2,green dotted triangle,3,yes,yes,yes,Imagine someone is talking to you and tells you 'green dotted triangle' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"2, 3",yes,
exp2_111.jpeg,cond1,absent,absent,4,green wavy triangle,3,yes,yes,yes,Imagine someone is talking to you and tells you 'green wavy triangle' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 1",yes,
exp2_112.jpeg,cond2,absent,present,4,the black-outlined circle with the wavy pattern,3,yes,yes,yes,Imagine someone is talking to you and tells you 'the black-outlined circle with the wavy pattern' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 2",yes,
exp2_113.jpeg,cond3,present,absent,2,grey circle with wavy stripes,2,yes,no,yes,Imagine someone is talking to you and tells you 'grey circle with wavy stripes' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 2",yes,
exp2_114.jpeg,cond1,absent,absent,2,the grey wavy square,2,yes,no,yes,Imagine someone is talking to you and tells you 'the grey wavy square' Which object are they telling you about? Please use refer to the object by the column number and the row number.,1 2,yes,
exp2_115.jpeg,cond2,absent,present,4,Green triangle with grey polka dots.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'Green triangle with grey polka dots.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3,3",yes,
exp2_116.jpeg,cond3,present,absent,2,the gray vertically striped star,2,yes,no,yes,Imagine someone is talking to you and tells you 'the gray vertically striped star' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 3",yes,
exp2_117.jpeg,cond4,present,present,2,gray star with black outline and wavy stripes,3,yes,yes,yes,Imagine someone is talking to you and tells you 'gray star with black outline and wavy stripes' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 3",yes,
exp2_118.jpeg,cond2,absent,present,3,the grey polka-dot star with a black outline,3,yes,yes,yes,Imagine someone is talking to you and tells you 'the grey polka-dot star with a black outline' Which object are they telling you about? Please use refer to the object by the column number and the row number.,3 1,yes,
exp2_119.jpeg,cond1,absent,absent,4,the dotted triangle,2,yes,no,yes,Imagine someone is talking to you and tells you 'the dotted triangle' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"1, 2",yes,
exp2_120.jpeg,cond4,present,present,3,the gray vertical stripes,1,no,no,yes,Imagine someone is talking to you and tells you 'the gray vertical stripes' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"2, 1",yes,
