image_file,condition,occlusion,distractor,non_target,target_shape,target_color,target_texture,target_location,speaker_answer,speaker_thought_summary,target_shape_list,target_texture_list,contain_shape,contain_color,contain_texture,listener_answer,listener_thought_summary,listener_answer_correct,listener_answer_none
exp2_054.jpeg,cond2,absent,present,4,"triangle, triangular",green,checker,"2,1",the object i'm referring to is a green-outlined triangle filled with a checkerboard pattern.,,"['triangle', 'triangular']",['checker'],TRUE,TRUE,TRUE,"2, 1",,TRUE,
exp2_055.jpeg,cond1,absent,absent,2,"triangle, triangular",blue,dot,"3,3",the object i'm referring to is the blue triangle with grey dots inside.,,"['triangle', 'triangular']",['dot'],TRUE,TRUE,TRUE,"3, 3",,TRUE,
exp2_056.jpeg,cond2,absent,present,3,"triangle, triangular",blue,"wavy, zigzag","3,2","the target is a blue-bordered triangle filled with a wavy pattern, located in the middle row on the right.",,"['triangle', 'triangular']","['wavy', 'zigzag']",TRUE,TRUE,TRUE,"3, 2",,TRUE,
exp2_057.jpeg,cond4,present,present,3,"triangle, triangular",blue,"wavy, zigzag","3,1","the object is in the top row, furthest to the right. it is a blue-outlined triangle with a gray, wavy pattern inside.",,"['triangle', 'triangular']","['wavy', 'zigzag']",TRUE,TRUE,TRUE,"3, 1",,TRUE,
exp2_058.jpeg,cond3,present,absent,2,"circle, circular",green,dot,"3,3",the target object is a green circle filled with gray dots.,,"['circle', 'circular']",['dot'],TRUE,TRUE,TRUE,"3, 3",,TRUE,
exp2_059.jpeg,cond3,present,absent,3,star,black,"wavy, zigzag","2,1",the object in the middle of the top row is the target.,,['star'],"['wavy', 'zigzag']",FALSE,FALSE,FALSE,"2, 1",,TRUE,
exp2_060.jpeg,cond1,absent,absent,2,"circle, circular",red,"wavy, zigzag","2,1","the target is a circle with a wavy pattern inside, outlined in red. it's in the top row, second column from the left.",,"['circle', 'circular']","['wavy', 'zigzag']",TRUE,TRUE,TRUE,"2, 1",,TRUE,
exp2_061.jpeg,cond3,present,absent,2,star,green,stripe,"2,1",the target is the star with a green outline and grey stripes.,,['star'],['stripe'],TRUE,TRUE,TRUE,"2, 1",,TRUE,
exp2_062.jpeg,cond1,absent,absent,4,square,green,dot,"2,3",the object i want you to select is a green square with grey dots inside.,,['square'],['dot'],TRUE,TRUE,TRUE,"2, 3",,TRUE,
exp2_063.jpeg,cond2,absent,present,2,"triangle, triangular",red,stripe,"3,2",the object is a triangle with a red outline and vertical gray stripes inside.,,"['triangle', 'triangular']",['stripe'],TRUE,TRUE,TRUE,"3, 2",,TRUE,
exp2_064.jpeg,cond1,absent,absent,3,star,red,dot,"1,2",the target is a red star.,,['star'],['dot'],TRUE,TRUE,FALSE,"1, 2",,TRUE,
exp2_065.jpeg,cond3,present,absent,2,square,blue,checker,"3,2","the target is the checkerboard, which has a blue border and is surrounded by a dashed red line. it's in the top row, rightmost column.",,['square'],['checker'],FALSE,TRUE,TRUE,"3, 2",,TRUE,
exp2_066.jpeg,cond2,absent,present,4,"circle, circular",black,dot,"1,1",the target is the black outlined circle filled with grey dots.,,"['circle', 'circular']",['dot'],TRUE,TRUE,TRUE,"1, 1",,TRUE,
exp2_067.jpeg,cond4,present,present,3,square,blue,"wavy, zigzag","2,1","the target is the wavy gray pattern, outlined in blue, which is in the top row.",,['square'],"['wavy', 'zigzag']",FALSE,TRUE,TRUE,"2, 1",,TRUE,
exp2_068.jpeg,cond4,present,present,4,star,black,stripe,"2,1",the target is the star with a thick black outline and vertical stripes.,,['star'],['stripe'],TRUE,TRUE,TRUE,"2, 1",,TRUE,
exp2_069.jpeg,cond2,absent,present,2,square,green,dot,"1,1","the object that looks like a square, not the one in the center that is made of wavy lines, but the one above it with dots in it.",,['square'],['dot'],TRUE,FALSE,TRUE,"1, 1",,TRUE,
exp2_070.jpeg,cond1,absent,absent,4,square,green,checker,"1,3",the object i want you to select is a square with a green border and a checkered pattern inside.,,['square'],['checker'],TRUE,TRUE,TRUE,"1, 3",,TRUE,
exp2_071.jpeg,cond4,present,present,3,square,black,checker,"1,2","the object i'm referring to is a checkerboard pattern. it's in the first column, second row, between two red curtains with question marks.",,['square'],['checker'],FALSE,FALSE,TRUE,"1,2",,TRUE,
exp2_072.jpeg,cond3,present,absent,2,star,black,stripe,"3,2","the target is the star with vertical gray and white stripes inside, outlined in black. it's in the top right corner.",,['star'],['stripe'],TRUE,TRUE,TRUE,"3, 2",,TRUE,
exp2_073.jpeg,cond4,present,present,2,star,green,stripe,"3,2","the target is the star with a light green outline and vertical grey stripes, which is located in the middle right position.",,['star'],['stripe'],TRUE,TRUE,TRUE,"3, 2",,TRUE,
exp2_074.jpeg,cond2,absent,present,3,square,black,"wavy, zigzag","1,3",the target image is the square with the wavy pattern.,,['square'],"['wavy', 'zigzag']",TRUE,FALSE,TRUE,"1, 3",,TRUE,
exp2_075.jpeg,cond1,absent,absent,2,star,red,"wavy, zigzag","3,2",the target is the star-shaped object with a red outline and grey wavy stripes filling it.,,['star'],"['wavy', 'zigzag']",TRUE,TRUE,TRUE,"3, 2",,TRUE,
exp2_076.jpeg,cond1,absent,absent,2,"triangle, triangular",green,stripe,"1,3",the target is the triangle.,,"['triangle', 'triangular']",['stripe'],TRUE,FALSE,FALSE,"1, 3",,TRUE,
exp2_077.jpeg,cond3,present,absent,3,"circle, circular",blue,stripe,"1,3","the target object is in the bottom row, in the leftmost column. it's a circle with vertical gray and white stripes inside, outlined in blue.",,"['circle', 'circular']",['stripe'],TRUE,TRUE,TRUE,"1, 3",,TRUE,
exp2_078.jpeg,cond4,present,present,4,"triangle, triangular",red,stripe,"2,1",the target is the red triangle with vertical stripes.,,"['triangle', 'triangular']",['stripe'],TRUE,TRUE,TRUE,"2, 1",,TRUE,
exp2_079.jpeg,cond2,absent,present,4,"circle, circular",green,dot,"3,2",the target object is a circle that is filled with gray dots. it has a green border and is surrounded by a red dashed box.,,"['circle', 'circular']",['dot'],TRUE,TRUE,TRUE,"3, 2",,TRUE,
exp2_080.jpeg,cond3,present,absent,3,"triangle, triangular",blue,dot,"2,3",the object is a blue triangle filled with gray dots.,,"['triangle', 'triangular']",['dot'],TRUE,TRUE,TRUE,"2, 3",,TRUE,
exp2_081.jpeg,cond2,absent,present,4,"triangle, triangular",green,checker,"2,1",the green triangle with the checkerboard pattern inside it.,,"['triangle', 'triangular']",['checker'],TRUE,TRUE,TRUE,"2, 1",,TRUE,
exp2_082.jpeg,cond3,present,absent,2,"triangle, triangular",green,stripe,"2,1","the object in the top row, second column is a triangle with vertical stripes.",,"['triangle', 'triangular']",['stripe'],TRUE,FALSE,TRUE,"2, 1",,TRUE,
exp2_083.jpeg,cond1,absent,absent,3,star,red,dot,"3,3",the star in the bottom right cell has a dotted pattern inside and a red border.,,['star'],['dot'],TRUE,TRUE,TRUE,"3, 3",,TRUE,
exp2_084.jpeg,cond4,present,present,4,"circle, circular",black,"wavy, zigzag","2,1",the object is a circle with a black outline filled with gray wavy lines.,,"['circle', 'circular']","['wavy', 'zigzag']",TRUE,TRUE,TRUE,"2, 1",,TRUE,
exp2_085.jpeg,cond3,present,absent,2,"triangle, triangular",green,"wavy, zigzag","1,2",the target is the green triangle with gray wavy lines inside.,,"['triangle', 'triangular']","['wavy', 'zigzag']",TRUE,TRUE,TRUE,"1, 2",,TRUE,
exp2_086.jpeg,cond4,present,present,3,star,black,dot,"2,3",the object i want you to select is a black star with a gray dotted pattern inside.,,['star'],['dot'],TRUE,TRUE,TRUE,"2, 3",,TRUE,
exp2_087.jpeg,cond2,absent,present,3,star,black,checker,"1,2",the target is the star with a checkered pattern.,,['star'],['checker'],TRUE,FALSE,TRUE,"1, 2",,TRUE,
exp2_088.jpeg,cond1,absent,absent,4,"circle, circular",red,checker,"3,2",the target is the red-bordered circle with a checkerboard pattern inside it.,,"['circle', 'circular']",['checker'],TRUE,TRUE,TRUE,"3, 2",,TRUE,
exp2_089.jpeg,cond3,present,absent,4,square,black,dot,"3,3",the target is the square with the black outline and gray polka dots.,,['square'],['dot'],TRUE,TRUE,TRUE,"3, 3",,TRUE,
exp2_090.jpeg,cond3,present,absent,3,"triangle, triangular",green,dot,"3,2",the target is the green triangle filled with gray dots.,,"['triangle', 'triangular']",['dot'],TRUE,TRUE,TRUE,"3, 2",,TRUE,
exp2_091.jpeg,cond1,absent,absent,3,square,black,"wavy, zigzag","2,1","the target object is the gray square with a wavy pattern, located in the top row.",,['square'],"['wavy', 'zigzag']",TRUE,FALSE,TRUE,"2, 1",,TRUE,
exp2_092.jpeg,cond2,absent,present,3,"triangle, triangular",red,dot,"1,3",the target is the red-outlined triangle with grey dots inside.,,"['triangle', 'triangular']",['dot'],TRUE,TRUE,TRUE,"1, 3",,TRUE,
exp2_093.jpeg,cond4,present,present,3,square,red,"wavy, zigzag","3,2","the target is in the middle row, on the right. it has a wavy pattern.",,['square'],"['wavy', 'zigzag']",FALSE,FALSE,TRUE,"3, 2",,TRUE,
exp2_094.jpeg,cond2,absent,present,4,star,green,dot,"1,3",the target is a green star filled with gray dots.,,['star'],['dot'],TRUE,TRUE,TRUE,"1, 3",,TRUE,
exp2_095.jpeg,cond1,absent,absent,2,"circle, circular",blue,dot,"1,3",the target is the blue circle with grey dots inside.,,"['circle', 'circular']",['dot'],TRUE,TRUE,TRUE,"1, 3",,TRUE,
exp2_096.jpeg,cond4,present,present,4,star,green,dot,"1,3",the target object is the green star with black polka dots inside.,,['star'],['dot'],TRUE,TRUE,TRUE,"1, 3",,TRUE,
exp2_097.jpeg,cond3,present,absent,3,square,black,stripe,"3,2",the object to select is in the middle column on the right. it is a square with vertical stripes.,,['square'],['stripe'],TRUE,FALSE,TRUE,"3, 2",,TRUE,
exp2_098.jpeg,cond1,absent,absent,2,square,blue,stripe,"1,2","the target is the square in the first row, first column, which has vertical stripes and a blue border.",,['square'],['stripe'],TRUE,TRUE,TRUE,"1, 2",,TRUE,
exp2_099.jpeg,cond2,absent,present,3,"circle, circular",green,"wavy, zigzag","2,3",the target is the circle with a wavy pattern inside and a green outline.,,"['circle', 'circular']","['wavy', 'zigzag']",TRUE,TRUE,TRUE,"2, 3",,TRUE,
exp2_100.jpeg,cond4,present,present,2,square,green,dot,"3,2","the target object is the grid of grey dots, which is outlined with a solid green line.",,['square'],['dot'],FALSE,TRUE,TRUE,"2, 2",,FALSE,none
exp2_101.jpeg,cond4,present,present,2,"circle, circular",green,checker,"3,3",the target object is a circle that has a checkered pattern inside it.,,"['circle', 'circular']",['checker'],TRUE,FALSE,TRUE,"3, 3",,TRUE,
exp2_102.jpeg,cond1,absent,absent,4,square,black,checker,"3,1",the target is the square with a checkerboard pattern.,,['square'],['checker'],TRUE,FALSE,TRUE,"3, 1",,TRUE,
exp2_103.jpeg,cond3,present,absent,2,square,red,dot,"2,1",the target object is a square filled with gray dots.,,['square'],['dot'],TRUE,FALSE,TRUE,"2, 1",,TRUE,
exp2_104.jpeg,cond2,absent,present,2,"circle, circular",green,stripe,"2,3",the target is the vertically striped circle.,,"['circle', 'circular']",['stripe'],TRUE,FALSE,TRUE,"2, 3",,TRUE,
exp2_105.jpeg,cond4,present,present,3,"triangle, triangular",black,dot,"2,1","the target image is a triangle with a dotted fill, located in the top row.",,"['triangle', 'triangular']",['dot'],TRUE,FALSE,TRUE,"2, 1",,TRUE,
exp2_106.jpeg,cond4,present,present,4,"triangle, triangular",green,dot,"2,1",the target image is the green outlined triangle filled with grey dots.,,"['triangle', 'triangular']",['dot'],TRUE,TRUE,TRUE,"2, 1",,TRUE,
exp2_107.jpeg,cond1,absent,absent,4,"triangle, triangular",red,"wavy, zigzag","3,3","the target image is the red triangle with a wavy pattern inside, in the bottom right corner of the grid.",,"['triangle', 'triangular']","['wavy', 'zigzag']",TRUE,TRUE,TRUE,"3, 3",,TRUE,
exp2_108.jpeg,cond3,present,absent,4,square,red,"wavy, zigzag","1,3","the target image is the square with a wavy pattern, outlined in red.",,['square'],"['wavy', 'zigzag']",TRUE,TRUE,TRUE,"1, 3",,TRUE,
exp2_109.jpeg,cond3,present,absent,2,"triangle, triangular",red,dot,"3,3",the target is the red outlined triangle with grey polka dots.,,"['triangle', 'triangular']",['dot'],TRUE,TRUE,TRUE,"3, 3",,TRUE,
exp2_110.jpeg,cond2,absent,present,2,"triangle, triangular",green,dot,"2,3",the target is the green triangle filled with gray dots.,,"['triangle', 'triangular']",['dot'],TRUE,TRUE,TRUE,"2, 3",,TRUE,
exp2_111.jpeg,cond1,absent,absent,4,"triangle, triangular",green,"wavy, zigzag","3,1",the target is the green-outlined triangle with a wavy grey pattern inside.,,"['triangle', 'triangular']","['wavy', 'zigzag']",TRUE,TRUE,TRUE,"3, 1",,TRUE,
exp2_112.jpeg,cond2,absent,present,4,"circle, circular",black,"wavy, zigzag","3,2","the target object is a black-outlined circle with a wavy gray pattern inside, located in the middle row on the right side.",,"['circle', 'circular']","['wavy', 'zigzag']",TRUE,TRUE,TRUE,"3, 2",,TRUE,
exp2_113.jpeg,cond3,present,absent,2,"circle, circular",red,"wavy, zigzag","3,2","the target is the circle with grey wavy lines, located to the right of the middle row.",,"['circle', 'circular']","['wavy', 'zigzag']",TRUE,FALSE,TRUE,"3, 2",,TRUE,
exp2_114.jpeg,cond1,absent,absent,2,square,red,"wavy, zigzag","1,2","the target is the square with the wavy pattern, not the stars.",,['square'],"['wavy', 'zigzag']",TRUE,FALSE,TRUE,"1, 2",,TRUE,
exp2_115.jpeg,cond2,absent,present,4,"triangle, triangular",green,dot,"3,3",the target is the green-outlined triangle filled with grey dots.,,"['triangle', 'triangular']",['dot'],TRUE,TRUE,TRUE,"3, 3",,TRUE,
exp2_116.jpeg,cond3,present,absent,2,star,black,stripe,"3,3",the target is the star at the bottom right.,,['star'],['stripe'],TRUE,FALSE,FALSE,"3, 3",,TRUE,
exp2_117.jpeg,cond4,present,present,2,star,black,"wavy, zigzag","3,3","the object i'm referring to is a black-outlined star with a gray wavy pattern inside, situated in the bottom right corner of the grid.",,['star'],"['wavy', 'zigzag']",TRUE,TRUE,TRUE,"3, 3",,TRUE,
exp2_118.jpeg,cond2,absent,present,3,star,black,dot,"3,1",the target object is a black outlined star filled with small gray dots.,,['star'],['dot'],TRUE,TRUE,TRUE,"3, 1",,TRUE,
exp2_119.jpeg,cond1,absent,absent,4,"triangle, triangular",red,dot,"1,2",the target is the red-bordered triangle filled with grey dots.,,"['triangle', 'triangular']",['dot'],TRUE,TRUE,TRUE,"1, 2",,TRUE,
exp2_120.jpeg,cond4,present,present,3,square,blue,stripe,"2,1","the object is in the top row, first column, and is a checkerboard pattern outlined in green.",,['square'],['stripe'],FALSE,FALSE,FALSE,"1, 2",,FALSE,flipped
