image_file,condition,occlusion,distractor,non_target,target_shape,target_color,target_texture,target_location,speaker_answer,speaker_thought
exp2_011.jpeg,cond4,present,present,2,square,black,"wavy, zigzag","1,3",Select the square tile with a thick black frame that contains repeating gray-and-white wavy zigzag lines (like horizontal squiggles).,"**Describing a target**

I need to describe a target: it’s a square with a dashed red box surrounding a grey wavy pattern, all framed by a black border. I’ll make sure to inform my partner about this. I want to avoid any spatial references and instead focus on the pattern and the frame. It’s about capturing the visual elements and emphasizing that distinct wavy pattern within the defined space. That should convey the idea clearly!"
exp2_012.jpeg,cond1,absent,absent,4,"triangle, triangular",black,"wavy, zigzag","2,3",Select the **black-outlined triangle** that’s filled with a **gray wavy/zigzag pattern** (not the star or the circles).,"I'm thinking about how to describe the target. It should be a triangle that has a wavy pattern inside, all outlined in black. I should make sure to clarify that it's definitely not a star. I'll focus on attributes like the triangle's shape and the interesting wavy design that gives it a unique flair. I want to get this right so that the user has a clear understanding of what I’m describing!"
exp2_013.jpeg,cond2,absent,present,2,square,red,dot,"3,2","Select the **square filled with evenly spaced gray polka dots**, framed by a **solid red border** (not the checkerboard patterns).","**Clarifying description**

I need to describe a target as a square featuring grey polka dots with a red border. It's important that I specify it's not a checkerboard pattern, as I want to ensure clarity. I’m thinking about how the colors will work together and how best to visualize it. I want the user to picture it accurately, so I’ll stick to the polka dots and red border without confusion."
exp2_014.jpeg,cond2,absent,present,4,star,red,checker,"3,2",Select the five-pointed star that has a thick red outline and a gray-and-white checkerboard pattern inside it.,"**Describing the star design**

I need to describe a target that features a red outlined star with a checkered fill. This star is a five-point star, and it has a distinct red border. The fill is styled with a gray checker pattern, which adds a nice contrast to the bright red outline. I want to make sure I capture these details clearly so the target design is well understood. It's important I've covered all aspects of the description!"
exp2_015.jpeg,cond4,present,present,2,"triangle, triangular",green,dot,"3,2",Select the upright triangle with a **green outline** and a **gray polka-dot (spotted) fill** (not the blue-outlined checkered triangle).,"**Describing design elements**

I need to clearly describe the target as a triangle featuring a green outline and gray polka dots. It's essential to specify that this triangle shouldn't be confused with any other triangle that has a blue checkered pattern. I’ll make sure to reference this distinction in my description so there's no mix-up. It’s all about being precise in what I'm pointing out! I want to ensure clarity in the visuals I’m discussing."
exp2_016.jpeg,cond1,absent,absent,2,square,green,dot,"2,3",Select the **square tile with a green border** that has a **white background covered in evenly spaced gray polka dots**.,"**Describing target object**

I need to provide a description of the target object, which is focused on a dashed red box around the bottom middle cell. It's essentially a square with a green border and grey polka dots set against a white background. The challenge here is to convey this information without relying on spatial terms, so I'll emphasize the colors and patterns instead. It's all about capturing the visual elements in an engaging way!"
exp2_017.jpeg,cond3,present,absent,4,star,green,stripe,"2,3",Select the **green five-point star outline** that has **gray vertical stripes inside** it.,"**Describing a star design**

I need to create a clear and concise description for a green outlined star that features gray vertical stripes inside. The challenge is to capture the essence of this design effectively. I'll focus on the color contrast between the vibrant green outline and the subtle gray stripes, ensuring that the description conveys both visual appeal and detail. It’s about expressing the design in a way that anyone can easily understand what it looks like."
exp2_018.jpeg,cond3,present,absent,3,star,blue,dot,"1,1",Select the image showing a five-pointed star with a thick blue outline and a light gray interior filled with dark gray polka dots.,"**Describing a star design**

I need to describe a star that has blue outlines and a gray polka-dotted interior. I'll focus on the colors and patterns rather than its spatial dimensions. So, the star should be vivid with the bright blue outline making it stand out, while the gray polka dots give it a fun, textured look. This combination creates a playful and eye-catching design, making it visually appealing without needing to place it in a specific context."
exp2_019.jpeg,cond4,present,present,3,"triangle, triangular",red,dot,"2,1",Select the triangle with a **red outline** and a **gray interior filled with evenly spaced polka dots**.,"I'm trying to figure out how to describe the target, which is a red-outlined triangle filled with gray polka dots. I want to make sure I do it effectively, but without using spatial terms. So, I need to focus on the colors and shapes involved. The red outline really stands out against the filled gray polka dots, and it creates an interesting visual contrast. I’ll craft a description that captures these elements in a clear and engaging way."
exp2_020.jpeg,cond4,present,present,3,"triangle, triangular",black,dot,"1,1",Select the **upright triangle with a thick black outline** that’s **filled with small gray polka dots**.,"I need to provide a clear referential description for the target, which is the top-left cell. It's illustrated as a triangle with a black outline, and it's filled with gray polka dots. However, I also want to make sure that this description is non-spatial, meaning I should focus on the attributes and appearance of the triangle itself, rather than its position on a grid. So, I'll concentrate on the triangle's shape, color, and filling while avoiding any spatial references."
exp2_021.jpeg,cond1,absent,absent,3,"triangle, triangular",red,stripe,"1,2",Select the **upright triangle** with a **thick red outline** and **vertical gray-and-white stripes** inside.,"**Describing an object**

Alright, I need to describe this target object, which is a red triangle with a bold outline. The inside of the triangle features vertical gray stripes that create a nice contrast. I have to focus on its appearance without considering its spatial characteristics, so I won't be talking about its position or shape in a three-dimensional context. It's more about how it looks and the colors involved! That seems pretty straightforward."
exp2_022.jpeg,cond1,absent,absent,4,square,black,stripe,"3,1","Select the **square-shaped object with a thick black outline** that’s filled with **vertical gray stripes** (no star shape, not a circle).","**Describing a visual target**

I need to describe a target, which is a square with thick black borders and vertical gray stripes. However, I can't give any spatial details about the top row. So, I’ll just focus on the essence: it's a thick black square frame surrounding vertical stripes. I'll make sure to be concise and clear in this description! Keeping it straightforward is key so the user can visualize it easily."
exp2_023.jpeg,cond2,absent,present,4,"circle, circular",green,dot,"3,2",Select the **circle with a thick green outline** and a **light gray interior filled with dark gray polka dots**.,"**Describing a visual element**

I'm working on a description of the target, which is a circle with a green outline and grey polka dots. I want to keep the description non-spatial, focusing on its characteristics. So, I’ll mention that it has a green border and a dotted fill in grey. I hope this clear and straightforward description captures what I'm aiming for! I need to make sure I convey it accurately."
exp2_024.jpeg,cond2,absent,present,2,"triangle, triangular",green,stripe,"1,2",Select the upright **triangle with a bright green outline** that’s filled with **vertical gray stripes** (like a barcode).,"**Describing a shape**

I'm focusing on describing a specific target: it's a green outlined triangle with vertical grey stripes. I want to make sure to highlight how this shape differs from others, like a circle with wavy lines or a triangle that's dotted black. It’s important to make my description clear and avoid any references to spatial placement, since I'm just describing the visual characteristics of these shapes. Let's keep it simple and direct!"
exp2_025.jpeg,cond3,present,absent,2,star,blue,dot,"1,3",Select the five-pointed star with a blue outline and light gray polka dots inside.,"**Describing the target object**

I need to focus on describing the target object rather than its location. It's a blue outlined star with grey polka dots, which is quite specific! It seems I should provide a clear and concise reference that captures this look. I want to ensure that my description is precise, so it paints a vivid picture of the star for whoever needs it."
exp2_026.jpeg,cond4,present,present,2,star,black,checker,"1,1",Select the five-point star with a thick black outline and a gray checkerboard (checkered) pattern filling the center.,"**Describing a star object**

I need to describe a target object, which is a star with a checkered pattern fill. I should avoid using spatial terms. Instead, I'll focus on how this star is distinctive compared to other stars, particularly a striped one. So, I’ll say it has a five-point outline in black, with a gray checkerboard interior. This clear description should help convey the unique appearance of the star."
exp2_027.jpeg,cond3,present,absent,2,star,blue,checker,"1,3",Select the **five-pointed star** with a **thick blue outline** and a **gray checkered (grid) pattern** inside.,"**Describing design elements**

I need to describe a blue outlined star that has a gray checker fill. It's important to focus on the non-spatial aspects, so I'll think about its colors, patterns, and overall style without emphasizing where it is located or its dimensions. The blue outline should be prominent, setting it apart, while the gray checker fill adds an interesting texture. This combination creates a visually appealing design that stands out. Let's make sure to communicate these elements effectively!"
exp2_028.jpeg,cond2,absent,present,3,"triangle, triangular",blue,dot,"1,1",Select the triangle with a thick **blue** outline and a light gray **polka-dot** fill.,"**Describing a shape**

I need to refer to a blue outlined triangle filled with gray dots. My task is to describe it without mentioning its position. So, I’m focusing on the colors and patterns rather than its location. I think the triangle's blue outline contrasts nicely with the gray dots, which might create an interesting visual effect. It's all about capturing that essence and making sure I convey what I see clearly!"
exp2_029.jpeg,cond1,absent,absent,4,"circle, circular",red,"wavy, zigzag","1,3",Select the **circle** with a **red outline** that’s filled with **gray-and-white wavy horizontal stripes** (a repeating wave pattern).,"**Describing a design target**

I need to describe a target that has a red outlined circle featuring a wavy pattern inside. It's important to focus on the unique features without mentioning spatial aspects. I want to convey the distinctiveness of the red outline and the wavy design, highlighting how it stands out. This could imply a sense of movement or flow within the circle. Let's make sure to capture those special qualities effectively in my description!"
exp2_030.jpeg,cond2,absent,present,3,"circle, circular",green,"wavy, zigzag","3,2",Select the **circle with a green outline** that has a **gray wavy (zigzag) pattern** inside.,"**Describing design elements**

I need to refer to a specific target: it's a circle that has a green outline and a wavy gray pattern. My goal here is to provide a description that captures these details without focusing on spatial orientation. I want to explain this in a straightforward way while ensuring that the visual elements are clear. The emphasis is on the colors and pattern, allowing the user to visualize it easily."
exp2_031.jpeg,cond3,present,absent,3,"circle, circular",green,checker,"2,1",Select the **green-outlined circle** that contains a **gray-and-white checkerboard pattern** inside.,"**Describing a target shape**

I need to refer to a specific target that’s a circle with a green outline. It has a gray checkerboard pattern inside. I want to provide a clear, non-spatial description that allows others to visualize it without relying on directions or placement. My focus is making sure the description is precise and understandable, so the user can identify it easily. Let’s ensure clarity in communication!"
exp2_032.jpeg,cond3,present,absent,4,"triangle, triangular",red,stripe,"3,3",Select the **upright triangle** with a **red outline** and **gray vertical stripes** inside it.,"**Describing a shape**

I'm needing to refer to a specific target: a red outlined triangle featuring vertical grey stripes. I should think about how to describe it in a unique way. Maybe I can focus on the contrast of the colors and the geometric simplicity. It stands out visually, particularly because the stripes add texture to the overall triangle shape. I'll aim to create a vivid description so that anyone can easily visualize it!"
exp2_033.jpeg,cond1,absent,absent,3,star,green,stripe,"3,3",Select the **five-pointed star** with a **bright green outline** and **gray vertical stripes** inside it.,"**Describing a star**

I need to describe a green outlined star that has vertical stripes inside. It's a five-point star with a green outline and gray/white vertical bars. I want to avoid using spatial terms, so I’ll focus on the visual aspects. I also have to make sure to distinguish it from others by emphasizing that it is just a star without additional distractions. This should help present a clear image of it to the user."
exp2_034.jpeg,cond4,present,present,4,square,red,dot,"1,3",Select the **square** filled with **gray polka dots** that has a **reddish/pink border** (not the similar dotted square with a black border).,"**Describing tile features**

I need to focus on the target tile: is it a square with a pink border, or is it actually red? It’s filled with gray polka dots on a white background and has a thick pinkish border. There’s also a similar tile with a black border in the top-left. I should ensure to describe the polka-dot square with its reddish border while avoiding spatial references. It's all about the border color and dot pattern!"
exp2_035.jpeg,cond4,present,present,3,star,black,dot,"3,2",Select the five-point star that has a **thick black outline** and a **white interior filled with gray polka dots** (not the similar star with a green outline).,"**Describing the star**

I need to describe a black outlined star that has grey polka dots. This star should be distinguished from another star that has a green outline, so I want to make sure the description is clear and focused. It's essential to convey the look without mentioning any spatial aspects, like size or position. I’ll keep the details straightforward and vivid, which will help anyone visualize the stars accurately!"
exp2_036.jpeg,cond2,absent,present,4,star,green,dot,"2,1",Select the five-pointed star with a bright green outline and a light gray interior filled with dark gray polka dots.,none
exp2_037.jpeg,cond3,present,absent,3,"triangle, triangular",black,"wavy, zigzag","1,1",Select the icon that’s a black-outlined triangle filled with gray wavy/zigzag lines (like a warning sign with waves inside).,"**Describing a triangle**

I need to focus on the target object, which is a triangle featuring wavy lines inside. I have to find a way to describe it without using spatial terms. It’s interesting to think about how I can convey its essence through its shape and texture. The wavy lines give it a dynamic feel, suggesting movement or fluidity, which contrasts with the triangle's rigid structure. Let's figure out a way to express this creatively!"
exp2_038.jpeg,cond3,present,absent,2,"circle, circular",red,stripe,"3,3","Select the image showing a large circle with a red outline, filled with vertical gray stripes (like a striped disk).","**Describing the icon**

I need to describe the target in detail: the bottom right cell features a circular icon with a red outline and gray vertical stripes. It’s important that I focus on this without using any spatial references. So, I'll refer to it simply as a circular icon surrounded by a red border, filled with gray stripes. This way, it clearly conveys its appearance without getting lost in the spatial layout."
exp2_039.jpeg,cond4,present,present,4,"triangle, triangular",blue,"wavy, zigzag","3,1",Select the **upright triangle with a thick blue outline** that’s filled with a **gray wavy (zigzag) pattern** inside.,"**Describing the target shape**

I need to focus on how to describe the target shape. It’s located in the top right cell and features a blue outline with a wavy gray fill. I should express this without referring to spatial details, just concentrating on the visual aspects of the triangle's colors and patterns. This will help ensure clarity in my description while sticking to the specified requirements."
exp2_040.jpeg,cond1,absent,absent,4,square,blue,stripe,"1,3",Select the **square** with a **thick blue border** and **gray vertical stripes** inside (the only striped square).,"**Describing target object**

I need to refer to a specific target, which is a blue-outlined square featuring vertical grey stripes. I should avoid any spatial descriptions, focusing instead on identifying other shapes like circles and triangles. It’s crucial that I emphasize what makes this square unique: the blue border paired with the vertical stripes. I want to ensure this description is clear and distinct, so I’ll provide all the relevant details!"
exp2_041.jpeg,cond4,present,present,2,"circle, circular",red,dot,"3,1",Select the circle filled with gray polka dots that has a **red outline** (not the similar dotted circle with a black outline).,"**Describing shapes**

I'm looking to create a descriptive reference for a polka dot circle with a red outline, without any spatial context. So, I should focus on the visual elements, like the vibrant dots on the circle and the bold red rim that defines its edges. Similarly, there's another circle with a black outline to consider, but for now, the main focus is on capturing the essence of the red-rimmed dotted circle. Let’s keep it clear and straightforward!"
exp2_042.jpeg,cond1,absent,absent,3,"circle, circular",red,"wavy, zigzag","3,3","Select the **round/circular badge with a red outline** that’s filled with a **gray-and-white wavy (zigzag) pattern**—it’s like the wavy square pattern, but in a **circle**.","**Describing target design**

I need to create a reference description for a target that features a circular red outline. Inside, there’s a wavy gray pattern. It’s important to specify that this design differs from options like the square wavy pattern or star shapes. I want to make sure my description clearly conveys these differences to help the user understand the visual aspects. Clarifying these points will be essential for accurately conveying what the target looks like!"
exp2_043.jpeg,cond2,absent,present,4,star,green,"wavy, zigzag","1,1",Select the **five-point star with a green outline** that has a **gray wavy (zigzag) pattern** inside (not the striped star).,"**Describing the top-left star**

I need to focus on the target, which is a top-left star featuring a green outline and a wavy pattern inside. It's essential that I describe this star uniquely to capture its characteristics, emphasizing that vibrant green outline and the intriguing wavy texture within. I want to ensure my description stands out and conveys exactly what makes this star special, so I'll think carefully about the specific words I choose. Let’s get creative!"
exp2_044.jpeg,cond3,present,absent,3,square,red,dot,"1,3","Select the **square tile with a white background covered in evenly spaced gray polka dots** (it’s a **square**, not the dotted circle).","**Describing visual elements**

I need to focus on the bottom-left square that has a grey polka dot pattern within a red border. I should mention that it's a square shape against a white background, emphasizing those grey dots. It's important I distinguish this square from the circle with dots, making it clear that I'm not talking about the circle. Oh, and there are curtains in the scene, but I won't go into detail about them for now."
exp2_045.jpeg,cond1,absent,absent,2,"triangle, triangular",black,stripe,"2,1",Select the **triangle** shape with a **thick black outline** and **vertical gray stripes** inside it.,"**Describing shape details**

I need to describe a striped triangle without focusing too much on its spatial attributes. Instead, I’ll emphasize its appearance by saying it's a triangle featuring vertical stripes. Keeping the description clear and straightforward will help convey the visual effectively. I think this approach balances clarity and artistic detail, making it easier for anyone to visualize the shape without overly complicating things. Let's hope this works well!"
exp2_046.jpeg,cond2,absent,present,4,star,red,"wavy, zigzag","2,1",Select the **five-point star with a red outline** and a **gray-and-white wavy (zigzag) fill**.,"**Clarifying visual description**

I need to provide a clear, referential description while avoiding any absolute positions. The main target is a red-outlined star that has a wavy gray and white pattern. There's also a black-outlined star with a wavy design located at the bottom right. So, I should focus on specifying the red border for clarity. I want to keep it minimal, but detailed enough for clear understanding. Let's make sure it’s effective!"
exp2_047.jpeg,cond4,present,present,3,square,green,stripe,"1,3",Select the square image with evenly spaced vertical gray-and-white stripes (looks like a barcode pattern) inside a green border.,"**Describing features**

I want to focus on the target, which is a square with vertical grey stripes and a green border. It’s important to provide a distinctive feature without mentioning anything spatially related. I should highlight the contrast between the grey stripes and the green border, as that could make it stand out. Describing its appearance in a clear and engaging way will help the user visualize it better!"
exp2_048.jpeg,cond2,absent,present,3,square,red,stripe,"3,3",Select the square tile filled with vertical gray stripes that has a **red border** (not the similar striped square with a blue border).,"**Describing the square**

I'm focusing on describing the target, which is a square in the bottom right. It has vertical gray stripes and a red border. There's also a similar square with a blue border that I need to mention, but I want to avoid using spatial language. So, I can just say it's a red-framed striped square. Keeping it simple will help make my description clear and effective without unnecessary details!"
exp2_049.jpeg,cond4,present,present,3,square,green,stripe,"1,1",Select the square showing vertical gray-and-white stripes **framed by a bright green border** (the other striped one has a black border).,"**Describing the target square**

I need to create a referential description. My focus is on the top-left square, which features vertical gray stripes and a green border. It's important to note that, unlike the other striped designs, this one has a black border. I want to craft my description carefully, avoiding any spatial references, so the user can easily understand the visual characteristics. This clarity is essential for effective communication!"
exp2_050.jpeg,cond3,present,absent,3,star,red,stripe,"2,3","Select the five-pointed star icon: it has a red outline, a grey vertically striped interior, and a solid grey vertical bar running through the center.","**Describing target features**

I need to refer to a specific target that has a distinct appearance: it's a star with a red outline and some grey stripes running through the center. I need to think about how to articulate that clearly. The color combination is important, and the details matter. I want to make sure that my description covers both the outline and the stripes effectively, so it paints a vivid picture for the user!"
exp2_051.jpeg,cond1,absent,absent,3,"triangle, triangular",black,"wavy, zigzag","2,3",Select the **triangle** with a **thick black outline** that’s filled with **gray wavy (zigzag) horizontal stripes**.,"**Describing target features**

I need to describe a target, which is a bottom middle cell with a black outline shaped like a triangle, featuring a grey wavy pattern inside. I should focus on the distinct features, like the clear black outline and the way the grey wavy pattern appears within it. I want to avoid any spatial references so that the description is straightforward and easy to understand. Let’s get that description right!"
exp2_052.jpeg,cond3,present,absent,3,"triangle, triangular",black,checker,"2,1",Select the **upright triangle** with a **thick black outline** and a **gray-and-white checkerboard pattern** inside.,"**Providing object description**

I need to refer to a target object, which is a triangle filled with a checkered pattern. My goal here is to focus on giving a clear description of the triangle rather than its location. This means I should emphasize details like the colors and overall appearance of the checkered fill, helping someone visualize it without needing to know where it is situated. Let's work on crafting that description!"
exp2_053.jpeg,cond1,absent,absent,3,"triangle, triangular",red,stripe,"1,1",Select the **upright triangle with a red outline** that’s filled with **vertical gray stripes** (striped warning-sign style triangle).,"I'm thinking about how to describe a red outlined triangle that has vertical gray stripes. I want to focus on the characteristics without mentioning any specific position or context. The red outline gives it a bold look, and the vertical gray stripes add a unique texture or pattern that contrasts with the outline. It creates an interesting visual dynamic! Now it’s about honing in on those features and presenting them clearly."
exp2_054.jpeg,cond2,absent,present,4,"triangle, triangular",green,checker,"2,1",Select the triangle with a bright green outline and a gray-and-white checkerboard (checkered) pattern inside.,"**Describing target shape**

I need to provide a detailed description for the target shape. It's a triangle outlined in green, situated in the top middle cell. The triangle has a checkerboard fill pattern, which adds visual complexity to it. I should make sure my description is clear and avoids any spatial references while expressing the essential characteristics and details. I'll ensure that it captures everything essential about the shape for the user."
exp2_055.jpeg,cond1,absent,absent,2,"triangle, triangular",blue,dot,"3,3",Select the **triangle** that has a **thick blue outline** and is filled with a **light gray polka-dot pattern**.,"**Describing shapes and patterns**

I need to describe a triangle that has a blue outline and is filled with gray polka dots. I want to ensure the description isn’t spatial, so I’ll focus on the colors and patterns instead. Besides the triangle, I should also mention other objects, like a checkerboard square and a polka dot circle. This will help convey a clear image of the visual theme I’m working with!"
exp2_056.jpeg,cond2,absent,present,3,"triangle, triangular",blue,"wavy, zigzag","3,2",Select the **triangle with a blue border** that’s filled with **gray wavy (zigzag) lines**.,"**Describing the target object**

I'm thinking about how to describe the target object, which is a blue outlined triangle featuring a wavy pattern. I want to focus on highlighting its unique characteristics rather than its spatial properties. It’s interesting to consider how the color and the shape might evoke different feelings or interpretations. I could explore the pattern's fluidity, maybe discussing how it creates a sense of motion or adds a playful element to the triangle."
exp2_057.jpeg,cond4,present,present,3,"triangle, triangular",blue,"wavy, zigzag","3,1",Select the blue-outlined triangle whose interior is filled with gray wavy/zigzag horizontal stripes (not the one with gray polka dots).,"**Describing a triangle**

I need to describe a target that’s a blue outlined triangle, filled with gray wavy lines. The wavy pattern is crucial here, so I’ll emphasize that. I’m looking to capture the essence of those lines, making sure to convey the movement and fluidity they represent. I should avoid mentioning the position of the triangle, focusing solely on its visual aspects. It'll be interesting to see how the wavy lines interact with the triangle's shape."
exp2_058.jpeg,cond3,present,absent,2,"circle, circular",green,dot,"3,3",Select the image that shows a **gray polka-dotted circle with a bright green outline** (a green ring around the dotted circle).,"**Describing the target shape**

I need to describe a green outlined circle that features gray polka dots. It's important to note that I want to provide a description without focusing on its spatial placement. I’ll emphasize the circle and its green rim while mentioning the gray polka dots distinctively. Capturing this visual accurately will help convey what I'm aiming for, ensuring clarity in my description without getting caught up in unnecessary details!"
exp2_059.jpeg,cond3,present,absent,3,star,black,"wavy, zigzag","2,1",Select the **five-pointed star** with a **thick black outline** and a **gray wavy pattern** filling the inside.,"**Describing a wavy star pattern**

I'm trying to describe a star that has a wavy pattern without using spatial references. This is a bit tricky because I want to communicate the uniqueness of this design effectively. I could focus on the characteristics of the waves, how they add a sense of movement or fluidity to the typical star shape. It might be helpful to evoke feelings or concepts that align with the wavy aspects instead of physical positions. I'll refine this concept further."
exp2_060.jpeg,cond1,absent,absent,2,"circle, circular",red,"wavy, zigzag","2,1",Select the **red-outlined circle** that’s filled with **gray wavy (zigzag) horizontal lines**.,"**Describing the target visually**

I'm looking to describe a target that’s a circle outlined in red and filled with wavy gray lines. I need to avoid any spatial references, which might make it tricky! So I'll focus on just the features: a simple circular shape with distinct characteristics. The red outline can be a strong visual anchor, while the wavy gray lines inside add an interesting texture. Let’s keep it concise and clear!"
exp2_061.jpeg,cond3,present,absent,2,star,green,stripe,"2,1",Select the five-pointed star with a bright green outline and gray vertical stripes inside it.,"**Describing an object clearly**

I need to refer to a green outlined star with gray stripes. It’s important that I provide a description that’s non-spatial, which means I won't focus on where it might be located. Instead, I’ll emphasize its distinctive features, like the vibrant green outline and the contrasting gray stripes that give it a unique look. Let's make sure the description is engaging and captures the essence of the star without being tied to a specific space."
exp2_062.jpeg,cond1,absent,absent,4,square,green,dot,"2,3",Select the **square with a bright green border** that’s filled with **evenly spaced gray polka dots**.,none
exp2_063.jpeg,cond2,absent,present,2,"triangle, triangular",red,stripe,"3,2",Select the **triangle** that has **vertical gray stripes inside** and a **red/pink outline** (striped warning-sign style triangle).,"**Describing the target shape**

I need to refer to a target that has a red outlined triangle with vertical stripes. I'm thinking about how to describe this in a way that captures its essence without getting too bogged down in spatial details. It feels like it's important to focus on the visual attributes, such as the colors and patterns defined by the stripes, while staying clear and concise in my language. Let’s make it straightforward!"
exp2_064.jpeg,cond1,absent,absent,3,star,red,dot,"1,2",Select the **five-pointed star** with a **red outline** and a **light gray fill covered in dark polka dots**.,"**Describing an image**

I need to create a clear description for the target image. The focus is on a red star that has five points and a gray polka dot interior. I can say it’s a “red five-pointed star with a dotted fill.” This description keeps things straightforward and helps visualize the exact characteristics of the target. I want to ensure clarity in my wording so that it accurately conveys what the image looks like!"
exp2_065.jpeg,cond3,present,absent,2,square,blue,checker,"3,2",Select the image that looks like a gray-and-white checkerboard (chessboard pattern) inside a thick blue square frame.,"**Describing a checkerboard square**

I need to describe a checkerboard square that has a blue border. I’ll focus on its appearance without getting too caught up in spatial references. The square should have alternating colors, creating that iconic checkerboard pattern. The blue border will emphasize its edges, giving it a distinct look. This description should highlight the visual elements, so I’ll make sure to paint a clear image, avoiding overly complicated language. Let's make it engaging!"
exp2_066.jpeg,cond2,absent,present,4,"circle, circular",black,dot,"1,1",Select the **circle with a thick black outline** that’s filled with **small gray polka dots** (no blue border).,"**Describing the target circle**

I need to describe the target as a circle that has a black outline and is filled with gray polka dots. It's important to clarify that I'm focusing purely on the appearance without mentioning its location. Just to be clear, there are no blue elements included in this description; it's solely about that black-outlined circle with those gray dots. I really want to make sure my description is accurate for whoever is reading it!"
