image_file,condition,occlusion,distractor,non_target,speaker_answer,feature,shape,color,texture,listener_question,listener_answer,listener_answer_correct,
exp2_021.jpeg,cond1,absent,absent,3,The red triangle with vertical stripes.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'The red triangle with vertical stripes.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['2\n3'],none,
exp2_022.jpeg,cond1,absent,absent,4,The square with vertical stripes.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The square with vertical stripes.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n1'],yes,
exp2_023.jpeg,cond2,absent,present,4,The green circle with gray dots.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'The green circle with gray dots.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n2'],yes,
exp2_024.jpeg,cond2,absent,present,2,The green triangle with vertical stripes.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'The green triangle with vertical stripes.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['2\n2'],none,
exp2_025.jpeg,cond3,present,absent,2,The star with a blue outline and gray dots inside.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'The star with a blue outline and gray dots inside.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n2'],none,
exp2_026.jpeg,cond4,present,present,2,The star with the checkerboard pattern.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The star with the checkerboard pattern.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['1\n1'],yes,
exp2_027.jpeg,cond3,present,absent,2,The star.,1,yes,no,no,Imagine someone is talking to you and tells you 'The star.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n3'],none,
exp2_028.jpeg,cond2,absent,present,3,The blue triangle with a dotted pattern.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'The blue triangle with a dotted pattern.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['1\n1'],yes,
exp2_029.jpeg,cond1,absent,absent,4,The circle with the wavy pattern.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The circle with the wavy pattern.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n1'],none,flipped?
exp2_030.jpeg,cond2,absent,present,3,The circle with the wavy pattern.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The circle with the wavy pattern.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n2'],yes,
exp2_031.jpeg,cond3,present,absent,3,The checkered circle.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The checkered circle.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['2\n1'],yes,
exp2_032.jpeg,cond3,present,absent,4,the triangle,1,yes,no,no,Imagine someone is talking to you and tells you 'the triangle' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n3'],yes,
exp2_033.jpeg,cond1,absent,absent,3,The star with stripes.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The star with stripes.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n3'],yes,
exp2_034.jpeg,cond4,present,present,4,The square with gray dots inside a red border.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'The square with gray dots inside a red border.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['1\n1'],no,unambiguous
exp2_035.jpeg,cond4,present,present,3,The star with the black outline.,2,yes,yes,no,Imagine someone is talking to you and tells you 'The star with the black outline.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n2'],yes,
exp2_036.jpeg,cond2,absent,present,4,The green star with a dot pattern.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'The green star with a dot pattern.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['2\n1'],yes,
exp2_037.jpeg,cond3,present,absent,3,The triangle with wavy lines.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The triangle with wavy lines.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['1\n1'],yes,
exp2_038.jpeg,cond3,present,absent,2,The striped circle.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The striped circle.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n3'],yes,
exp2_039.jpeg,cond4,present,present,4,The triangle with a blue border and a gray wavy pattern inside.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'The triangle with a blue border and a gray wavy pattern inside.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n1'],yes,
exp2_040.jpeg,cond1,absent,absent,4,The blue-bordered square with vertical stripes.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'The blue-bordered square with vertical stripes.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n1'],no,flipped? unambiguous
exp2_041.jpeg,cond4,present,present,2,The circle with a thin red border.,2,yes,yes,no,Imagine someone is talking to you and tells you 'The circle with a thin red border.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n1'],yes,
exp2_042.jpeg,cond1,absent,absent,3,The circle with the wavy pattern.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The circle with the wavy pattern.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n3'],yes,
exp2_043.jpeg,cond2,absent,present,4,The star with the wavy pattern.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The star with the wavy pattern.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['1\n1'],yes,
exp2_044.jpeg,cond3,present,absent,3,The target is the square with gray dots.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The target is the square with gray dots.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n1'],no,flipped? unambiguous
exp2_045.jpeg,cond1,absent,absent,2,The triangle.,1,yes,no,no,Imagine someone is talking to you and tells you 'The triangle.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"['2,1']",yes,
exp2_046.jpeg,cond2,absent,present,4,The star with a red border and wavy pattern.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'The star with a red border and wavy pattern.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['2\n1'],yes,
exp2_047.jpeg,cond4,present,present,3,The target is the striped pattern.,1,no,no,yes,Imagine someone is talking to you and tells you 'The target is the striped pattern.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n2'],none,
exp2_048.jpeg,cond2,absent,present,3,The striped square with the red border.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'The striped square with the red border.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n3'],yes,
exp2_049.jpeg,cond4,present,present,3,The striped rectangle with the green border.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'The striped rectangle with the green border.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['1\n1'],yes,
exp2_050.jpeg,cond3,present,absent,3,The star with stripes.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The star with stripes.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['5\n2'],none,
exp2_051.jpeg,cond1,absent,absent,3,The triangle with wavy gray and white stripes.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The triangle with wavy gray and white stripes.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n3'],yes,
exp2_052.jpeg,cond3,present,absent,3,The triangle with a checkerboard pattern.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The triangle with a checkerboard pattern.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['2\n1'],yes,
exp2_053.jpeg,cond1,absent,absent,3,The triangle with vertical stripes.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The triangle with vertical stripes.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['1\n1'],yes,
exp2_054.jpeg,cond2,absent,present,4,The triangle with the checkerboard pattern.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The triangle with the checkerboard pattern.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['2\n1'],yes,
exp2_055.jpeg,cond1,absent,absent,2,The triangle with a blue outline and gray dots inside.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'The triangle with a blue outline and gray dots inside.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n3'],yes,
exp2_056.jpeg,cond2,absent,present,3,The blue triangle with a wavy pattern.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'The blue triangle with a wavy pattern.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n2'],yes,
exp2_057.jpeg,cond4,present,present,3,The triangle with the wavy pattern.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The triangle with the wavy pattern.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n1'],yes,
exp2_058.jpeg,cond3,present,absent,2,The green circle with gray dots.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'The green circle with gray dots.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n3'],yes,
exp2_059.jpeg,cond3,present,absent,3,The star with a wavy pattern.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The star with a wavy pattern.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['2\n1'],yes,
exp2_060.jpeg,cond1,absent,absent,2,The circle with the wavy pattern.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The circle with the wavy pattern.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['2\n1'],yes,
exp2_061.jpeg,cond3,present,absent,2,The green star with vertical stripes.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'The green star with vertical stripes.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['1\n2'],none,flipped?
exp2_062.jpeg,cond1,absent,absent,4,The green square with a dotted pattern.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'The green square with a dotted pattern.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n2'],no,unambiguous
exp2_063.jpeg,cond2,absent,present,2,The triangle with vertical stripes.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The triangle with vertical stripes.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n2'],yes,
exp2_064.jpeg,cond1,absent,absent,3,"The star with a dotted pattern inside, outlined in red, and surrounded by a dashed red box.",3,yes,yes,yes,"Imagine someone is talking to you and tells you 'The star with a dotted pattern inside, outlined in red, and surrounded by a dashed red box.' Which object are they telling you about? Please refer to the object by the column number and the row number.",['2\n1'],none,flipped?
exp2_065.jpeg,cond3,present,absent,2,The checkered square.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The checkered square.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n2'],yes,
exp2_066.jpeg,cond2,absent,present,4,The black-bordered circle with a gray dot pattern.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'The black-bordered circle with a gray dot pattern.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['1\n1'],yes,
exp2_067.jpeg,cond4,present,present,3,The wavy pattern inside the blue border.,2,no,yes,yes,Imagine someone is talking to you and tells you 'The wavy pattern inside the blue border.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['2\n1'],yes,
exp2_068.jpeg,cond4,present,present,4,The star with horizontal stripes.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The star with horizontal stripes.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['2\n1'],yes,
exp2_069.jpeg,cond2,absent,present,2,The green-bordered square with gray dots.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'The green-bordered square with gray dots.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['1\n1'],yes,
exp2_070.jpeg,cond1,absent,absent,4,The square with a checkerboard pattern.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The square with a checkerboard pattern.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n1'],none,flipped?
exp2_071.jpeg,cond4,present,present,3,The checkered pattern in the dashed red box.,1,no,no,yes,Imagine someone is talking to you and tells you 'The checkered pattern in the dashed red box.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n2'],none,
exp2_072.jpeg,cond3,present,absent,2,The star.,1,yes,no,no,Imagine someone is talking to you and tells you 'The star.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n2'],yes,
exp2_073.jpeg,cond4,present,present,2,The green star with vertical stripes.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'The green star with vertical stripes.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n2'],yes,
exp2_074.jpeg,cond2,absent,present,3,The wavy patterned square.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The wavy patterned square.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n1'],none,flipped?
exp2_075.jpeg,cond1,absent,absent,2,The star with a wavy pattern inside.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The star with a wavy pattern inside.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n2'],yes,
exp2_076.jpeg,cond1,absent,absent,2,The triangle with vertical stripes.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The triangle with vertical stripes.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n1'],none,flipped?
exp2_077.jpeg,cond3,present,absent,3,The circle with vertical stripes.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The circle with vertical stripes.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n3'],no,unambiguous
exp2_078.jpeg,cond4,present,present,4,The target is the red triangle with vertical stripes.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'The target is the red triangle with vertical stripes.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['2\n1'],yes,
exp2_079.jpeg,cond2,absent,present,4,the green circle with gray dots,3,yes,yes,yes,Imagine someone is talking to you and tells you 'the green circle with gray dots' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n2'],yes,
exp2_080.jpeg,cond3,present,absent,3,the triangle,1,yes,no,no,Imagine someone is talking to you and tells you 'the triangle' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n3'],none,
exp2_081.jpeg,cond2,absent,present,4,The checkered triangle.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The checkered triangle.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"['2,1']",yes,
exp2_082.jpeg,cond3,present,absent,2,The green triangle with vertical stripes.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'The green triangle with vertical stripes.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['2\n1'],yes,
exp2_083.jpeg,cond1,absent,absent,3,The star with a dotted pattern.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The star with a dotted pattern.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n3'],yes,
exp2_084.jpeg,cond4,present,present,4,The circle with the black border.,2,yes,yes,no,Imagine someone is talking to you and tells you 'The circle with the black border.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['2\n1'],yes,
exp2_085.jpeg,cond3,present,absent,2,the green triangle with wavy pattern,3,yes,yes,yes,Imagine someone is talking to you and tells you 'the green triangle with wavy pattern' Which object are they telling you about? Please refer to the object by the column number and the row number.,['2\n2'],none,
exp2_086.jpeg,cond4,present,present,3,The black star with gray dots.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'The black star with gray dots.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['2\n3'],yes,
exp2_087.jpeg,cond2,absent,present,3,The star with a checkerboard pattern.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The star with a checkerboard pattern.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['2\n2'],none,
exp2_088.jpeg,cond1,absent,absent,4,the circle with a checkered pattern,2,yes,no,yes,Imagine someone is talking to you and tells you 'the circle with a checkered pattern' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n2'],yes,
exp2_089.jpeg,cond3,present,absent,4,The target is the black-bordered grid of gray dots.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'The target is the black-bordered grid of gray dots.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n3'],yes,
exp2_090.jpeg,cond3,present,absent,3,The green triangle with gray dots.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'The green triangle with gray dots.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n2'],yes,
exp2_091.jpeg,cond1,absent,absent,3,The square with the wavy pattern.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The square with the wavy pattern.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['2\n1'],yes,
exp2_092.jpeg,cond2,absent,present,3,The triangle with the dot pattern.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The triangle with the dot pattern.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n1'],no,flipped? unambiguous
exp2_093.jpeg,cond4,present,present,3,The wavy pattern.,1,no,no,yes,Imagine someone is talking to you and tells you 'The wavy pattern.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n2'],yes,
exp2_094.jpeg,cond2,absent,present,4,The green star with a dotted pattern.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'The green star with a dotted pattern.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n1'],no,unambiguous
exp2_095.jpeg,cond1,absent,absent,2,The circle with dots.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The circle with dots.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n3'],none,
exp2_096.jpeg,cond4,present,present,4,the green star,2,yes,yes,no,Imagine someone is talking to you and tells you 'the green star' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n1'],no,flipped? unambiguous
exp2_097.jpeg,cond3,present,absent,3,The striped rectangle.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The striped rectangle.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n2'],yes,
exp2_098.jpeg,cond1,absent,absent,2,The striped rectangle.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The striped rectangle.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['1\n2'],yes,
exp2_099.jpeg,cond2,absent,present,3,The circle with the wavy pattern.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The circle with the wavy pattern.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n2'],none,
exp2_100.jpeg,cond4,present,present,2,The target is the dot pattern.,1,no,no,yes,Imagine someone is talking to you and tells you 'The target is the dot pattern.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n2'],yes,
exp2_101.jpeg,cond4,present,present,2,bottom-right circle,1,yes,no,no,Imagine someone is talking to you and tells you 'bottom-right circle' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n2'],no,
exp2_102.jpeg,cond1,absent,absent,4,The square with a black border and checkerboard pattern.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'The square with a black border and checkerboard pattern.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n1'],yes,
exp2_103.jpeg,cond3,present,absent,2,The target is the square with a red border and gray dots.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'The target is the square with a red border and gray dots.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['2\n1'],yes,
exp2_104.jpeg,cond2,absent,present,2,The circle with vertical stripes.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The circle with vertical stripes.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['2\n3'],yes,
exp2_105.jpeg,cond4,present,present,3,The triangle with the dot pattern.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The triangle with the dot pattern.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['2\n1'],yes,
exp2_106.jpeg,cond4,present,present,4,The target is the green triangle with a checkerboard pattern.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'The target is the green triangle with a checkerboard pattern.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n1'],no,incorrect description
exp2_107.jpeg,cond1,absent,absent,4,"The triangle with wavy gray and white stripes, outlined in red, in the bottom-right corner.",3,yes,yes,yes,"Imagine someone is talking to you and tells you 'The triangle with wavy gray and white stripes, outlined in red, in the bottom-right corner.' Which object are they telling you about? Please refer to the object by the column number and the row number.",['3\n3'],yes,
exp2_108.jpeg,cond3,present,absent,4,the square with wavy lines,2,yes,no,yes,Imagine someone is talking to you and tells you 'the square with wavy lines' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n2'],no,unambiguous
exp2_109.jpeg,cond3,present,absent,2,The triangle.,1,yes,no,no,Imagine someone is talking to you and tells you 'The triangle.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n3'],yes,
exp2_110.jpeg,cond2,absent,present,2,The green triangle with a dotted pattern.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'The green triangle with a dotted pattern.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n2'],none,
exp2_111.jpeg,cond1,absent,absent,4,The green triangle with wavy gray interior.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'The green triangle with wavy gray interior.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n1'],yes,
exp2_112.jpeg,cond2,absent,present,4,The circle with wavy lines.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The circle with wavy lines.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n2'],yes,
exp2_113.jpeg,cond3,present,absent,2,The circle with wavy lines.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The circle with wavy lines.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n2'],yes,
exp2_114.jpeg,cond1,absent,absent,2,The wavy patterned square.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The wavy patterned square.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['2\n1'],none,flipped?
exp2_115.jpeg,cond2,absent,present,4,The green triangle with a polka dot pattern.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'The green triangle with a polka dot pattern.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n3'],yes,
exp2_116.jpeg,cond3,present,absent,2,The star.,1,yes,no,no,Imagine someone is talking to you and tells you 'The star.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['2\n2'],none,
exp2_117.jpeg,cond4,present,present,2,The star with the zigzag pattern.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The star with the zigzag pattern.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n2'],no,unambiguous
exp2_118.jpeg,cond2,absent,present,3,The star with a dotted pattern.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The star with a dotted pattern.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['3\n1'],yes,
exp2_119.jpeg,cond1,absent,absent,4,The triangle with a dotted pattern.,2,yes,no,yes,Imagine someone is talking to you and tells you 'The triangle with a dotted pattern.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['2\n2'],none,
exp2_120.jpeg,cond4,present,present,3,The striped pattern.,1,no,no,yes,Imagine someone is talking to you and tells you 'The striped pattern.' Which object are they telling you about? Please refer to the object by the column number and the row number.,['2\n1'],yes,
