image_file,condition,occlusion,distractor,non_target,speaker_answer,feature,shape,color,texture,listener_question,listener_answer,listener_answer_correct
exp2_023.jpeg,cond2,absent,present,4,Green-outlined circle with polka dots.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'Green-outlined circle with polka dots.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"Column 3, Row 2",yes
exp2_024.jpeg,cond2,absent,present,2,Green-outlined triangle with vertical stripes.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'Green-outlined triangle with vertical stripes.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"1, 2",yes
exp2_025.jpeg,cond3,present,absent,2,Pick the star with blue outline and gray dots.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'Pick the star with blue outline and gray dots.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"1, 3",yes
exp2_026.jpeg,cond4,present,present,2,Select the star with a checkered pattern.,2,yes,no,yes,Imagine someone is talking to you and tells you 'Select the star with a checkered pattern.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"Column 1, Row 1",yes
exp2_027.jpeg,cond3,present,absent,2,Select the blue star with a checkered pattern.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'Select the blue star with a checkered pattern.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"1, 3",yes
exp2_028.jpeg,cond2,absent,present,3,Blue triangle with dots.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'Blue triangle with dots.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"1, 1",yes
exp2_029.jpeg,cond1,absent,absent,4,Choose the wavy-patterned circle with a red outline.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'Choose the wavy-patterned circle with a red outline.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"1, 3",yes
exp2_030.jpeg,cond2,absent,present,3,Green-outlined circle with wavy lines.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'Green-outlined circle with wavy lines.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"4, 2",none
exp2_031.jpeg,cond3,present,absent,3,Select the circle with a checkerboard pattern and a green outline.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'Select the circle with a checkerboard pattern and a green outline.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"2, 1",yes
exp2_032.jpeg,cond3,present,absent,4,Striped triangle.,2,yes,no,yes,Imagine someone is talking to you and tells you 'Striped triangle.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 3",yes
exp2_033.jpeg,cond1,absent,absent,3,Select the green star with vertical stripes.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'Select the green star with vertical stripes.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 3",yes
exp2_034.jpeg,cond4,present,present,4,Select the square with gray dots.,2,yes,no,yes,Imagine someone is talking to you and tells you 'Select the square with gray dots.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"Column 1, Row 1",no
exp2_035.jpeg,cond4,present,present,3,Select the star with a black outline and gray dots.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'Select the star with a black outline and gray dots.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 2",yes
exp2_036.jpeg,cond2,absent,present,4,Green star with polka dots.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'Green star with polka dots.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"Column 2, Row 1",yes
exp2_037.jpeg,cond3,present,absent,3,Choose the wavy triangle.,2,yes,no,yes,Imagine someone is talking to you and tells you 'Choose the wavy triangle.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"Column 1, Row 1",yes
exp2_038.jpeg,cond3,present,absent,2,Pick the circle with vertical stripes.,2,yes,no,yes,Imagine someone is talking to you and tells you 'Pick the circle with vertical stripes.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 3",yes
exp2_039.jpeg,cond4,present,present,4,Select the triangle with a blue border and wavy lines inside.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'Select the triangle with a blue border and wavy lines inside.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 1",yes
exp2_040.jpeg,cond1,absent,absent,4,Blue-outlined square with vertical stripes.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'Blue-outlined square with vertical stripes.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"1, 3",yes
exp2_041.jpeg,cond4,present,present,2,Select the circle with a thin red outline and gray dots.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'Select the circle with a thin red outline and gray dots.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"Column 3, Row 1",yes
exp2_042.jpeg,cond1,absent,absent,3,Wavy pattern circle.,2,yes,no,yes,Imagine someone is talking to you and tells you 'Wavy pattern circle.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 3",yes
exp2_043.jpeg,cond2,absent,present,4,Green star with wavy lines inside.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'Green star with wavy lines inside.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"1, 1",yes
exp2_044.jpeg,cond3,present,absent,3,Polka dot pattern.,1,no,no,yes,Imagine someone is talking to you and tells you 'Polka dot pattern.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"2, 1",no
exp2_045.jpeg,cond1,absent,absent,2,Pick the striped triangle.,2,yes,no,yes,Imagine someone is talking to you and tells you 'Pick the striped triangle.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"2, 1",yes
exp2_046.jpeg,cond2,absent,present,4,Red star with wavy lines.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'Red star with wavy lines.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"2, 1",yes
exp2_047.jpeg,cond4,present,present,3,Pick the square with vertical stripes.,2,yes,no,yes,Imagine someone is talking to you and tells you 'Pick the square with vertical stripes.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"1, 3",yes
exp2_048.jpeg,cond2,absent,present,3,Select the gray striped square with a red border.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'Select the gray striped square with a red border.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 3",yes
exp2_049.jpeg,cond4,present,present,3,Select the striped square with a green border.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'Select the striped square with a green border.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"1, 1",yes
exp2_050.jpeg,cond3,present,absent,3,Striped star,2,yes,no,yes,Imagine someone is talking to you and tells you 'Striped star' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"2, 3",yes
exp2_051.jpeg,cond1,absent,absent,3,Choose the triangle with wavy stripes.,2,yes,no,yes,Imagine someone is talking to you and tells you 'Choose the triangle with wavy stripes.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"1, 3",no
exp2_052.jpeg,cond3,present,absent,3,Checkered triangle,2,yes,no,yes,Imagine someone is talking to you and tells you 'Checkered triangle' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"Column 2, Row 1",yes
exp2_053.jpeg,cond1,absent,absent,3,Striped triangle,2,yes,no,yes,Imagine someone is talking to you and tells you 'Striped triangle' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"Column 1, Row 1",yes
exp2_054.jpeg,cond2,absent,present,4,Checkered triangle.,2,yes,no,yes,Imagine someone is talking to you and tells you 'Checkered triangle.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"2, 1",yes
exp2_055.jpeg,cond1,absent,absent,2,Select the gray triangle with dots and a blue border.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'Select the gray triangle with dots and a blue border.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 3",yes
exp2_056.jpeg,cond2,absent,present,3,Blue triangle with wavy lines.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'Blue triangle with wavy lines.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 2",yes
exp2_057.jpeg,cond4,present,present,3,Select the triangle with wavy lines.,2,yes,no,yes,Imagine someone is talking to you and tells you 'Select the triangle with wavy lines.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 1",yes
exp2_058.jpeg,cond3,present,absent,2,Choose the gray polka-dotted circle with a green outline.,3,yes,yes,yes,Imagine someone is talking to you and tells you 'Choose the gray polka-dotted circle with a green outline.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"3, 3",yes
exp2_059.jpeg,cond3,present,absent,3,Select the star with wavy lines.,2,yes,no,yes,Imagine someone is talking to you and tells you 'Select the star with wavy lines.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"2, 1",yes
exp2_060.jpeg,cond1,absent,absent,2,Choose the wavy circle.,2,yes,no,yes,Imagine someone is talking to you and tells you 'Choose the wavy circle.' Which object are they telling you about? Please use refer to the object by the column number and the row number.,"2, 1",yes
