image_file,condition,occlusion,distractor,non_target,target_shape,target_color,target_texture,target_location,speaker_answer,speaker_thought
exp2_011.jpeg,cond4,present,present,2,square,black,"wavy, zigzag","1,3",Select the square tile that has a thick dark (black) frame and is filled with repeating horizontal wavy “sine-wave” stripes in light and dark gray.,"**Describing target object**

I need to come up with a referential description so that others can select the target object easily. I notice a grid with various items: a red curtain at the top left, some blank spaces, gray vertical stripes within a green border on the middle right, and another red curtain at the bottom right. The target object is in the bottom left square with a wavy gray and white pattern inside a black frame. I'll emphasize that it's a ""tile with alternating light and dark gray wavy horizontal stripes."""
exp2_012.jpeg,cond1,absent,absent,4,"triangle, triangular",black,"wavy, zigzag","2,3",Select the **upright black-outlined triangle** that’s filled with a **gray wavy (zigzag) pattern**.,"**Describing the target object**

I need to describe the target object without using spatial references. It's located in the bottom middle of a 3x3 grid. The target is a black triangle filled with gray wavy lines. There's also a star with a wavy pattern in the bottom right. I should mention the triangle's shape and outline clearly to help distinguish it from the star. Lastly, I need to provide clear instructions to select the triangle."
exp2_013.jpeg,cond2,absent,present,2,square,red,dot,"3,2","Select the **square tile filled with evenly spaced gray polka dots**, on a light background, with a **thin red border** (not either of the checkerboard patterns).","**Describing target objects**

I need to describe the target object so that others can identify it. I'm looking at a dashed red outline around the middle-right object, which is a square with a light gray background and dark gray polka dots inside the red border. I want to avoid using absolute positions and instead focus on unique features. There are also checkerboards with a circular checker in a red outline and a square checker in a black outline, but the target is only the polka dot square."
exp2_014.jpeg,cond2,absent,present,4,star,red,checker,"3,2",Select the **five-point star** that has a **red outline** and a **gray-and-white checkerboard pattern inside**.,"**Describing the target object**

I need to describe a target object, specifically a star that's outlined in red and has a checkerboard pattern inside. It’s a five-point star with a bold red border and a grey checker fill, but I want to avoid any mention of its location. So it’s all about focusing on the appearance and design details without getting into where it might be found. Let's keep it clear and concise!"
exp2_015.jpeg,cond4,present,present,2,"triangle, triangular",green,dot,"3,2",Select the upright triangle with a **bright green outline** and a **white interior filled with small gray polka dots** (not the blue-outlined checkered triangle).,"**Describing target object**

I need to provide a clear description of the target object while avoiding spatial terms like ""top-right."" There are two triangles: one with a green border and polka dots, and another with a blue border and a checkered pattern. The target is a dashed red box around the green bordered triangle, which has a gray dot fill. I should instruct my partner to select the upward triangle with the green frame and white interior marked by gray circular dots."
exp2_016.jpeg,cond1,absent,absent,2,square,green,dot,"2,3",Select the **square** (not a circle) that has a **green border** and is filled with **gray polka dots**.,"**Describing the target object**

I need to describe the target object without referencing its spatial relationships. It’s a square shape with a green border and filled with gray dots on a white background. There are also other objects present: circles with wavy patterns and a blue border, as well as another circle that has a dotted red border. Overall, my focus is on providing a clear and specific description of this dotted square with a green outline."
exp2_017.jpeg,cond3,present,absent,4,star,green,stripe,"2,3",Select the **green five-point star outline** that has **gray vertical stripes inside** it.,"**Describing the star design**

I need to provide a referential description of a green outlined star. It has a striped interior with gray vertical stripes. I'll focus on the star itself, mentioning the green outline and the striped detail without referring to its spatial location. Keeping it concise is important here to ensure clarity. So, I won’t add any unnecessary words. This gives a clear visual reference without any positional context."
exp2_018.jpeg,cond3,present,absent,3,star,blue,dot,"1,1",Select the white five-pointed star with a thick blue outline and a gray polka-dot pattern filling the inside.,"**Describing the star icon**

I need to provide a unique description for a star icon. It’s a five-pointed star with a striking blue outline and a playful gray polka dot fill against a clean white background. I’m avoiding using any spatial terms or mentioning a curtain, as instructed. I want to make sure the description captures the essence of the icon, focusing on its colors and shape without confusion. Let’s make it clear and vivid!"
exp2_019.jpeg,cond4,present,present,3,"triangle, triangular",red,dot,"2,1",Select the triangle with a **red outline** and a **gray polka-dot (spotted) fill** inside (not the blue-outlined triangle with wavy lines).,"**Describing target signs**

I need to describe a specific triangle sign that has a red border with gray polka dots inside it. It should be positioned at the top middle to avoid spatial confusion. I want to emphasize its distinctive features: a red-outlined triangle filled with polka dots. There’s also another triangle with a blue border and a wavy pattern, but I’ll focus on the red-outlined triangle with polka dots for clarity."
exp2_020.jpeg,cond4,present,present,3,"triangle, triangular",black,dot,"1,1",Select the **upright triangle with a thick black outline that’s filled with small gray polka dots** (dotted triangle pattern).,"**Describing the target visually**

I need to give a clear description of the target within the red dashed box. It’s a triangle outlined in black, filled with gray polka dots against a white background. The triangle stands upright. I should make sure to keep the instructions concise and focused, without any spatial references. This way, anyone can understand what I’m describing without needing to see it. Let’s ensure it’s straightforward!"
exp2_021.jpeg,cond1,absent,absent,3,"triangle, triangular",red,stripe,"1,2","Select the **triangle** with a **red outline** and **vertical gray/white stripes** inside (the only striped **triangle**, not a star).","**Describing objects clearly**

I need a clear expression to identify the highlighted target, which is a triangle with a red outline and vertical grey stripes inside. There are other shapes around, like a blue checkered circle and a green star with dots, plus a red star with stripes. I want to avoid using absolute positioning. So, my description will be: “select the triangle with a red outline and vertical gray stripes,” ensuring not to confuse it with any stars."
exp2_022.jpeg,cond1,absent,absent,4,square,black,stripe,"3,1",Select the **square** with a **thick black outline** and **vertical gray stripes** inside.,"**Describing shapes without spatial terms**

I need to provide a description without using spatial terms. The target shape is a square featuring vertical gray stripes and a thick black outline. There are other shapes as well, like a star with a red outline and checkered fill, a circle that has a black outline with stripes, and another circle with a red outline. I’ll focus on describing the unique aspect of the striped square with a black border."
exp2_023.jpeg,cond2,absent,present,4,"circle, circular",green,dot,"3,2",Select the **circle with a thick green outline** that’s filled with **gray polka dots** (not the blue-outlined checkered circle).,"**Defining circle descriptions**

I need to create referential descriptions for two circles without mentioning location. The target is a green outlined circle filled with polka dots. The other circle is a blue outlined circle with a checkered fill. It's important to clearly specify the green outline and the dotted interior. I'll aim for a concise but clear description that highlights these key attributes to avoid any confusion. Let's get this right!"
exp2_024.jpeg,cond2,absent,present,2,"triangle, triangular",green,stripe,"1,2",Select the **upright triangle with a bright green outline** that has **vertical gray stripes** inside it.,"**Describing target object**

I need to describe the target object clearly without using spatial references like ""top-left."" The target is a triangle that has a green outline and vertical grey stripes inside. It's important to specify that it's bright green, and it's pointing upward. There are other objects to consider, like a green circle with a wavy pattern and a black triangle with polka dots, but my main focus is this triangle with the specified features."
exp2_025.jpeg,cond3,present,absent,2,star,blue,dot,"1,3",Select the **five-pointed star** icon: it has a **thick blue outline** and the inside is **white with small gray polka dots**.,"**Describing the target object**

I'm focusing on how to describe the target object! I need to be clear about its features without mentioning location specifics like ""bottom left."" I should say it’s a five-point star with a blue outline and gray polka dots filling the inside. I want to keep the description concise and focused on its visual characteristics without needing any spatial references. That should convey the idea accurately!"
exp2_026.jpeg,cond4,present,present,2,star,black,checker,"1,1",Select the five-pointed star with a gray-and-white checkerboard (checkered) pattern inside—NOT the star filled with vertical stripes.,"**Describing the target object**

I need to focus on the target object, which is a five-pointed star with a gray-and-white checkerboard pattern. I’ll exclude mention of the other striped star since that's not relevant here. The outline is black, but I want to make sure to avoid any spatial references or comparisons to the other star. So, I'll just phrase it clearly as “the five-pointed star with a gray-and-white checkerboard pattern inside.”"
exp2_027.jpeg,cond3,present,absent,2,star,blue,checker,"1,3",Select the **five-pointed star** with a **blue outline** and a **gray-and-white checkerboard pattern** inside it.,"**Describing the target object**

I need to describe the target object in a way that others can easily identify it. The grid shows empty white cells along with some icons, and the target is a blue five-point star with a gray checkered interior located in the bottom left cell within a dashed red box. However, I can’t use spatial terms like ""bottom left."" I also notice visible objects like a red curtain with a question mark in the middle-left cell, another curtain in the bottom-right cell, and a triangle sign in the middle-right cell. So, my goal is to instruct the selection of the blue star with the checkered interior."
exp2_028.jpeg,cond2,absent,present,3,"triangle, triangular",blue,dot,"1,1",Select the **triangle** that has a **thick blue outline** and is filled with **gray polka dots**.,"**Describing shapes clearly**

I need to create a description without using spatial terms. I have a blue-outlined triangle filled with grey polka dots, a black square with a dotted pattern, a green triangle, and a black star. My focus should be on describing the triangle first, emphasizing the blue border and the dotted fill. It’s crucial that I mention the outline color while avoiding any reference to their location or arrangement with respect to each other."
exp2_029.jpeg,cond1,absent,absent,4,"circle, circular",red,"wavy, zigzag","1,3",Select the **circle** with a **red outline** and a **gray-and-white wavy (zigzag) pattern** filling the inside.,"**Describing the target object**

I need to describe a specific target object: it's a circle with a red outline and a wavy gray and white fill. In the context of a grid, there are also other objects nearby, which are stars and triangles. To keep it clear, I want to avoid mentioning the spatial arrangement. I should focus on its unique features: round shape, red border, and the wavy pattern inside. I'll give concise instructions about this."
exp2_030.jpeg,cond2,absent,present,3,"circle, circular",green,"wavy, zigzag","3,2",Select the **circle with a bright green outline** that’s filled with **gray wavy (zigzag) stripes** (not the blue-outlined checkerboard circle).,"**Describing target shape**

I need to reference the target in the dashed box, which is in the top right cell of a 3x3 grid. The target is actually the middle right cell. So, it's a green outlined circle with a gray wavy pattern. I should avoid being too spatial in my description. I want to mention how this shape distinguishes itself from the other circle, which has a blue border with a checkerboard pattern. I also need to include triangles in the description."
exp2_031.jpeg,cond3,present,absent,3,"circle, circular",green,checker,"2,1",Select the **green-outlined circle** that contains a **gray-and-white checkerboard (checkered) pattern** inside.,"**Finding a referring expression**

I need a clear expression to describe the top middle cell. I shouldn't refer to its position using ""top,"" but I can describe it as the ""green-outlined circle with a grey-and-white checkerboard pattern."" This wording should help convey the visual without reliance on spatial terms. It’s all about being precise and clear in my description. Let's make sure it's descriptive enough for easy understanding!"
exp2_032.jpeg,cond3,present,absent,4,"triangle, triangular",red,stripe,"3,3",Select the **red-outlined triangle** whose interior is filled with **vertical gray stripes** (not a circle or star).,"**Describing target image**

I need to focus on the target image inside the dashed red box, specifically the bottom right cell. It's showing a red-outlined triangle filled with vertical gray stripes. I want to avoid any spatial references but make it clear that the triangle has a red border and its interior is filled with those vertical stripes. It could be compared to other shapes like the striped circle with a green border or the star. I'll summarize this for the listener!"
exp2_033.jpeg,cond1,absent,absent,3,star,green,stripe,"3,3","Select the **five-pointed star** with a **bright green outline**, whose interior has **vertical gray-and-white stripes** (a striped star).","**Crafting a description**

I'm focusing on creating a referential description for a green star. It should have a five-point design with a green outline. The interior will feature vertical gray stripes, and there's potentially a white element in the center. I want to avoid using any spatial terms to keep it straightforward. Let’s make sure everything is clear and visually descriptive without being complicated! I'm excited to put this together."
exp2_034.jpeg,cond4,present,present,4,square,red,dot,"1,3",Choose the **square tile filled with gray polka dots that has a red outline/border** (not the similar dotted square with a black border).,"**Describing target objects**

I need to describe a target object in a grid, which is highlighted in the bottom left. It's in a dashed red box and has a square shape with polka dots and a thin red border. In the top row, there’s a square with gray polka dots and a black border alongside a circle with the same polka dot fill. I need to focus on unique attributes, comparing it to a similar top-left square with a black border. I'll select the square with polka dots and a red border."
exp2_035.jpeg,cond4,present,present,3,star,black,dot,"3,2",Select the five-point star with a **thick black outline** and a **white interior covered in small gray polka dots** (not the similar one with a green outline).,"**Describing the star**

I'm focusing on describing a specific star: it's a five-point star with a black outline and a gray polka dot fill. It's positioned in the middle right of the scene. I'm trying to avoid spatial descriptions but can refer to the relation with a green star that also has gray dots. I need to clarify the differences, so I can clearly say ""the star with a black outline"" compared to the ""green outline"" star."
exp2_036.jpeg,cond2,absent,present,4,star,green,dot,"2,1",Select the five-point star with a bright green outline and a white interior filled with small gray polka dots.,"**Describing the star**

I'm focusing on a five-point star that has a green border and is filled with light gray polka dots. To avoid confusion, I need to make sure it's clear that this star has a white interior, distinguishing it from a blue star that's patterned with stripes. I want to reiterate that the position is top middle, but I need to keep the description from relying too much on absolute placement."
exp2_037.jpeg,cond3,present,absent,3,"triangle, triangular",black,"wavy, zigzag","1,1","Select the image that shows a white triangle with a thick black outline, filled with gray wavy (zigzag-like) horizontal stripes.","**Describing a target object**

I need to reference a game where I describe a target object without using spatial terms. The target has a distinctive look: its outline is a triangle in black, filled with gray wavy horizontal lines against a white background. My instruction will be to choose the triangle that features those wavy stripes. I should avoid mentioning its location and clarify that it’s a geometric shape, not resembling a checkerboard or a curtain."
exp2_038.jpeg,cond3,present,absent,2,"circle, circular",red,stripe,"3,3","Select the image that shows a large circle with a red outline, filled with vertical gray-and-white stripes (like a striped disk).","**Describing target objects**

I need a description for the target: it's a circular sign with a red rim and vertical gray stripes inside. I want to avoid using spatial references, so I’ll focus purely on its appearance. I'll also mention other nearby objects, like a checkerboard square and two curtains, though I'm not sure what they are. Keeping to features is key here to make the description accurate and clear without getting too complicated."
exp2_039.jpeg,cond4,present,present,4,"triangle, triangular",blue,"wavy, zigzag","3,1","Select the **triangle with a thick blue outline** whose interior has **gray wavy (zigzag) stripes**, not the triangle filled with dots.","**Describing the triangle**

I need to describe the target object without using any spatial terms. It’s a blue-outlined triangle filled with a gray wavy pattern. There are also other shapes around, like a blue triangle with dots, a circle with waves, and a square with dots. So, I'll describe it simply as a triangle that features a blue border and a wavy interior pattern, ensuring that I don't mention any dots to keep it unique."
exp2_040.jpeg,cond1,absent,absent,4,square,blue,stripe,"1,3",Select the **blue-outlined square** whose interior is filled with **vertical gray stripes** (a striped square frame).,"**Describing Unique Features**

I need to describe a specific target clearly. The bottom-left cell has a square blue border with vertical grey stripes filling it. It's important to note that it's the only square featuring blue outline stripes. I want to make sure my instructions are clear and don’t rely on spatial references, but still convey the distinctiveness of this cell effectively. It's all about getting those details right!"
exp2_041.jpeg,cond4,present,present,2,"circle, circular",red,dot,"3,1","Select the polka‑dotted circle that has a **red/pink outline** (grey dots inside on a white background), not the similar dotted circle with a black outline.","**Describing the target object**

I need to provide a clear description of the target object, which is highlighted in a dashed red box. It appears to reside in the top-right cell and shows a circle with a pink/red outline and grey polka dots on a white background. It's important to note that this circle has a red outline, unlike the black outlined circle located in the bottom-right. So, I’ll advise selecting the dotted circle with the red border, while mentioning the white background and grey dots. I'll keep it concise!"
exp2_042.jpeg,cond1,absent,absent,3,"circle, circular",red,"wavy, zigzag","3,3",Select the **red-outlined circle/oval** that’s filled with a **gray-and-white wavy (zigzag/wave) pattern**—it looks like the **round version of the wavy-pattern square**.,"**Describing visual attributes**

I need to create a description that focuses on the attributes of a target without mentioning its position. It’s a 3x3 grid that's mostly empty, with objects like a star outlined in red with vertical stripes, and another star outlined in black with gray dots. The target is a circle outlined in red, featuring gray wavy stripes similar to the wavy-patterned square. I want to make sure it's presented as a circular version of the square. Let’s work on concise instructions!"
exp2_043.jpeg,cond2,absent,present,4,star,green,"wavy, zigzag","1,1",Select the **five-pointed star with a bright green outline** whose inside is filled with **gray wavy/zigzag horizontal waves** (not the one with straight vertical stripes).,"**Describing a target object**

I need to create a clear description for selecting my target object. It's the top-left star with a green outline and a unique wavy grey and white pattern. The other star has a green outline too, but with vertical stripes. I want to avoid any spatial references and focus on what makes the first star unique, mentioning it’s a five-pointed star with a green border and wavy horizontal zigzag waves in its interior."
exp2_044.jpeg,cond3,present,absent,3,square,red,dot,"1,3",Select the **square** filled with **small gray polka dots** (white background) that has a **thin red border** around it.,none
exp2_045.jpeg,cond1,absent,absent,2,"triangle, triangular",black,stripe,"2,1",Select the upright **triangle** with a **thick black outline** and **vertical gray stripes** inside.,"**Describing target object**

I'm focusing on how to describe the target object in the image, which is centered in a 3x3 grid. The top middle shape is a triangle with vertical stripes, and I want to ensure I avoid any vague spatial terms. I'll phrase it as an ""upright triangle with vertical gray stripes and a thick black outline."" This will clearly identify the target while maintaining clarity. Let's put this description together!"
exp2_046.jpeg,cond2,absent,present,4,star,red,"wavy, zigzag","2,1","Select the **five-point star with a red outline**, filled with **gray-and-white wavy stripes** (not the black-outlined star).","**Describing the target object**

I need to refer to the target object, which is a top middle cell featuring a five-point star. It has a red outline and is filled with a wavy gray and white pattern. I’ll also need to mention other shapes like a green triangle with wavy lines, a red triangle with dots, a black square with wavy lines, and a black star with wavy patterns to help distinguish between them."
exp2_047.jpeg,cond4,present,present,3,square,green,stripe,"1,3",Select the square tile with evenly spaced vertical gray-and-white stripes (it also has a green border).,"**Generating referring expressions**

I need to create a way to refer to a target object. There’s a dashed red box highlighting the leftmost bottom row of an image that features vertical gray stripes. I’ve got a top center circle that’s checkered, a mid-left square with a dotted design and green border, plus a bottom row square with vertical stripes also framed in green. I should provide instructions like, “select the square filled with vertical stripes (gray and white) framed in green.”"
exp2_048.jpeg,cond2,absent,present,3,square,red,stripe,"3,3",Select the square that has **vertical gray stripes** inside and a **red outer frame** (not the similar striped square with a blue frame).,"**Describing target object**

I need to create a clear description of the target object. The bottom-right cell is a square with a red border and vertical gray stripes inside. There's also a similar square in the bottom-left with a blue border. I must avoid using spatial locations while highlighting the differences between the red and blue borders. The instruction should be: “Select the square with vertical stripes and a red border.” This keeps things clear while being instructive!"
exp2_049.jpeg,cond4,present,present,3,square,green,stripe,"1,1",Select the square image filled with vertical gray stripes that has a **bright green border** (not the similar striped square with a black border).,"**Describing the target object**

I need to describe a target object that has a dashed red box around the top-left cell. It contains a square with vertical grey stripes and a green border. There’s another similar square with a black border nearby. I'll refer to the first square as the ""green-framed vertical grey stripes square"" to keep it clear. I'll avoid mentioning its specific location in my description. Let's ensure it's precise and easy to understand!"
exp2_050.jpeg,cond3,present,absent,3,star,red,stripe,"2,3",Select the **five-point star** icon: a **red-outlined star** with **gray vertical stripes inside** (including a thicker gray stripe down the center).,"**Describing a target object**

I need to describe the target object. It looks like a bottom middle cell with a star outline in red featuring gray stripes. There’s also a vertical gray stripe right in the center. So I’ll mention that it has a 5-point star outline in red, and its interior is striped in gray, with a dividing vertical bar. This is a way to convey the design without spatial references!"
exp2_051.jpeg,cond1,absent,absent,3,"triangle, triangular",black,"wavy, zigzag","2,3","Select the **upright triangle** with a **thick black outline**, filled with **gray-and-white wavy (zigzag) horizontal stripes**.","**Describing a specific target**

I need to reference an instruction for a target description. It involves a triangle shape that has a black outline and a wavy gray and white pattern inside. I should avoid using terms like ""bottom middle"" since that refers to spatial locations. Instead, I’ll focus on giving a unique, clear description: it’s a triangle with a black border, filled with wavy horizontal gray stripes. This should be helpful for the listener!"
exp2_052.jpeg,cond3,present,absent,3,"triangle, triangular",black,checker,"2,1","Select the **upright triangle** with a **thick black outline**, filled with a **gray-and-white checkerboard pattern**.","**Describing target object**

I need to describe the target object that's in the dashed red box. It's positioned in the top-middle cell and is a triangular shape with a black outline. The fill is a gray and white checkerboard pattern. I shouldn't use spatial terms, so I'll say it's ""the triangular shape filled with a checkerboard pattern"" rather than comparing it to circles or squares. Additionally, I'll mention the thick black border and checkered interior when I provide this description."
exp2_053.jpeg,cond1,absent,absent,3,"triangle, triangular",red,stripe,"1,1",Select the **upright triangle** with a **red outline** and **vertical gray stripes** inside.,"**Describing a target object**

I need to create a description for a specific target object. It’s a triangle with a red outline and vertical gray stripes inside. I can’t rely on spatial location for identification but should focus on its features: the triangle shape, red border, and the interior stripes. There are other shapes, like a dotted square and a striped square that also have blue borders, but the unique element here is the triangle with a red border."
exp2_054.jpeg,cond2,absent,present,4,"triangle, triangular",green,checker,"2,1",Select the **triangle with a bright green outline** that’s filled with a **gray-and-white checkerboard (checkered) pattern**.,"**Clarifying target description**

I need to provide a detailed description of a specific target. The target is a green-outlined triangle with a checkerboard interior located in the top row's middle. The background is checkered gray and white with a green border. Other shapes include a green square with vertical stripes, a black triangle with vertical stripes, a black star with vertical stripes, and a black square with polka dots. The important details to highlight are that the target is solely the triangle with a green border and a checkered pattern."
exp2_055.jpeg,cond1,absent,absent,2,"triangle, triangular",blue,dot,"3,3",Select the **triangle** with a **thick blue outline** and a **light gray polka-dot filled interior**.,"**Describing shapes clearly**

I need to focus on the target object: a triangle with a blue outline filled with gray dots. I can't get too spatial here, so I won't use terms like ""bottom right."" I'll also mention the other objects: a checkered square and a dotted circle. I should aim to describe the blue-outlined triangle and its dotted interior in a concise way. Let's craft a clear and effective description!"
exp2_056.jpeg,cond2,absent,present,3,"triangle, triangular",blue,"wavy, zigzag","3,2",Select the **triangle with a blue outline** that has **gray wavy (zigzag) stripes** inside.,"**Describing a visual object**

I need to refer to a target that is a dashed box containing a blue triangle with a wavy pattern inside. I should focus on describing its shape, border, color, and pattern without considering its spatial arrangement. There's also a unique combination of shapes around it, such as a red triangle with dots, a green circle with dots, and a red circle with waves. So, I'll go with the combination of triangle, blue border, and wavy pattern in my description."
exp2_057.jpeg,cond4,present,present,3,"triangle, triangular",blue,"wavy, zigzag","3,1","Select the **blue-outlined triangle** whose interior is filled with **gray/white wavy (rippling) horizontal stripes**, not the one with polka dots.",none
exp2_058.jpeg,cond3,present,absent,2,"circle, circular",green,dot,"3,3",Select the **white circle filled with gray polka dots and outlined by a bright green ring**.,"**Describing target object**

I need to create a clear description of the target object, which is a green outlined circle featuring grey polka dots. It's important to focus on its unique features while avoiding spatial descriptions. I also need to include mention of other objects, like a star with wavy lines and two curtains adorned with question marks, along with some empty grid cells. My goal is to succinctly describe the ""white circle with gray dots and bright green border."""
exp2_059.jpeg,cond3,present,absent,3,star,black,"wavy, zigzag","2,1",Select the five-pointed **star** with a thick black outline and a **gray wavy pattern** filling the inside.,"**Describing a target object**

I’m thinking about how to describe the target object in a game where absolute spatial locations won’t work due to differing layouts. So, I need to focus on detailing what the target is instead. In the image, there's a 3x3 grid with visible objects. The target, which is highlighted in dashed red, is a five-pointed star with a black outline and gray wavy pattern inside. I could say it’s similar to a triangle, but it's the star version of that wavy pattern!"
exp2_060.jpeg,cond1,absent,absent,2,"circle, circular",red,"wavy, zigzag","2,1",Select the **round circle** with a **red outline** that’s filled with **gray wavy/zigzag horizontal stripes**.,"**Describing target object**

I need to reference a game where I describe a target object so others can select it. I shouldn't use spatial terms like ""top middle,"" but I can focus on relational descriptions, for example, ""the circle with wavy stripes."" I'm considering the grid is 3x3, with some empty cells. The objects are a circle with a grey wavy pattern and red border (the target), a star with a red-striped border, and a square with a dotted red border. I need to describe the circle concisely."
exp2_061.jpeg,cond3,present,absent,2,star,green,stripe,"2,1",Select the **five-pointed star** icon: it has a **bright green outline** and the inside is filled with **vertical gray “barcode” stripes**.,"**Describing unique visuals**

I need to refer to a green outlined star that has barcode-like stripes inside. I want to provide a description that avoids any spatial terms, like ""top"" or ""middle."" There’s also a triangle with wavy lines that is visible, and I should note that there are hidden curtains present too. Overall, I’d like to capture the unique characteristics of these items without using any specific spatial references."
exp2_062.jpeg,cond1,absent,absent,4,square,green,dot,"2,3",Select the **square** with a **green outline** that’s filled with **gray polka dots** (a dotted square).,"**Describing target object**

I need to describe the target object without focusing on its location. It's a green-outlined square filled with gray polka dots. I can’t mention where it is, so I should highlight its unique features: the square shape, the green border, and the polka dots. I want to keep my instructions concise and clear while ensuring the user understands what makes this object special without any spatial references."
exp2_063.jpeg,cond2,absent,present,2,"triangle, triangular",red,stripe,"3,2",Select the **triangle with a red outline** that’s filled with **vertical gray stripes** (not the dotted triangle).,"**Clarifying object selection**

I need to ensure we have a clear referential description to select the target object from a 3x3 grid. The visible objects include a top-middle triangle with a black outline and filled with grey dots, a middle-left square with a green outline and grey vertical stripes, and a middle-right triangle outlined in red, which is our target. I’ll specify: ""select the triangle with a red border and vertical grey stripes."" That should clearly indicate what to choose!"
exp2_064.jpeg,cond1,absent,absent,3,star,red,dot,"1,2",Select the **five-pointed star** with a **red outline** and a **light gray interior filled with dark gray polka dots**.,"**Describing a star object**

I need to describe a star that has a red outline and gray polka dots. I want to focus on the shape and color without using any spatial references. So, I'll emphasize that it's a star shape, vibrant red around the edges, and decorated with playful gray polka dots. I think this description will capture the essence of the star without complicating things with where it might be located or how it’s oriented."
