image_file,condition,occlusion,distractor,non_target,target_shape,target_color,target_texture,target_location,speaker_answer,speaker_thought
exp2_013.jpeg,cond2,absent,present,2,square,red,dot,"3,2","Pick the square with a pink border that’s filled with many small gray dots (a polka‑dot pattern), not either of the checkerboard shapes.","**Crafting visual instructions**

I need to provide a clear reference for the target object: a square with a gray dot pattern and a pink outline. There are also other shapes visible, like a circle with a checkerboard design and a red outline, as well as a square with a checkerboard pattern and a black outline. I should avoid spatial directions and only refer to visual properties. I want to create a unique description, like ""pink-framed square filled with small gray dots,"" to help identify the target effectively."
exp2_014.jpeg,cond2,absent,present,4,star,red,checker,"3,2",Select the star with a red outline and a gray checkerboard pattern inside.,"**Clarifying design instructions**

I'm focusing on creating an instruction for the design. I want to specify that the star should have a checkered pattern and a red outline. I need to ensure it’s distinct from the other elements, especially the top-right square. So, I'll keep it simple and just say, ""only star with a red outline and checkerboard inside."" That should be clear and concise for anyone following this instruction."
exp2_015.jpeg,cond4,present,present,2,"triangle, triangular",green,dot,"3,2",Pick the triangle that has a green outline and a gray polka‑dot pattern inside (not the blue triangle with the checkered pattern).,none
exp2_016.jpeg,cond1,absent,absent,2,square,green,dot,"2,3","Choose the green-outlined square that has the gray polka‑dot pattern, matching the dots on the red‑outlined circle.","**Describing target object**

I need to provide a clear description of a specific target object within a 3x3 grid. The target is a green-bordered square with a grey polka-dot pattern that matches the red-bordered circle. I must avoid using spatial terms, as another person's arrangement might differ—after all, they understand what's behind the curtains. So, I'll say, ""the green square with the grey polka-dot pattern (same dots as the red-outlined circle)."" That should be precise enough!"
exp2_017.jpeg,cond3,present,absent,4,star,green,stripe,"2,3",Pick the green star with vertical gray stripes inside.,"**Describing a target object**

I need to describe a target object: a green star outline that has vertical gray stripes inside. I want to avoid using specific spatial terms, as the arrangement might differ for the listener. Instead, I'll focus on shape, color, and pattern. Visible objects nearby include a blue-circled shape and a black square with polka dots. So, I can say: “the green star with vertical gray stripes inside,” ensuring it’s unique compared to the others."
exp2_018.jpeg,cond3,present,absent,3,star,blue,dot,"1,1",Select the blue-outlined star that is filled with gray polka dots.,"**Choosing unique description**

I’m thinking about how to create a unique description. I want to combine different elements, like the shape being a star, with a blue outline and gray polka dots on a white background. The likelihood of finding a hidden match for something with all these specific traits is low, so I’ll phrase it as, “the blue-outlined star filled with gray polka dots.” I’ll keep it clear and concise, without unnecessary details!"
exp2_019.jpeg,cond4,present,present,3,"triangle, triangular",red,dot,"2,1",Pick the triangle with a red outline and a fill of small grey dots (not the blue-outlined triangle with wavy stripes).,none
exp2_020.jpeg,cond4,present,present,3,"triangle, triangular",black,dot,"1,1",Select the triangle whose inside is filled with small gray dots.,"**Describing target features**

I need to craft a description to help the listener identify a target within a grid, but I can't assume how they see it or what's behind the curtain. I shouldn’t use terms like “top left” or sequential numbers, which can be unclear. Instead, I’ll focus on unique intrinsic features like shape and pattern. For example, I could describe the target as a white card showcasing a hollow black-edged triangle filled with small grey dots. That should help eliminate confusion!"
exp2_021.jpeg,cond1,absent,absent,3,"triangle, triangular",red,stripe,"1,2",Pick the gray vertically striped **triangle** with a red outline.,"**Clarifying target description**

I need to describe the target, which is a striped triangle with a red outline, so the listener can easily pick it. I want to avoid using spatial terms like ""top left."" It’s important that my description is unique compared to the other shapes around, like a blue circle with a checkerboard pattern, a green star with polka dots, and a red-outlined striped star. I'll say, ""Select the grey vertically striped triangle with a red border,"" and mention the triangle shape to distinguish it from the star."
exp2_022.jpeg,cond1,absent,absent,4,square,black,stripe,"3,1",Pick the gray vertically striped square with a thick black outline — the only square among the shapes.,"**Clarifying visual description**

I'm focusing on describing a particular shape and its details clearly. I want to avoid unnecessary details, especially since I’m only seeing the red dashed outline myself. Instead, I'll phrase it as “Select the vertically striped square with a black outline (the only square).” This keeps it concise while ensuring the crucial information is there without confusion. It feels good to refine my description like this!"
exp2_023.jpeg,cond2,absent,present,4,"circle, circular",green,dot,"3,2",Pick the green-outlined circle with gray polka dots inside.,none
exp2_024.jpeg,cond2,absent,present,2,"triangle, triangular",green,stripe,"1,2",Pick the green-outlined triangle that has gray vertical stripes inside.,"**Crafting object description**

I'm in a reference game where I need to describe an object without relying on spatial positions like ""top left."" The grid is 3x3, and I've got to provide a clear, concise description. I notice there's a green-bordered circle, and I need to focus on the target object, which is a green-bordered triangle with vertical grey stripes. So my instruction will be: ""Select the green-outlined triangle with gray vertical stripes,"" making sure it's distinct from the other objects."
exp2_025.jpeg,cond3,present,absent,2,star,blue,dot,"1,3","Select the blue-outlined star with a white, gray polka‑dotted interior.","**Clarifying object description**

I need to describe an object, specifically a star with a blue polka-dotted interior and blue border, but I can't reference spatial terms or the dashed red box since others may see it differently. Instead, I should focus solely on the unique visual features of the objects. I must avoid terms like ""left"" or ""next to"" to prevent confusion, since arrangements can vary. It’s all about being clear and specific, especially regarding the star and potential similar objects!"
exp2_026.jpeg,cond4,present,present,2,star,black,checker,"1,1","Pick the star with the gray checkerboard pattern inside it, not the one filled with vertical stripes.","**Describing the target object**

I need to create a clear description focusing on the dashed red box as the target. The image shows a 3x3 grid with specific features: the top-left shows a hollow black five-point star filled with a checkerboard pattern, while the bottom-left has a similar star filled with vertical gray stripes. There are also curtains obscuring some areas. Since spatial arrangements might differ, I’ll rely on object characteristics instead of specific locations to ensure clarity."
exp2_027.jpeg,cond3,present,absent,2,star,blue,checker,"1,3",Pick the blue-outlined star with a gray checkerboard pattern inside.,"**Describing object properties**

I'm in a reference game, and I need to provide a linguistic description to identify a target object. I can't use vague terms like ""bottom left"" since the arrangement might differ for others. Instead, I must describe specific properties: it's a blue star outline with a grey checkerboard fill, distinguishing it from a triangle with a red dotted pattern. Curtains are unknown to me, but I need to be clear regardless. I’ll just describe the blue-outlined star with a checkered pattern, avoiding spatial terms. That should suffice!"
exp2_028.jpeg,cond2,absent,present,3,"triangle, triangular",blue,dot,"1,1",Select the blue-outlined triangle with grey polka dots inside.,none
exp2_029.jpeg,cond1,absent,absent,4,"circle, circular",red,"wavy, zigzag","1,3",Pick the gray wavy-patterned circle with the red outline.,"**Describing an object**

I'm in a reference game where I need to identify a target object that’s a grey circle with a wavy pattern and a red outline. I have to avoid spatial words because listeners might have different perspectives. Fortunately, no objects are hidden here. I want to be clear and concise, so I can refer to it as “the only circle with a red border and a wavy gray pattern” to ensure it's uniquely identified."
exp2_030.jpeg,cond2,absent,present,3,"circle, circular",green,"wavy, zigzag","3,2",Pick the green-outlined circle with the gray wavy pattern inside.,"**Describing a target shape**

I'm focusing on describing the target, which is a circle with a green outline and a gray wavy pattern. I want to avoid giving spatial context like ""top right."" Instead, I'll emphasize its unique properties compared to other visible shapes, such as the two triangles in the bottom row and the other circle with a blue outline and checkerboard. My final sentence will be concise: ""Select the green-outlined circle with gray wavy stripes inside."""
exp2_031.jpeg,cond3,present,absent,3,"circle, circular",green,checker,"2,1",Select the green-outlined circle filled with a gray checkerboard pattern.,"**Considering visible shapes**

I’m pondering how to explain that ""the only round shape you can see that is not hidden behind a curtain"" might not be entirely accurate, since there could be other visible circles. The only clearly visible shape is a circle, while the other shapes include triangles. It's tricky to reference hidden shapes behind curtains, but I think mentioning ""checkerboard pattern"" is a good idea, as long as I assume those hidden shapes aren't identical. I’ll keep it concise!"
exp2_032.jpeg,cond3,present,absent,4,"triangle, triangular",red,stripe,"3,3",Pick the vertically striped triangle with the red outline.,"**Describing a shape**

I need to accurately refer to a specific target, which is a striped triangle outlined in red. I can't use spatial terms like ""bottom right"" since arrangements can vary. It seems safest to focus on the triangle's intrinsic properties. So, I'll describe it as a triangle shape filled with vertical gray-and-white stripes and surrounded by a red outline. When I check for uniqueness, it's the only triangle among other objects like a blue star or circles. Making it concise is important too."
exp2_033.jpeg,cond1,absent,absent,3,star,green,stripe,"3,3",,"**Analyzing grid layout**

I'm observing a potential 3x3 grid, focusing on the objects arranged within it. The top row has a circle with a green outline and checkerboard interior in the second column, and a square with a black border and gray polka-dot interior in the third. Moving to the bottom, I think there's a triangle—maybe in the middle or left? I see a star target in the bottom right cell with a red dashed outline. Let's keep reasoning through these coordinates!"
exp2_034.jpeg,cond4,present,present,4,square,red,dot,"1,3",,"**Considering referring expressions**

I need to choose a referring expression for the target object, which is in the dashed red box. I should avoid using spatial words like ""bottom left"" since they can be confusing. Instead, I'll focus on describing features in relation to other visible objects around it, keeping in mind that some objects might be hidden. Let's take a closer look!"
exp2_035.jpeg,cond4,present,present,3,star,black,dot,"3,2",,"**Describing a target effectively**

I'm working on how to describe a target in a game without spatial references, so the listener can choose correctly. We have a visible target with a black outline and dotted fill, distinct from a green star. However, there's uncertainty since there are hidden objects behind a curtain. I must choose descriptions that allow for potential hidden variations, while clearly identifying the black-outlined target to ensure it stands out from the visible green star."
exp2_036.jpeg,cond2,absent,present,4,star,green,dot,"2,1",Select the green-outlined star with the light gray polka‑dot interior.,"**Generating a description**

I need to create a referring expression for a specific target: it’s a dashed red box marking the middle of the top row, featuring a green star with a dotted interior. I want to avoid using spatial terms like ""top"" or ""middle."" There are other shapes too, like a blue star with stripes and various checkered triangles. So, I’ll describe it as a ""green star with a dotted interior,"" noting it’s not checkered or striped for clarity. Keeping it concise is key!"
exp2_037.jpeg,cond3,present,absent,3,"triangle, triangular",black,"wavy, zigzag","1,1",Select the gray triangle with wavy horizontal stripes and a thick black outline.,"**Clarifying expression specifics**

I need to use a highly specific expression, like ""the grey triangle with horizontal wavy stripes and a thick black outline,"" while steering clear of saying ""the checkerboard square."" This should help pick unique identifiers even if hidden objects differ. However, if one hidden object is identical, we can't account for that. So, I’ll avoid spatial references like ""left,"" ""top,"" or ""corner"" and also steer clear of terms like ""visible one"" and ""grid."""
exp2_038.jpeg,cond3,present,absent,2,"circle, circular",red,stripe,"3,3",,"**Considering object description**

I'm thinking through potential confusion with objects behind the curtain — they might have similar properties like circular stripes. Even though I don’t know what’s behind the curtains, the other person does. To identify the target uniquely, I could suggest saying something like ""Choose the only visible object that is a circle with vertical stripes."" However, hidden objects might also match this description. Since their view is different, I need to craft my description carefully to account for all possibilities."
exp2_039.jpeg,cond4,present,present,4,"triangle, triangular",blue,"wavy, zigzag","3,1",Select the blue-outlined triangle that has gray wavy lines inside it.,"**Describing target features**

I’m working on a reference game where I need to help the listener identify a target behind a dashed red box. I can’t use spatial terms like ""top-right” since arrangements vary. Instead, I’ll focus on describing visible features such as shapes, borders, and patterns. There are hidden slots behind curtains where I can’t see, so my descriptions must uniquely identify the target while avoiding any potential similarities with hidden objects. I have to ensure my descriptions are precise."
exp2_040.jpeg,cond1,absent,absent,4,square,blue,stripe,"1,3",Pick the striped square with a blue outline.,"**Identifying the target object**

I'm working on a reference game to describe a target object, which is a blue square with vertical stripes. I need to include details about its shape, border color, and pattern without using spatial words like left or right. The target is unique in that it's the only blue-bordered striped square among various other shapes. So, I'll clearly state that it's ""the only square with a blue outline and gray vertical stripes."""
exp2_041.jpeg,cond4,present,present,2,"circle, circular",red,dot,"3,1",Select the grey polka‑dot circle with the red outline (not the one with the black outline).,"**Generating referring expressions**

I need to create a referring expression for a polka-dot circle with a red outline. However, I can't use spatial terms like ""top"" or ""bottom right,"" and I need to avoid vague locations. Since two curtains are hiding other elements that the user can see but I can't, I want to ensure distinct identification while acknowledging that potential hidden shapes could complicate matters. My best approach is to say: ""the visible grey polka-dot circle with a red outline, not the black-outlined one."""
exp2_042.jpeg,cond1,absent,absent,3,"circle, circular",red,"wavy, zigzag","3,3",Select the red-outlined circle that has a gray wavy pattern inside.,"**Identifying target object clearly**

I'm in a reference game where I need to describe a target object without using spatial terms. The target is a gray wavy patterned circle with a red outline, surrounded by other objects like red-outlined striped star and black-outlined shapes. I must uniquely identify the circle, considering there might be unseen items that the listener knows about. I can choose to describe it as ""red-outlined circle"" or ""circle with wavy pattern and red outline"" to ensure clarity. It's all about being precise!"
exp2_043.jpeg,cond2,absent,present,4,star,green,"wavy, zigzag","1,1","Pick the green-outlined star that has a gray-and-white wavy (zigzag) pattern inside, not the one with straight stripes.","**Describing shapes effectively**

I'm thinking about how to give a description that helps the listener identify their target in a 3x3 grid of shapes, without using spatial terms. The target is a top-left star with a green outline and a grey-white wavy stripe pattern. There’s also a similar star in the top-middle but with a different interior design, so I need to focus on the fill pattern for clarity. I’ll phrase it simply to distinguish between them accurately."
exp2_044.jpeg,cond3,present,absent,3,square,red,dot,"1,3",Pick the grey polka‑dot pattern that is inside a square with a thin grey border and has no green circle around it.,"**Describing the target uniquely**

I need to describe a target within a 3x3 grid, where the listener can identify it. The visible elements include two green-circled discs with distinct patterns and a red curtain with a question mark. The target itself is a square with grey polka dots and lacks a green circle. I must avoid spatial language as potential variations might confuse. So, I’ll focus on common characteristics like shapes and patterns to ensure a clear and distinct identification for the listener."
exp2_045.jpeg,cond1,absent,absent,2,"triangle, triangular",black,stripe,"2,1",Select the vertically striped triangle.,"**Describing the target shape**

I'm focusing on finding a good way to describe the target for the listener to identify it easily. The target is a striped triangle, and I want to keep it simple by saying “vertically striped triangle outline.” But I also need to be careful not to refer to any grid coordinates or other items that might distract. It’s just about describing that unique shape clearly! Conciseness is key here."
exp2_046.jpeg,cond2,absent,present,4,star,red,"wavy, zigzag","2,1",Pick the red-outlined star that has a wavy striped pattern inside.,"**Describing the target object**

I need a good way to describe our target, which is the red-outlined star with wavy stripes inside. I must avoid using terms like ""top middle"" and instead focus on attributes like shape, outline color, and fill pattern. Though there are other visible objects—like various colored triangles and rectangles—my target is unique. It's the only star with a red outline and wavy fill. I'll keep the description concise, making sure it's distinct."
exp2_047.jpeg,cond4,present,present,3,square,green,stripe,"1,3",Choose the square picture with vertical grey-and-white stripes inside a green border (not the dotted square or the circular checkerboard).,"**Describing visual features**

I’m focusing on how to describe a target object without using specific spatial locations. I see a dashed red box around a square with vertical gray-white stripes inside a green frame. There are also other objects, like a circular checkerboard and a square with polka dots, plus hidden curtains. Since the listener can see a full grid, I need to highlight unique features like shape and pattern. I can say, ""the square with vertical gray and white stripes inside a green border."""
exp2_048.jpeg,cond2,absent,present,3,square,red,stripe,"3,3",Pick the square with vertical gray stripes and a red outline.,"**Clarifying object description**

I need to specify an expression that uniquely identifies a target object for a listener who knows what’s behind curtains. In a 3x3 grid with various shapes, I want to describe a specific square, avoiding spatial terms. I came up with ""the square that has vertical gray stripes and a red frame,"" which differentiates it from a similar blue-bordered square. The star might confuse things too, but the shape and fill help clarify what's what."
exp2_049.jpeg,cond4,present,present,3,square,green,stripe,"1,1",Select the vertically striped gray square with the green border (not the striped square with the black border).,"**Referring to visual elements**

I need to create a clear expression for the target object: a gray vertical-stripe square with a green border, which is inside a dashed red box. There are also other visible items, like a green-outlined star and another vertical-stripe square with a black border. I should specify ""the vertically striped square with a green border"" to avoid confusion with the black-bordered square. It's important to ensure clarity, especially since there are hidden curtains that could obscure anything behind them. To be safe, I might say ""the square with gray and white vertical stripes and a green frame."""
exp2_050.jpeg,cond3,present,absent,3,star,red,stripe,"3,3",Pick the red-outlined star with gray vertical stripes inside.,none
exp2_051.jpeg,cond1,absent,absent,3,"triangle, triangular",black,"wavy, zigzag","2,3",Select the gray triangle with a black outline and wavy stripes inside.,"**Describing the target shape**

I need to describe a gray wavy-pattern triangle with a black outline. I should avoid using spatial terms like ""bottom"" or ""middle."" To distinguish it from other shapes, I can mention the green-bordered vertical stripe circle, the red-bordered polka-dot star, and the black-bordered vertical stripe star. It's essential to emphasize that the triangle is unique with its wavy stripes, making it stand out among the other shapes."
exp2_052.jpeg,cond3,present,absent,3,"triangle, triangular",black,checker,"2,1",Select the triangle with the grey checkerboard pattern inside.,none
exp2_053.jpeg,cond1,absent,absent,3,"triangle, triangular",red,stripe,"1,1",Select the red-outlined triangle with gray vertical stripes inside.,"**Describing a target object**

I need to describe a target object without mentioning specific positions or the dashed red box. The object is a red triangle with vertical gray stripes inside and no fill or blue border. It's unique since it's the only shape with a red outline; the rest are squares or a star with blue borders. So, I’m thinking I could summarize this simply as ""the red striped triangle."" That seems like a clear and concise description!"
exp2_054.jpeg,cond2,absent,present,4,"triangle, triangular",green,checker,"2,1",Select the green-outlined triangle that has a gray-and-white checkerboard pattern inside.,"**Describing target objects**

I need to refer to the target object, which is the dashed red box that contains a green-outlined triangle with a gray-and-white checkerboard interior pattern. I want to ensure I avoid using spatial descriptions. Other objects include a square with a green-striped outline, an outline-only triangle with stripes, a striped star outline, and a dotted black outline square. So, I’ll describe it as “the green-bordered triangle filled with a gray-and-white checkerboard pattern."" This makes it unique among the other shapes."
exp2_055.jpeg,cond1,absent,absent,2,"triangle, triangular",blue,dot,"3,3",Pick the blue-outlined triangle that has a gray polka‑dot pattern inside.,"**Considering game object details**

In this game, some objects are hidden behind a red curtain marked with a question mark. The other player knows what's behind it, while I don't. To make gameplay safer, I should describe all the visible properties, like the triangle shape, blue outline, grey dots inside, and the white background. This might help increase my chances of guessing correctly. It seems like a fun way to keep things interesting!"
exp2_056.jpeg,cond2,absent,present,3,"triangle, triangular",blue,"wavy, zigzag","3,2",Pick the blue triangle that has a wavy striped pattern inside.,"**Identifying target shapes**

I need to create a clear expression to identify the target shape, which is the blue triangle with a wavy fill. I want it to stand out from other shapes like the red triangle with a dotted fill, the green circle dotted, and the red circle wavy. The best option seems to be referring to it as the ""blue triangle with wavy stripes inside"" to be concise and avoid any spatial descriptions."
exp2_057.jpeg,cond4,present,present,3,"triangle, triangular",blue,"wavy, zigzag","3,1",Pick the triangle with a blue outline and gray wavy stripes inside (not the one with dots).,none
exp2_058.jpeg,cond3,present,absent,2,"circle, circular",green,dot,"3,3",Pick the grey circle filled with small dark dots and outlined in green.,"**Describing the object**

I want to make sure I mention all the features clearly: it’s the only circular object with a green outline and a grey interior, which is covered in evenly spaced dark dots. That seems straightforward enough. I think a one-line description should suffice to convey this information without overcomplicating it. Clarity is key here, so sticking to the essentials feels right. I’m confident this will work!"
exp2_059.jpeg,cond3,present,absent,3,star,black,"wavy, zigzag","2,1",Select the grey star outlined in black that has a wavy pattern inside.,"**Clarifying the description**

I'm trying to create a clear description using visible attributes. I think I should focus on the key features, like mentioning “five-pointed star outline, grey wavy pattern inside, black border.” So, I can say it’s “the grey star with a wavy pattern inside” as a concise phrase. That’s straightforward! It simplifies things, and I believe this should help in identifying exactly what I'm referring to."
exp2_060.jpeg,cond1,absent,absent,2,"circle, circular",red,"wavy, zigzag","2,1",Pick the gray circle with the red outline and the wavy striped pattern inside.,"**Describing visual targets**

I need to uniquely identify the target, which is a gray circle with wavy horizontal stripes, without using relative positions like ""top-left."" The grid is a 3x3 layout, and my description must focus on shape, border color, and fill pattern. I can't assume where the listener places objects, so I will say, ""Choose the gray circle with wavy stripes inside a red border,"" and clarify that it's distinct from other shapes like the star and square. It's all about being clear and straightforward!"
exp2_061.jpeg,cond3,present,absent,2,star,green,stripe,"2,1",Pick the green-outlined star with vertical gray-and-white stripes inside.,"**Considering effective communication**

I'm noting that while it's tempting to delve into probabilities, it really might not be productive since we can't know everything for sure. Instead, I should focus on the best distinguishing features when I communicate. Location details might distract rather than clarify. So, it’s probably best to keep my statements concise and straightforward. That way, I can communicate more effectively and efficiently without losing anyone in extra detail!"
exp2_062.jpeg,cond1,absent,absent,4,square,green,dot,"2,3",Select the polka‑dotted square with the green outline.,"**Describing target uniquely**

I need to create a unique description for the target in the dashed red box. Instead of using spatial terms like bottom middle, I'll have to rely on distinct attributes of the visible objects. The grid has various shapes and outlines, like a dotted-filling circle and a dotted-filling triangle. The only item that stands out as unique is the square with a green outline and a dotted fill. So, I can identify it specifically as the square, which is the only square present."
exp2_063.jpeg,cond2,absent,present,2,"triangle, triangular",red,stripe,"3,2",Pick the triangle with the red outline and vertical gray stripes inside.,"**Describing target shapes**

I need to identify a specific shape in a grid: the red outlined triangle with vertical gray stripes. There are other visible shapes, like a black-outlined triangle with polka dots and a green square with vertical stripes. I should describe the target uniquely using its features, avoiding spatial terms like “top left.” I could say it’s the “only triangle with a red border and vertical stripes,” but I need to avoid assuming it's unique without knowing what might be hidden."
exp2_064.jpeg,cond1,absent,absent,3,star,red,dot,"1,2",Choose the red-outlined star with a gray polka‑dot pattern inside.,"**Clarifying object reference**

I need to create a clear reference for the target object, which is a star with a red outline and a polka dot interior. It's important to avoid using spatial terms like left, right, top, or bottom that rely on a shared layout. Instead, I'll refer to its unique attributes compared to other shapes nearby, like green and blue triangles, and a blue square. So, I’ll describe it as ""the red-outlined star with a polka-dot fill"" to keep it concise and specific."
exp2_065.jpeg,cond3,present,absent,2,square,blue,checker,"3,2",,"**Describing objects carefully**

I'm in a reference game where I need to describe a target object while avoiding ""degenerate spatial locations."" This means I can’t say things like “the one on the middle-right” since the layout might differ for someone else. Instead, I should use properties and relations of the objects in my description. For example, I could say, “Select the grey-and-white checkerboard square with a blue border,” making sure it's unique even if there are similar hidden objects."
exp2_066.jpeg,cond2,absent,present,4,"circle, circular",black,dot,"1,1",Select the grey polka-dotted circle with a thick black outline.,"**Identifying shape and color**

I’m focusing on making sure the description of the target shape is clear. It needs to be a “grey polka-dotted circle with a black outline.” I see there are other shapes like a star and triangle with blue outlines, which makes it important to differentiate them. So, I want to make sure my description is clear enough to uniquely identify the circle without mentioning its position. Alright, let’s go with that!"
exp2_067.jpeg,cond4,present,present,3,square,blue,"wavy, zigzag","2,1",,"**Finding a referring expression**

I’m thinking about how to describe a target object without relying on spatial terms like ""top left"" since the arrangement might vary. Some objects might be obscured by curtains, and while the listener knows about the curtains, I don't. I need a unique description that highlights the target's distinct properties, such as a dashed red outline or a blue frame with grey waves. But I can't assume what's hidden behind the curtains, which complicates guaranteeing uniqueness. I should focus only on visible objects."
exp2_068.jpeg,cond4,present,present,4,star,black,stripe,"2,1",,none
exp2_069.jpeg,cond2,absent,present,2,square,green,dot,"1,1",Pick the square with a green border that has a white background covered in gray dots.,"**Describing visual attributes**

I need to describe a target that's a square with a green border, featuring a grey dot pattern. The challenge is to avoid using spatial terms like “top left” or “above,” and I can’t mention the dashed box either. Instead, I’ll focus on visual characteristics relative to other shapes, like saying, ""Choose the square with a green border and grey polka dots on a white background."" It's all about being succinct!"
exp2_070.jpeg,cond1,absent,absent,4,square,green,checker,"1,3",Select the green-outlined square with a gray checkerboard pattern inside.,"**Describing target objects**

I’m in a reference game, and I need to describe a target object without using spatial terms because arrangements might differ. I can't mention the dashed red box, which is private. I see a grid setup of 3x4. In the top row, there's a big circle with a checkerboard fill and a black border, along with two empty cells. In the middle row, I see a star with a wavy fill and a red outline. The bottom row has three objects, where the left one is the target: a green-bordered square with a checkerboard fill. I’ll focus on unique characteristics like shape, border color, and pattern."
exp2_071.jpeg,cond4,present,present,3,square,black,checker,"1,2",,"**Inspecting layout details**

I'm trying to visualize the grid—seems like a 3x4 setup. The left column has a red curtain on the top, a gray checker in the middle, and another red curtain at the bottom. For the rightmost column, it looks like there’s a green-bordered checker positioned in the bottom-middle. I’m really wanting to make sure I understand this layout clearly before moving forward. Let’s take a closer look!"
exp2_072.jpeg,cond3,present,absent,2,star,black,stripe,"3,2",Pick the outlined star with vertical gray stripes inside.,"**Describing target objects**

I'm working on describing a target for a reference game. The target is a dashed red box around a star with vertical stripes and a black outline. There are also other visible objects, like a dotted circle with a red outline and three unknowns covered with red curtains. I want to avoid spatial references, focusing instead on shapes and patterns. I could say something like, ""Choose the striped star outline,"" to keep it concise."
