image_file,condition,occlusion,distractor,non_target,target_shape,target_color,target_texture,target_location,speaker_answer,speaker_thought
exp2_020.jpeg,cond4,present,present,3,"triangle, triangular",black,dot,"1,1",Pick the triangle that has a pattern of small grey dots inside it.,"**Clarifying target selection**

I need to guide the user to select a specific object: the triangle with a dotted interior. I can’t use spatial descriptions like “top-left.” Instead, I must focus on distinguishing characteristics, such as the different shapes and patterns. There are visible options like wavy squares and striped triangles, but the user can see more objects behind curtains that I can't. Even so, my aim is to describe the target uniquely, avoiding any references to the grid or curtains. So, I’ll phrase it like: “Choose the triangle with small dots inside, outlined in black, on a white background.”"
exp2_021.jpeg,cond1,absent,absent,3,"triangle, triangular",red,stripe,"1,2",Select the red-outlined triangle that is filled with gray vertical stripes.,none
exp2_022.jpeg,cond1,absent,absent,4,square,black,stripe,"3,1",Select the vertically striped gray square with the thick black border.,"**Describing the grid target**

I need to create a referring expression for a target in a 3x3 grid. This target is a striped square with a black border and light-gray/white vertical stripes. There are also visible shapes like a red-outlined star with a checkerboard pattern, a black outlined striped circle, and some blank cells. I should avoid using spatial terms and not mention any hidden objects. The best description might be: ""the only square with vertical gray stripes and a thick black outline."""
exp2_023.jpeg,cond2,absent,present,4,"circle, circular",green,dot,"3,2",Pick the green-outlined circle that has a gray polka‑dot pattern inside (not the green star).,"**Clarifying game instructions**

The user wants me to describe a target shape without using spatial words like ""bottom right"" or ""second row."" I need to focus on the properties of the shape instead. So, I should say something like, ""Choose the green-outlined circle with gray polka-dot fill, not the blue circle with a checkerboard pattern."" It’s also important to differentiate from the green star with polka dots. I’ll keep my message concise!"
exp2_024.jpeg,cond2,absent,present,2,"triangle, triangular",green,stripe,"1,2",Pick the green-outlined triangle with gray vertical stripes inside.,"**Describing target objects**

I need a clear, referential expression for the target object, which is a green-outlined triangle with vertical stripes. I'm also considering other options, like a green circle with wavy stripes and a black triangle with a dotted pattern. I want to focus on non-spatial properties that distinguish them, so I’d phrase it simply, like “the green-outlined triangle with vertical stripes.” I just want to keep it concise and clear for better understanding!"
exp2_025.jpeg,cond3,present,absent,2,star,blue,dot,"1,3",Pick the blue-outlined star that’s filled with gray polka dots.,"**Describing an object clearly**

I need to refer to a specific target: it's a blue-outlined star that’s filled with gray polka dots and has a dashed red box around it. I want to keep the description concise and avoid mentioning positions. I should also highlight what makes it unique compared to other visible objects, which include a blue-outlined gray checkerboard square. So, I’ll say, ""the object that is a blue-outlined star filled with gray polka dots."""
exp2_026.jpeg,cond4,present,present,2,star,black,checker,"1,1",Pick the star whose inside is filled with a gray checkerboard pattern.,"**Choosing game properties**

I'm thinking about a typical game where I should choose a property that stands out, like ""the star with a checkerboard background, not stripes."" There could be similar hidden ones, but I have to play smart and maximize success. I want to clarify it as ""checkerboard transparent pattern inside the star instead of vertical stripes or solid color."" I'll say, ""Select the star whose inside is filled with a gray checkerboard pattern."" That feels like the best choice!"
exp2_027.jpeg,cond3,present,absent,2,star,blue,checker,"1,3",the blue-outlined star with the gray-and-white checkerboard pattern inside,"**Clarifying target objects**

I need to create a clear description for the target object, which is a star with a blue outline and checkered fill. I can’t use location terms like “bottom left” since that wouldn’t work well. There’s also a visible red triangle with polka dots, and two unknown objects hidden. I want my description to distinguish among all four possibilities, keeping in mind that I don’t know what's behind the curtain. Ultimately, I should focus on properties that are unique among those objects, even with uncertainty."
exp2_028.jpeg,cond2,absent,present,3,"triangle, triangular",blue,dot,"1,1",Choose the triangle with grey polka dots that has a blue outline.,"**Identifying a unique target**

I need to create a referring expression to identify a target shape for the listener, but I'm facing some challenges because I can't use spatial descriptions. The target is a blue triangle with grey dots on the interior and a blue outline. To distinguish it from others, I’ll focus on the properties that set it apart from a green triangle, a black square, and a black star. A concise description could be ""the only blue triangle with grey polka dots outlined in blue."""
exp2_029.jpeg,cond1,absent,absent,4,"circle, circular",red,"wavy, zigzag","1,3",Pick the red-outlined circle with the gray wavy pattern inside (not the star).,"**Clarifying object description**

I need to provide a clear description of the target object without using spatial terms like ""bottom left."" There are red curtain objects mentioned, but there isn’t one in the image. The target is a circle at the bottom left with a wavy pattern and a red border. To differentiate it from other shapes, I want to describe its unique features—like its colors and patterns—emphasizing: ""Choose the red-outlined circle with gray wavy stripes inside."" I won’t mention grid positions."
exp2_030.jpeg,cond2,absent,present,3,"circle, circular",green,"wavy, zigzag","3,2",Pick the circle with a green outline and gray wavy lines inside it.,none
exp2_031.jpeg,cond3,present,absent,3,"circle, circular",green,checker,"2,1",Pick the green-outlined circle that has a gray-and-white checkerboard pattern inside.,"**Describing visual elements**

I need to describe something like ""the green-bordered circle with a checkerboard pattern."" Even if there’s more hidden behind the curtain, the listener should still have multiple choices. But we can't do better because we don't know what’s hidden. The nature of the game suggests that I describe the target based on what's visible, which could be arbitrary. So I’ll phrase it as: ""Select the green-outlined circle filled with a gray-and-white checkerboard pattern,"" without indicating any grid positions."
exp2_032.jpeg,cond3,present,absent,4,"triangle, triangular",red,stripe,"3,3",Select the triangle that has vertical gray-and-white stripes inside and a red outline.,"**Defining target description**

I need to create a description to identify a target object. It's a dashed red box around a triangle with gray vertical stripes and a red outline. I must avoid specific locations, like ""bottom right,"" and clearly distinguish between visible objects like a star with a wavy gray interior and blue outline, a red curtain, a checkerboard circle with a blue outline, and another triangle, among others. Hidden objects behind the curtains add complexity since I can't assume their characteristics or existence. I need to focus on properties like shape, border color, and fill pattern."
exp2_033.jpeg,cond1,absent,absent,3,star,green,stripe,"3,3",Pick the green-outlined star that has vertical gray stripes inside.,"**Identifying target shapes**

I'm thinking about a 3x3 grid that has some blank spaces. The target shape is a green-outlined star with vertical gray stripes. I need clear instructions, but I can't rely on spatial cues. I must distinguish it from other shapes, which include a green circle with a checkered pattern, a black square with polka dots, and a blue triangle also with polka dots. The star is unique because it's the only shape with stripes inside, though the green circle also has a green border but is checkered."
exp2_034.jpeg,cond4,present,present,4,square,red,dot,"1,3","Pick the grey polka-dot square that has the light grey border, not the one with the thick black border.","**Analyzing reference game parameters**

I'm working on a reference game where I need to describe a target (a dashed red box) without using absolute spatial positions, like ""bottom left."" Instead, I can refer to relative relationships, but I need to avoid ""degenerate spatial locations."" I’m studying a 3x3 grid and identifying the objects in each location. For example, I notice the target is a gray-dotted square with a gray thin border at the bottom left, similar to a top row square but with a different border. Hidden areas may contain unknown objects."
exp2_035.jpeg,cond4,present,present,3,star,black,dot,"3,2","Pick the dotted star with the black outline, not the one with the green outline.","**Considering reference in visibility**

I’m thinking about how to refer to visible, non-hidden objects, like saying, “the star that does not have a green outline” or “the only star with a black outline.” It’s tricky because there could be another black-outlined star behind a curtain. The listener might know this, which creates ambiguity. I need to focus on distinguishing known visible images while acknowledging the hidden objects without assuming their content. It seems best to contrast visible properties instead of relying on uniqueness overall."
exp2_036.jpeg,cond2,absent,present,4,star,green,dot,"2,1",Select the green-outlined star with the light gray polka‑dot interior.,none
exp2_037.jpeg,cond3,present,absent,3,"triangle, triangular",black,"wavy, zigzag","1,1",Pick the grey triangle filled with horizontal wavy stripes and outlined in black (not the checkerboard and not any hidden-behind-curtain picture).,none
exp2_038.jpeg,cond3,present,absent,2,"circle, circular",red,stripe,"3,3",Pick the circular object that’s filled with vertical gray and white stripes.,none
exp2_039.jpeg,cond4,present,present,4,"triangle, triangular",blue,"wavy, zigzag","3,1","Pick the blue-outlined triangle that has gray wavy stripes inside, not the one with gray dots.","**Considering descriptions behind curtains**

I’m exploring how to express features uniquely even when there are hidden objects. It’s tricky since we can't see what's behind the curtains, but we should aim for robust descriptions based on visible characteristics. For instance, we might describe an object as ""the triangle with a blue border and wavy stripes inside,"" which helps distinguish it from another triangle that has dots. However, there’s still a risk of ambiguity if identical patterns are hidden. Plus, I need to avoid spatial terms!"
exp2_040.jpeg,cond1,absent,absent,4,square,blue,stripe,"1,3",Pick the vertically striped square with a blue border.,"**Analyzing grid objects**

I need to examine a 3x3 grid of objects. In the first row, there’s a green-bordered circle with vertical stripes and a blue-bordered triangle with a wavy pattern. The second row is empty. The third row has a target: a blue-bordered square with vertical stripes, along with a green-bordered triangle with a checkerboard pattern, and another blue circle with vertical stripes. I’ll refer to the target as the ""striped blue square,"" emphasizing its unique properties without using spatial terms."
exp2_041.jpeg,cond4,present,present,2,"circle, circular",red,dot,"3,1",Choose the grey polka‑dot circle that has a **red** outline (not the one with the black outline).,"**Clarifying object selection**

I need to refer to the target object: a dashed red box around a grey polka-dotted circle with a red outline. There's also another grey polka-dotted circle, but it has a black outline. Plus, there are two curtains. I want to keep the description straightforward and avoid using spatial terms like ""top right."" I’ll say something like: ""Select the grey polka-dotted circle with the red border, not the one with the black outline."" Let's proceed!"
exp2_042.jpeg,cond1,absent,absent,3,"circle, circular",red,"wavy, zigzag","3,3",Pick the red-outlined circle filled with a gray wavy pattern.,"**Describing shapes clearly**

I need to create a clear reference for a shape description: the wavy grey circle with a red outline. I should avoid using spatial terms like ""bottom-right"" and instead focus on the unique shapes, colors, and patterns without introducing any distractions. We have examples like the red-outlined striped star and black-outlined polka-dot star. So, I can simply refer to it as ""the red-outlined circle with a grey wavy pattern."" That feels concise!"
exp2_043.jpeg,cond2,absent,present,4,star,green,"wavy, zigzag","1,1",Pick the green-outlined star that has a wavy gray pattern inside (not the one with straight stripes).,"**Clarifying object description**

I need to describe a target object without using spatial terms like ""top-left."" There's a dashed red box surrounding a green star that has a wavy gray fill inside, distinguishing it from another star that's striped. There are also a red triangle and square, both with vertical stripes, plus a black circle with a checkerboard pattern. My final description should focus on being unambiguous, referring specifically to the green star with the wavy gray pattern inside."
exp2_044.jpeg,cond3,present,absent,3,square,red,dot,"1,3","Select the gray square filled with small gray dots, the one that does not have a green circular border.","**Clarifying game instructions**

I’m working on giving clear instructions in a reference game where I need the listener to pick a target. I want to avoid spatial terms like ""bottom left"" since arrangements may vary. There are three patterned objects visible: two circles with green outlines and one with vertical stripes. My target is a grey polka-dot square without a circle border. I’ll describe it as ""the grey polka-dot square without the green circle outline."" However, the listener might know what's behind the curtains, where some patterns could be shared."
exp2_045.jpeg,cond1,absent,absent,2,"triangle, triangular",black,stripe,"2,1",Select the vertically striped triangle.,"**Describing unique shapes**

I need to create a clear description for a target object, which is a dashed red box triangle with vertical stripes and a black outline. The grid is 3x3, and it has a star with vertical stripes, a circle with a wavy pattern, and no curtains. I should focus on distinguishing features like shape and fill pattern, noting that the triangle and star share vertical stripes, while the circle doesn’t. I’ll use a conjunction for clarity."
exp2_046.jpeg,cond2,absent,present,4,star,red,"wavy, zigzag","2,1",Pick the red star with the wavy pattern inside.,"**Describing target object**

I need to clearly describe the target object, which is a red-outlined star with a wavy fill. I can't rely on spatial locations, so I won’t mention anything about hidden curtains or grid layouts. The other grid shapes include a red triangle with dots, a green triangle with waves, a black rectangle with waves, and a black star with waves. The only one that fits is the red star, which I’ll describe as ""the red star with wavy stripes inside."" Keeping it minimal is key!"
exp2_047.jpeg,cond4,present,present,3,square,green,stripe,"1,3",Pick the square with vertical gray-and-white stripes inside a green frame (not the dotted one and not the circular checkerboard).,"**Clarifying instruction ambiguity**

I need to ensure our message uniquely identifies among the five options based on their features. It’s tricky since we can't see what's behind the curtain. I think using a description like ""the square with vertical gray and white stripes, not dots, and with a green border"" could help minimize confusion. If there's another pattern with a green border, there might still be some ambiguity. So, I'll keep the instruction short and clear!"
exp2_048.jpeg,cond2,absent,present,3,square,red,stripe,"3,3",Select the vertically striped gray square with the red border (not the one with the blue border).,"**Providing concise instructions**

I need to give clear instructions without using spatial terms like ""bottom right."" I'll focus on attributes instead. The target is a square with vertical gray stripes and a red border, while there's another similar square with a blue border. I'll also mention additional objects like a red wavy star and a gray dotted circle. The instruction will be: ""Pick the striped square with the red outline (not the blue-outlined one)."" I won’t mention grid positions or hidden curtains."
exp2_049.jpeg,cond4,present,present,3,square,green,stripe,"1,1",Pick the vertically striped square that has a green border.,"**Describing target objects**

I need to describe a target which has a dashed red box around it. The main feature is a square with gray vertical stripes and a green outline. There's another similar square with vertical stripes outlined in black. I also have a star shape with a green outline and a checkered interior. It's important to use a non-spatial description that's unique. So, I might say, ""the vertically striped square with the green border."" Let's keep it concise!"
exp2_050.jpeg,cond3,present,absent,3,star,red,stripe,"2,3",Pick the five-pointed star with a red outline and vertical gray-and-white stripes inside.,none
exp2_051.jpeg,cond1,absent,absent,3,"triangle, triangular",black,"wavy, zigzag","2,3",Pick the grey triangle with a black outline and wavy stripes inside.,"**Clarifying target description**

I need to provide a clear description that helps the listener identify a target from the grid. It's best to avoid spatial locations like ""middle"" or ""bottom"" and skip phrases like “red box.” In this image, there's nothing hidden behind curtains. I'm looking for a concise way to identify the target: it's a black-outlined triangle filled with wavy gray stripes. I should highlight its distinguishing properties as the only triangle among stars and circles. So I’ll say, “the gray wavy-pattern triangle with black outline.”"
exp2_052.jpeg,cond3,present,absent,3,"triangle, triangular",black,checker,"2,1",Pick the triangle that is filled with a checkerboard pattern.,"**Analyzing the grid game**

I'm examining a 3x3 grid with a mix of visible and hidden elements. There are some blank spaces, red curtains hiding unknown contents, and shapes like circles and squares with distinct patterns. My task is to create a clear description that helps someone identify a target shape uniquely, regardless of what's concealed. Although I know which cells are hidden, I need to ensure my explanation remains intuitive for the listener while accounting for possible surprises behind those curtains."
exp2_053.jpeg,cond1,absent,absent,3,"triangle, triangular",red,stripe,"1,1",Select the red-outlined triangle with gray vertical stripes inside.,"**Describing the target shape**

I need to provide a description of the target shape without using spatial words. The target is an upper left cell with a red outline triangle and gray vertical stripes inside. There are other shapes like a square with gray dots and a blue outline, a large striped square with a blue border, and a star with blue dots. So, I can describe the triangle as a “striped triangle with a red border” or simply as “vertical stripes.” It looks like there aren’t any hidden curtain objects, despite the instructions mentioning one."
exp2_054.jpeg,cond2,absent,present,4,"triangle, triangular",green,checker,"2,1",Select the green-outlined triangle that has a gray checkerboard pattern inside.,none
exp2_055.jpeg,cond1,absent,absent,2,"triangle, triangular",blue,dot,"3,3",Select the blue-outlined triangle that has grey polka dots inside.,"**Identifying object expression**

I need to create a clear description for the blue-outlined triangle filled with gray polka dots, while avoiding spatial terms like left or right. I also have a blue-outlined checkerboard square and a black-outlined circle nearby, which have a similar fill pattern. To differentiate the triangle, I’ll focus on its shape, color of the border, and its unique pattern. My expression will be: “the blue-outlined triangle with gray polka dots inside,” which is concise and clear."
exp2_056.jpeg,cond2,absent,present,3,"triangle, triangular",blue,"wavy, zigzag","3,2",Pick the blue triangle with the wavy gray pattern inside.,"**Describing a target object**

I need to come up with a description for the blue triangle I’m focusing on. It has a wavy, zigzag pattern fill, but I also have other objects to consider, like red triangle dots and green circle dots. It's important not to reference the grid position but rather use distinguishing properties. Since the blue triangle is the only one with a wavy pattern, I’ll phrase it as ""blue-outlined triangle with gray wavy stripes inside."" That should work!"
exp2_057.jpeg,cond4,present,present,3,"triangle, triangular",blue,"wavy, zigzag","3,1",Pick the blue-outlined triangle that has gray wavy stripes inside (not the one with gray dots).,"**Describing the target object**

I'm working on how to describe a target object for the listener to select. I'm considering a grid of 3x3 where the top row middle is empty, and maybe the left is too? I can identify two blue triangles and two red curtain images, but I have to avoid using vague spatial terms. I need to ensure that my description highlights unique features that distinguish the target from other visible shapes and those that might be hidden."
exp2_058.jpeg,cond3,present,absent,2,"circle, circular",green,dot,"3,3",Pick the white circle with a green outline that’s filled with small gray polka dots.,"**Describing hidden objects**

I’m considering hidden objects that could include a circle with dots. It’s tricky because while I can describe what a target might be, I’m not sure we can avoid matching hidden ones. They might be aware if there are multiple similar objects. So, I think the best approach here is to keep my answer as a concise phrase only. It feels like the simplest way to address the question!"
exp2_059.jpeg,cond3,present,absent,3,star,black,"wavy, zigzag","2,1",Select the grey star with the black outline and wavy pattern inside (the same wavy pattern as in the triangle).,"**Clarifying spatial references**

I need to give a referring expression for the target, which is the star with a grey wavy fill and black outline in the dashed red box. Other visible objects include a triangle with the same fill, a striped rectangle in a blue frame, and two mystery cells behind red curtains. I can’t use fixed positions like “top middle” since arrangements might differ. I think using relative terms, like ""next to the triangle,"" may work if the objects are in unique spatial relations."
exp2_060.jpeg,cond1,absent,absent,2,"circle, circular",red,"wavy, zigzag","2,1",Pick the gray circle with wavy stripes and a red outline.,"**Describing shapes clearly**

I need to focus on describing the target object, which is a circle with wavy gray lines and a red outline. I want to avoid using spatial terms like ""top left."" Other shapes to consider include a star with vertical stripes and a square with dots. For clarity, I can describe it as ""the circular shape with wavy horizontal gray stripes."" I'll aim to keep it concise and straightforward!"
exp2_061.jpeg,cond3,present,absent,2,star,green,stripe,"2,1",Pick the star with a green outline and grey vertical stripes inside.,"**Clarifying object description**

I need to think it through carefully. I guess the other side might be similar, but I can't be sure. A simple description will do. I should avoid mentioning the dashed red box or the grid. So for the final answer, I'll say: ""Select the green star with a striped grey-and-white interior outline, not the red triangle or any curtains."" But I wonder if I can rely on the ""curtains"" existing? The partner sees the same?"
exp2_062.jpeg,cond1,absent,absent,4,square,green,dot,"2,3",Pick the square with a green outline and gray polka dots inside.,none
exp2_063.jpeg,cond2,absent,present,2,"triangle, triangular",red,stripe,"3,2",Select the triangle with vertical gray stripes and a red outline.,"**Clarifying shapes and colors**

I'm considering how to describe a striped shape. To avoid confusion, I should mention both the shape and its distinct features, like color. For instance, I might say ""the red-outlined striped triangle."" Even if there are other shapes behind a curtain, they would likely choose the correct one based on this description. There's no need to state that it's the only striped triangle since the listener may see the same. I'll go with ""the triangle with vertical gray stripes and a red outline."" That should suffice!"
exp2_064.jpeg,cond1,absent,absent,3,star,red,dot,"1,2",Pick the red-outlined star with the gray polka dots inside.,"**Analyzing object description**

I need a clear and concise way to refer to a target object, like a red-outlined star filled with gray polka dots. I'm looking at other shapes with different properties, such as a green triangle and blue square, noting their features like wavy stripes or polka dots. The unique aspects I’m focusing on, primarily, are the star shape and its red outline, making this description effective without unnecessarily complicated spatial language."
exp2_065.jpeg,cond3,present,absent,2,square,blue,checker,"3,2",Pick the grey-and-white checkerboard pattern inside a blue square border.,"**Crafting target description**

I need to describe a target for listeners to identify it. We have a 3x3 grid where the top row includes a potential curtain, a red outlined star with a wavy grey inner, and an empty space. The center row features a grey checkerboard pattern bordered by blue, while the bottom row again has a curtain. I can't use spatial references, so I’ll focus on the unique attributes like the ""grey and white checkerboard"" inside the blue square border. It’s important to assume the listener knows about hidden items like curtains."
exp2_066.jpeg,cond2,absent,present,4,"circle, circular",black,dot,"1,1",Pick the gray polka-dot circle with a thick black outline.,"**Evaluating target description**

I need to describe a target in a reference game without using spatial positions like ""top left"" or ""first row."" The target is a circle with a black border and gray polka-dot fill. The surrounding shapes include a triangle with black borders and vertical gray/white stripes, and another circle with a blue border. I'll make sure my description is clear and concise, identifying it specifically as ""the gray polka-dot circle with a black outline."""
exp2_067.jpeg,cond4,present,present,3,square,blue,"wavy, zigzag","2,1","Pick the gray-and-white wavy pattern that has a **blue border**, not the one with the **red border**.","**Explaining game instructions**

I'm focusing on a 3x3 grid game where some squares are empty and others feature patterns, including question marks and wavy designs. The target is in the top row's middle cell, which has a grey and white wavy pattern with a blue border. I have to guide the listener to select the right target without mentioning the dashed red highlight since it's invisible to them. I'll emphasize the blue frame pattern to avoid confusion with the red frame in a clear way."
exp2_068.jpeg,cond4,present,present,4,star,black,stripe,"2,1",Pick the star with a **black outline** and **gray vertical stripes inside** (not the blue-outlined star).,"**Generating a clear reference**

I’m working on creating a clear referring expression for a reference game involving a 3x3 grid of shapes. The target is a black-outlined star with gray vertical stripes inside a dashed red box. I can't use relative spatial locations or make assumptions about unknown content like curtains. Instead, I’ll solely describe the object, saying: ""Choose the star with a black outline and gray vertical stripes inside, not the one with a blue outline."" This should effectively distinguish it from the others!"
exp2_069.jpeg,cond2,absent,present,2,square,green,dot,"1,1",Select the square with the green border and grey polka dots inside.,none
