image_file,condition,occlusion,distractor,non_target,speaker_answer,listener_question
exp2_035.jpeg,cond4,present,present,3,Pick the star with a black outline and grey polka dots.,Imagine someone is talking to you and tells you 'Pick the star with a black outline and grey polka dots.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_036.jpeg,cond2,absent,present,4,Select the green-outlined star with a white interior covered in gray polka dots.,Imagine someone is talking to you and tells you 'Select the green-outlined star with a white interior covered in gray polka dots.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_037.jpeg,cond3,present,absent,3,Pick the gray triangle with wavy horizontal stripes and a thick black outline.,Imagine someone is talking to you and tells you 'Pick the gray triangle with wavy horizontal stripes and a thick black outline.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_038.jpeg,cond3,present,absent,2,Pick the gray-and-white vertical striped circle.,Imagine someone is talking to you and tells you 'Pick the gray-and-white vertical striped circle.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_039.jpeg,cond4,present,present,4,Pick the wavy-patterned triangle with a blue outline.,Imagine someone is talking to you and tells you 'Pick the wavy-patterned triangle with a blue outline.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_040.jpeg,cond1,absent,absent,4,Pick the **striped square with a blue border**.,Imagine someone is talking to you and tells you 'Pick the **striped square with a blue border**.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_041.jpeg,cond4,present,present,2,Pick the gray polka-dot circle with the **red** outline (not the one with the black outline).,Imagine someone is talking to you and tells you 'Pick the gray polka-dot circle with the **red** outline (not the one with the black outline).' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_042.jpeg,cond1,absent,absent,3,Pick the red-outlined circle with the gray wavy pattern inside.,Imagine someone is talking to you and tells you 'Pick the red-outlined circle with the gray wavy pattern inside.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_043.jpeg,cond2,absent,present,4,Pick the green star that has a wavy gray-and-white pattern inside it.,Imagine someone is talking to you and tells you 'Pick the green star that has a wavy gray-and-white pattern inside it.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_044.jpeg,cond3,present,absent,3,Pick the gray square with small gray polka dots (not in a green circle).,Imagine someone is talking to you and tells you 'Pick the gray square with small gray polka dots (not in a green circle).' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_045.jpeg,cond1,absent,absent,2,Pick the striped triangle.,Imagine someone is talking to you and tells you 'Pick the striped triangle.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_046.jpeg,cond2,absent,present,4,Pick the red-outlined star with the wavy gray pattern inside.,Imagine someone is talking to you and tells you 'Pick the red-outlined star with the wavy gray pattern inside.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_047.jpeg,cond4,present,present,3,Pick the square picture with vertical gray and white stripes.,Imagine someone is talking to you and tells you 'Pick the square picture with vertical gray and white stripes.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_048.jpeg,cond2,absent,present,3,Pick the gray-and-white vertically striped square with a red border.,Imagine someone is talking to you and tells you 'Pick the gray-and-white vertically striped square with a red border.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_049.jpeg,cond4,present,present,3,Pick the gray-and-white vertical striped square with the **green** border.,Imagine someone is talking to you and tells you 'Pick the gray-and-white vertical striped square with the **green** border.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_050.jpeg,cond3,present,absent,3,Pick the striped red star.,Imagine someone is talking to you and tells you 'Pick the striped red star.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_051.jpeg,cond1,absent,absent,3,Pick the black-outlined triangle with the wavy gray-and-white pattern inside.,Imagine someone is talking to you and tells you 'Pick the black-outlined triangle with the wavy gray-and-white pattern inside.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_052.jpeg,cond3,present,absent,3,Pick the grey checkered triangle.,Imagine someone is talking to you and tells you 'Pick the grey checkered triangle.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_053.jpeg,cond1,absent,absent,3,Pick the only red-outlined shape: the striped triangle.,Imagine someone is talking to you and tells you 'Pick the only red-outlined shape: the striped triangle.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_054.jpeg,cond2,absent,present,4,Select the green-outlined triangle with the checkered pattern inside.,Imagine someone is talking to you and tells you 'Select the green-outlined triangle with the checkered pattern inside.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_055.jpeg,cond1,absent,absent,2,Pick the blue-outlined triangle that is filled with gray dots.,Imagine someone is talking to you and tells you 'Pick the blue-outlined triangle that is filled with gray dots.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_056.jpeg,cond2,absent,present,3,Pick the blue triangle with the wavy gray pattern inside.,Imagine someone is talking to you and tells you 'Pick the blue triangle with the wavy gray pattern inside.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_057.jpeg,cond4,present,present,3,Pick the blue-outlined triangle that has gray wavy stripes inside (not the one with gray dots).,Imagine someone is talking to you and tells you 'Pick the blue-outlined triangle that has gray wavy stripes inside (not the one with gray dots).' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_058.jpeg,cond3,present,absent,2,Pick the gray polka-dot circle with a green outline.,Imagine someone is talking to you and tells you 'Pick the gray polka-dot circle with a green outline.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_059.jpeg,cond3,present,absent,3,Pick the grey wavy star shape.,Imagine someone is talking to you and tells you 'Pick the grey wavy star shape.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_060.jpeg,cond1,absent,absent,2,Pick the grey circle with the wavy pattern and red outline.,Imagine someone is talking to you and tells you 'Pick the grey circle with the wavy pattern and red outline.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_061.jpeg,cond3,present,absent,2,Pick the green star with gray vertical stripes.,Imagine someone is talking to you and tells you 'Pick the green star with gray vertical stripes.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_062.jpeg,cond1,absent,absent,4,Pick the **green square with the dotted pattern inside**.,Imagine someone is talking to you and tells you 'Pick the **green square with the dotted pattern inside**.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_063.jpeg,cond2,absent,present,2,Pick the striped triangle with the red outline.,Imagine someone is talking to you and tells you 'Pick the striped triangle with the red outline.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_064.jpeg,cond1,absent,absent,3,Select the red-outlined star with a dotted interior.,Imagine someone is talking to you and tells you 'Select the red-outlined star with a dotted interior.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_065.jpeg,cond3,present,absent,2,Pick the gray-and-white checkerboard pattern inside a blue square border.,Imagine someone is talking to you and tells you 'Pick the gray-and-white checkerboard pattern inside a blue square border.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_066.jpeg,cond2,absent,present,4,Select the grey polka-dotted circle with a thick black outline.,Imagine someone is talking to you and tells you 'Select the grey polka-dotted circle with a thick black outline.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_067.jpeg,cond4,present,present,3,Pick the gray wavy pattern with the **blue border**.,Imagine someone is talking to you and tells you 'Pick the gray wavy pattern with the **blue border**.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_068.jpeg,cond4,present,present,4,Pick the black-outlined star with gray vertical stripes.,Imagine someone is talking to you and tells you 'Pick the black-outlined star with gray vertical stripes.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_069.jpeg,cond2,absent,present,2,Pick the **green-outlined square filled with gray polka dots**.,Imagine someone is talking to you and tells you 'Pick the **green-outlined square filled with gray polka dots**.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_070.jpeg,cond1,absent,absent,4,Pick the green-bordered square with a gray checkerboard pattern.,Imagine someone is talking to you and tells you 'Pick the green-bordered square with a gray checkerboard pattern.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_071.jpeg,cond4,present,present,3,"Pick the gray-and-white checkerboard that has a dark gray border, not the one with the green border.","Imagine someone is talking to you and tells you 'Pick the gray-and-white checkerboard that has a dark gray border, not the one with the green border.' Which object are they telling you about? Please use refer to the object by the column number and the row number."
exp2_072.jpeg,cond3,present,absent,2,Pick the striped star.,Imagine someone is talking to you and tells you 'Pick the striped star.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_073.jpeg,cond4,present,present,2,Pick the green-outlined star with vertical gray-and-white stripes inside.,Imagine someone is talking to you and tells you 'Pick the green-outlined star with vertical gray-and-white stripes inside.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_074.jpeg,cond2,absent,present,3,Pick the square with the wavy horizontal lines pattern.,Imagine someone is talking to you and tells you 'Pick the square with the wavy horizontal lines pattern.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_075.jpeg,cond1,absent,absent,2,Pick the red star with a gray wavy pattern inside.,Imagine someone is talking to you and tells you 'Pick the red star with a gray wavy pattern inside.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_076.jpeg,cond1,absent,absent,2,Pick the green-outlined triangle with vertical gray stripes inside.,Imagine someone is talking to you and tells you 'Pick the green-outlined triangle with vertical gray stripes inside.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_077.jpeg,cond3,present,absent,3,Pick the blue-outlined circle with vertical gray stripes inside.,Imagine someone is talking to you and tells you 'Pick the blue-outlined circle with vertical gray stripes inside.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_078.jpeg,cond4,present,present,4,Pick the striped triangle with the red outline.,Imagine someone is talking to you and tells you 'Pick the striped triangle with the red outline.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_079.jpeg,cond2,absent,present,4,Pick the **grey polka-dot circle with the green outline**.,Imagine someone is talking to you and tells you 'Pick the **grey polka-dot circle with the green outline**.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_080.jpeg,cond3,present,absent,3,Pick the blue-outlined triangle that is filled with gray polka dots.,Imagine someone is talking to you and tells you 'Pick the blue-outlined triangle that is filled with gray polka dots.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_081.jpeg,cond2,absent,present,4,Pick the green-outlined triangle that has a checkerboard pattern inside.,Imagine someone is talking to you and tells you 'Pick the green-outlined triangle that has a checkerboard pattern inside.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_082.jpeg,cond3,present,absent,2,Pick the green-outlined triangle with vertical gray stripes.,Imagine someone is talking to you and tells you 'Pick the green-outlined triangle with vertical gray stripes.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_083.jpeg,cond1,absent,absent,3,Pick the red-outlined star that is filled with small gray polka dots.,Imagine someone is talking to you and tells you 'Pick the red-outlined star that is filled with small gray polka dots.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_084.jpeg,cond4,present,present,4,Pick the gray wavy circle with the black outline.,Imagine someone is talking to you and tells you 'Pick the gray wavy circle with the black outline.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_085.jpeg,cond3,present,absent,2,Pick the green triangle with the wavy gray pattern inside.,Imagine someone is talking to you and tells you 'Pick the green triangle with the wavy gray pattern inside.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_086.jpeg,cond4,present,present,3,Pick the white star with a black outline that has a pattern of small gray dots inside.,Imagine someone is talking to you and tells you 'Pick the white star with a black outline that has a pattern of small gray dots inside.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_087.jpeg,cond2,absent,present,3,Pick the star with the checkered pattern inside.,Imagine someone is talking to you and tells you 'Pick the star with the checkered pattern inside.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_088.jpeg,cond1,absent,absent,4,Pick the gray checkered circle with a red outline.,Imagine someone is talking to you and tells you 'Pick the gray checkered circle with a red outline.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_089.jpeg,cond3,present,absent,4,Pick the gray square filled with evenly spaced gray dots.,Imagine someone is talking to you and tells you 'Pick the gray square filled with evenly spaced gray dots.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_090.jpeg,cond3,present,absent,3,Pick the green triangle with a dotted interior.,Imagine someone is talking to you and tells you 'Pick the green triangle with a dotted interior.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_091.jpeg,cond1,absent,absent,3,Pick the gray wavy **square** with the **thick black border**.,Imagine someone is talking to you and tells you 'Pick the gray wavy **square** with the **thick black border**.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_092.jpeg,cond2,absent,present,3,Pick the **red-outlined triangle with gray polka dots**.,Imagine someone is talking to you and tells you 'Pick the **red-outlined triangle with gray polka dots**.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_093.jpeg,cond4,present,present,3,Pick the grey square filled with horizontal wavy lines.,Imagine someone is talking to you and tells you 'Pick the grey square filled with horizontal wavy lines.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_094.jpeg,cond2,absent,present,4,Pick the green-outlined star that has a polka-dot pattern inside.,Imagine someone is talking to you and tells you 'Pick the green-outlined star that has a polka-dot pattern inside.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_095.jpeg,cond1,absent,absent,2,Pick the blue-outlined circle with the gray polka-dot pattern inside.,Imagine someone is talking to you and tells you 'Pick the blue-outlined circle with the gray polka-dot pattern inside.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_096.jpeg,cond4,present,present,4,Pick the **green star with the dotted interior** (not the blue one).,Imagine someone is talking to you and tells you 'Pick the **green star with the dotted interior** (not the blue one).' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_097.jpeg,cond3,present,absent,3,Pick the black-framed rectangle with vertical gray and white stripes.,Imagine someone is talking to you and tells you 'Pick the black-framed rectangle with vertical gray and white stripes.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_098.jpeg,cond1,absent,absent,2,Pick the blue-outlined square with vertical gray and white stripes.,Imagine someone is talking to you and tells you 'Pick the blue-outlined square with vertical gray and white stripes.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_099.jpeg,cond2,absent,present,3,Pick the **green-outlined circle with the wavy (zigzag) gray pattern inside.**,Imagine someone is talking to you and tells you 'Pick the **green-outlined circle with the wavy (zigzag) gray pattern inside.**' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_100.jpeg,cond4,present,present,2,Pick the picture that has a grid of many small gray dots on a light background (not the checkerboard of big squares).,Imagine someone is talking to you and tells you 'Pick the picture that has a grid of many small gray dots on a light background (not the checkerboard of big squares).' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_101.jpeg,cond4,present,present,2,Pick the green-outlined circle that has a gray-and-white checkerboard pattern inside it.,Imagine someone is talking to you and tells you 'Pick the green-outlined circle that has a gray-and-white checkerboard pattern inside it.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_102.jpeg,cond1,absent,absent,4,Pick the only square-shaped object with a checkerboard pattern and a thick dark gray border.,Imagine someone is talking to you and tells you 'Pick the only square-shaped object with a checkerboard pattern and a thick dark gray border.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_103.jpeg,cond3,present,absent,2,Pick the **square** image that is completely filled with a regular grid of small grey dots and has **no black outline**.,Imagine someone is talking to you and tells you 'Pick the **square** image that is completely filled with a regular grid of small grey dots and has **no black outline**.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_104.jpeg,cond2,absent,present,2,Pick the green-outlined circle that has vertical gray and white stripes.,Imagine someone is talking to you and tells you 'Pick the green-outlined circle that has vertical gray and white stripes.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_105.jpeg,cond4,present,present,3,Select the triangle that has a dotted pattern inside it (not the one with vertical stripes).,Imagine someone is talking to you and tells you 'Select the triangle that has a dotted pattern inside it (not the one with vertical stripes).' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_106.jpeg,cond4,present,present,4,Pick the green-outlined triangle that has a pattern of gray dots inside it (not the one with the checkerboard pattern).,Imagine someone is talking to you and tells you 'Pick the green-outlined triangle that has a pattern of gray dots inside it (not the one with the checkerboard pattern).' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_107.jpeg,cond1,absent,absent,4,Pick the gray wavy triangle with the solid red outline.,Imagine someone is talking to you and tells you 'Pick the gray wavy triangle with the solid red outline.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_108.jpeg,cond3,present,absent,4,Pick the only square-shaped object with a wavy gray-and-white pattern.,Imagine someone is talking to you and tells you 'Pick the only square-shaped object with a wavy gray-and-white pattern.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_109.jpeg,cond3,present,absent,2,Pick the dotted triangle.,Imagine someone is talking to you and tells you 'Pick the dotted triangle.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_110.jpeg,cond2,absent,present,2,Pick the green-outlined triangle with the dotted interior.,Imagine someone is talking to you and tells you 'Pick the green-outlined triangle with the dotted interior.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_111.jpeg,cond1,absent,absent,4,Pick the only green triangle with a wavy gray pattern inside.,Imagine someone is talking to you and tells you 'Pick the only green triangle with a wavy gray pattern inside.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_112.jpeg,cond2,absent,present,4,Pick the gray wavy **circle** with a **black outline**.,Imagine someone is talking to you and tells you 'Pick the gray wavy **circle** with a **black outline**.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_113.jpeg,cond3,present,absent,2,Pick the gray wavy circle with a pink border.,Imagine someone is talking to you and tells you 'Pick the gray wavy circle with a pink border.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_114.jpeg,cond1,absent,absent,2,Pick the gray square with the wavy stripe pattern.,Imagine someone is talking to you and tells you 'Pick the gray square with the wavy stripe pattern.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_115.jpeg,cond2,absent,present,4,Pick the green triangle with the dotted pattern inside.,Imagine someone is talking to you and tells you 'Pick the green triangle with the dotted pattern inside.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_116.jpeg,cond3,present,absent,2,Select the grey star with vertical stripes and a black outline.,Imagine someone is talking to you and tells you 'Select the grey star with vertical stripes and a black outline.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_117.jpeg,cond4,present,present,2,Pick the gray star with the wavy pattern and a black outline.,Imagine someone is talking to you and tells you 'Pick the gray star with the wavy pattern and a black outline.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_118.jpeg,cond2,absent,present,3,Pick the star that has a dotted fill and a plain black outline (no colored border).,Imagine someone is talking to you and tells you 'Pick the star that has a dotted fill and a plain black outline (no colored border).' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_119.jpeg,cond1,absent,absent,4,Pick the red-outlined triangle with a dotted pattern inside.,Imagine someone is talking to you and tells you 'Pick the red-outlined triangle with a dotted pattern inside.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_120.jpeg,cond4,present,present,3,Pick the square with **vertical gray and white stripes** (not the checkerboard and not a red curtain).,Imagine someone is talking to you and tells you 'Pick the square with **vertical gray and white stripes** (not the checkerboard and not a red curtain).' Which object are they telling you about? Please use refer to the object by the column number and the row number.
