image_file,condition,occlusion,distractor,non_target,speaker_answer,listener_question
exp2_013.jpeg,cond2,absent,present,2,Select the square that is filled with grey dots.,Imagine someone is talking to you and tells you 'Select the square that is filled with grey dots.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_014.jpeg,cond2,absent,present,4,The object is a star with a red outline and a checkerboard pattern inside.,Imagine someone is talking to you and tells you 'The object is a star with a red outline and a checkerboard pattern inside.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_015.jpeg,cond4,present,present,2,The triangle with the green outline is filled with gray dots.,Imagine someone is talking to you and tells you 'The triangle with the green outline is filled with gray dots.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_016.jpeg,cond1,absent,absent,2,The square filled with polka dots.,Imagine someone is talking to you and tells you 'The square filled with polka dots.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_017.jpeg,cond3,present,absent,4,The object is a green star that has vertical stripes inside.,Imagine someone is talking to you and tells you 'The object is a green star that has vertical stripes inside.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_018.jpeg,cond3,present,absent,3,It's a five-pointed star with a blue outline and a gray polka dot pattern on the inside.,Imagine someone is talking to you and tells you 'It's a five-pointed star with a blue outline and a gray polka dot pattern on the inside.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_019.jpeg,cond4,present,present,3,Select the triangle that has a red outline and is filled with gray dots.,Imagine someone is talking to you and tells you 'Select the triangle that has a red outline and is filled with gray dots.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_020.jpeg,cond4,present,present,3,Select the triangle that is filled with grey dots.,Imagine someone is talking to you and tells you 'Select the triangle that is filled with grey dots.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_021.jpeg,cond1,absent,absent,3,Select the triangle.,Imagine someone is talking to you and tells you 'Select the triangle.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_022.jpeg,cond1,absent,absent,4,It's the square filled with vertical stripes.,Imagine someone is talking to you and tells you 'It's the square filled with vertical stripes.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_023.jpeg,cond2,absent,present,4,The circle with the green outline and grey dots inside.,Imagine someone is talking to you and tells you 'The circle with the green outline and grey dots inside.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_024.jpeg,cond2,absent,present,2,The triangle with the green outline and vertical stripes inside.,Imagine someone is talking to you and tells you 'The triangle with the green outline and vertical stripes inside.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_025.jpeg,cond3,present,absent,2,Select the star with the blue outline that is filled with gray dots.,Imagine someone is talking to you and tells you 'Select the star with the blue outline that is filled with gray dots.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_026.jpeg,cond4,present,present,2,The star with the checkerboard pattern.,Imagine someone is talking to you and tells you 'The star with the checkerboard pattern.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_027.jpeg,cond3,present,absent,2,It's the star with a blue outline and a checkerboard pattern inside.,Imagine someone is talking to you and tells you 'It's the star with a blue outline and a checkerboard pattern inside.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_028.jpeg,cond2,absent,present,3,The blue triangle.,Imagine someone is talking to you and tells you 'The blue triangle.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_029.jpeg,cond1,absent,absent,4,Select the circle with the red outline and a grey wavy pattern inside.,Imagine someone is talking to you and tells you 'Select the circle with the red outline and a grey wavy pattern inside.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_030.jpeg,cond2,absent,present,3,It's the circle with the green outline and a wavy pattern inside.,Imagine someone is talking to you and tells you 'It's the circle with the green outline and a wavy pattern inside.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_031.jpeg,cond3,present,absent,3,Select the circle with the checkerboard pattern inside.,Imagine someone is talking to you and tells you 'Select the circle with the checkerboard pattern inside.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_032.jpeg,cond3,present,absent,4,Select the red triangle filled with vertical gray stripes.,Imagine someone is talking to you and tells you 'Select the red triangle filled with vertical gray stripes.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_033.jpeg,cond1,absent,absent,3,Select the star with the vertical stripes.,Imagine someone is talking to you and tells you 'Select the star with the vertical stripes.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_034.jpeg,cond4,present,present,4,Select the square filled with grey dots that doesn't have a black border.,Imagine someone is talking to you and tells you 'Select the square filled with grey dots that doesn't have a black border.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_035.jpeg,cond4,present,present,3,The star with the black outline.,Imagine someone is talking to you and tells you 'The star with the black outline.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_036.jpeg,cond2,absent,present,4,The star with the green outline is filled with dots.,Imagine someone is talking to you and tells you 'The star with the green outline is filled with dots.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_037.jpeg,cond3,present,absent,3,Select the triangle that has a thick black outline and is filled with a gray and white wavy pattern.,Imagine someone is talking to you and tells you 'Select the triangle that has a thick black outline and is filled with a gray and white wavy pattern.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_038.jpeg,cond3,present,absent,2,Select the circle that has vertical gray and white stripes.,Imagine someone is talking to you and tells you 'Select the circle that has vertical gray and white stripes.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_039.jpeg,cond4,present,present,4,It's the triangle that is filled with a wavy pattern.,Imagine someone is talking to you and tells you 'It's the triangle that is filled with a wavy pattern.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_040.jpeg,cond1,absent,absent,4,It's the square filled with vertical stripes.,Imagine someone is talking to you and tells you 'It's the square filled with vertical stripes.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_041.jpeg,cond4,present,present,2,The circle with the red border.,Imagine someone is talking to you and tells you 'The circle with the red border.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_042.jpeg,cond1,absent,absent,3,The object with the red outline has a wavy pattern inside.,Imagine someone is talking to you and tells you 'The object with the red outline has a wavy pattern inside.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_043.jpeg,cond2,absent,present,4,Select the green star that has wavy lines inside it.,Imagine someone is talking to you and tells you 'Select the green star that has wavy lines inside it.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_044.jpeg,cond3,present,absent,3,It's a square filled with grey dots.,Imagine someone is talking to you and tells you 'It's a square filled with grey dots.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_045.jpeg,cond1,absent,absent,2,The triangle with vertical stripes.,Imagine someone is talking to you and tells you 'The triangle with vertical stripes.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_046.jpeg,cond2,absent,present,4,The star with the red outline.,Imagine someone is talking to you and tells you 'The star with the red outline.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_047.jpeg,cond4,present,present,3,Select the square that is filled with vertical grey stripes.,Imagine someone is talking to you and tells you 'Select the square that is filled with vertical grey stripes.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_048.jpeg,cond2,absent,present,3,The square with the red border.,Imagine someone is talking to you and tells you 'The square with the red border.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_049.jpeg,cond4,present,present,3,It's the square filled with vertical stripes that has a green border.,Imagine someone is talking to you and tells you 'It's the square filled with vertical stripes that has a green border.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_050.jpeg,cond3,present,absent,3,Select the star that has a red outline and is filled with vertical stripes.,Imagine someone is talking to you and tells you 'Select the star that has a red outline and is filled with vertical stripes.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_051.jpeg,cond1,absent,absent,3,The triangle with the wavy pattern inside.,Imagine someone is talking to you and tells you 'The triangle with the wavy pattern inside.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_052.jpeg,cond3,present,absent,3,It's a triangle with a checkerboard pattern inside.,Imagine someone is talking to you and tells you 'It's a triangle with a checkerboard pattern inside.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_053.jpeg,cond1,absent,absent,3,Select the triangle that is filled with vertical stripes.,Imagine someone is talking to you and tells you 'Select the triangle that is filled with vertical stripes.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_054.jpeg,cond2,absent,present,4,The object with the checkerboard pattern.,Imagine someone is talking to you and tells you 'The object with the checkerboard pattern.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_055.jpeg,cond1,absent,absent,2,The object is a triangle filled with a pattern of dots.,Imagine someone is talking to you and tells you 'The object is a triangle filled with a pattern of dots.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_056.jpeg,cond2,absent,present,3,Select the triangle that has a blue outline.,Imagine someone is talking to you and tells you 'Select the triangle that has a blue outline.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_057.jpeg,cond4,present,present,3,It's the triangle filled with wavy lines.,Imagine someone is talking to you and tells you 'It's the triangle filled with wavy lines.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_058.jpeg,cond3,present,absent,2,"The object is a circle with a green outline, filled with a pattern of grey dots.","Imagine someone is talking to you and tells you 'The object is a circle with a green outline, filled with a pattern of grey dots.' Which object are they telling you about? Please use refer to the object by the column number and the row number."
exp2_059.jpeg,cond3,present,absent,3,It's a star filled with wavy lines.,Imagine someone is talking to you and tells you 'It's a star filled with wavy lines.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
exp2_060.jpeg,cond1,absent,absent,2,The object is a circle with a wavy pattern inside.,Imagine someone is talking to you and tells you 'The object is a circle with a wavy pattern inside.' Which object are they telling you about? Please use refer to the object by the column number and the row number.
