image_file,adj1,adj2,adj1not,adj2not,feature1,feature2,num_objs1,num_objs2,position,position_word,obj1shape,obj1color,obj1pattern,obj2shape,obj2color,obj2pattern,obj3shape,obj3color,obj3pattern,question_speaker,question_free_speaker,question_listener_1,question_listener_2
cond6_011.jpeg,green,circle,blue,square,color,shape,1,1,1,leftmost,circle,green,checked,square,blue,checked,square,blue,checked,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'green' or 'circle'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'green' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'circle' to refer to one of the objects. Which object do you think they are talking about?
cond6_012.jpeg,blue,square,green,circle,color,shape,1,1,2,middle,circle,green,checked,square,blue,checked,circle,green,checked,"Imagine you are talking to someone and you want to refer to the middle object. Which word would you use, 'blue' or 'square'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'blue' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?
cond6_013.jpeg,spotted,blue,striped,green,pattern,color,1,1,1,leftmost,triangle,blue,spotted,triangle,green,striped,triangle,green,striped,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'spotted' or 'blue'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'spotted' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'blue' to refer to one of the objects. Which object do you think they are talking about?
cond6_014.jpeg,circle,blue,square,green,shape,color,1,1,3,rightmost,square,green,checked,square,green,checked,circle,blue,checked,"Imagine you are talking to someone and you want to refer to the rightmost object. Which word would you use, 'circle' or 'blue'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'circle' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'blue' to refer to one of the objects. Which object do you think they are talking about?
cond6_015.jpeg,blue,square,green,circle,color,shape,1,1,1,leftmost,square,blue,checked,circle,green,checked,circle,green,checked,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'blue' or 'square'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'blue' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?
cond6_016.jpeg,green,square,blue,circle,color,shape,1,1,1,leftmost,square,green,checked,circle,blue,checked,circle,blue,checked,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'green' or 'square'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'green' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?
cond6_017.jpeg,striped,square,spotted,circle,pattern,shape,1,1,1,leftmost,square,red,striped,circle,red,spotted,circle,red,spotted,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'striped' or 'square'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'striped' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?
cond6_018.jpeg,green,striped,blue,spotted,color,pattern,1,1,3,rightmost,triangle,blue,spotted,triangle,blue,spotted,triangle,green,striped,"Imagine you are talking to someone and you want to refer to the rightmost object. Which word would you use, 'green' or 'striped'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'green' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'striped' to refer to one of the objects. Which object do you think they are talking about?
cond6_019.jpeg,circle,spotted,square,striped,shape,pattern,1,1,3,rightmost,square,red,striped,square,red,striped,circle,red,spotted,"Imagine you are talking to someone and you want to refer to the rightmost object. Which word would you use, 'circle' or 'spotted'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'circle' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'spotted' to refer to one of the objects. Which object do you think they are talking about?
cond6_020.jpeg,spotted,circle,striped,square,pattern,shape,1,1,2,middle,square,red,striped,circle,red,spotted,square,red,striped,"Imagine you are talking to someone and you want to refer to the middle object. Which word would you use, 'spotted' or 'circle'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'spotted' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'circle' to refer to one of the objects. Which object do you think they are talking about?
cond6_021.jpeg,square,green,circle,blue,shape,color,1,1,3,rightmost,circle,blue,checked,circle,blue,checked,square,green,checked,"Imagine you are talking to someone and you want to refer to the rightmost object. Which word would you use, 'square' or 'green'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'green' to refer to one of the objects. Which object do you think they are talking about?
cond6_022.jpeg,blue,spotted,green,striped,color,pattern,1,1,1,leftmost,triangle,blue,spotted,triangle,green,striped,triangle,green,striped,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'blue' or 'spotted'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'blue' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'spotted' to refer to one of the objects. Which object do you think they are talking about?
cond6_023.jpeg,circle,blue,square,green,shape,color,1,1,3,rightmost,square,green,checked,square,green,checked,circle,blue,checked,"Imagine you are talking to someone and you want to refer to the rightmost object. Which word would you use, 'circle' or 'blue'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'circle' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'blue' to refer to one of the objects. Which object do you think they are talking about?
cond6_024.jpeg,blue,circle,green,square,color,shape,1,1,1,leftmost,circle,blue,checked,square,green,checked,square,green,checked,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'blue' or 'circle'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'blue' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'circle' to refer to one of the objects. Which object do you think they are talking about?
cond6_025.jpeg,blue,spotted,green,striped,color,pattern,1,1,1,leftmost,triangle,blue,spotted,triangle,green,striped,triangle,green,striped,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'blue' or 'spotted'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'blue' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'spotted' to refer to one of the objects. Which object do you think they are talking about?
cond6_026.jpeg,spotted,blue,striped,green,pattern,color,1,1,1,leftmost,triangle,blue,spotted,triangle,green,striped,triangle,green,striped,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'spotted' or 'blue'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'spotted' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'blue' to refer to one of the objects. Which object do you think they are talking about?
cond6_027.jpeg,striped,green,spotted,blue,pattern,color,1,1,3,rightmost,triangle,blue,spotted,triangle,blue,spotted,triangle,green,striped,"Imagine you are talking to someone and you want to refer to the rightmost object. Which word would you use, 'striped' or 'green'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'striped' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'green' to refer to one of the objects. Which object do you think they are talking about?
cond6_028.jpeg,spotted,blue,striped,green,pattern,color,1,1,2,middle,triangle,green,striped,triangle,blue,spotted,triangle,green,striped,"Imagine you are talking to someone and you want to refer to the middle object. Which word would you use, 'spotted' or 'blue'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'spotted' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'blue' to refer to one of the objects. Which object do you think they are talking about?
cond6_029.jpeg,circle,spotted,square,striped,shape,pattern,1,1,1,leftmost,circle,red,spotted,square,red,striped,square,red,striped,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'circle' or 'spotted'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'circle' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'spotted' to refer to one of the objects. Which object do you think they are talking about?
cond6_030.jpeg,square,green,circle,blue,shape,color,1,1,2,middle,circle,blue,checked,square,green,checked,circle,blue,checked,"Imagine you are talking to someone and you want to refer to the middle object. Which word would you use, 'square' or 'green'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'green' to refer to one of the objects. Which object do you think they are talking about?
cond6_031.jpeg,spotted,green,striped,blue,pattern,color,1,1,2,middle,triangle,blue,striped,triangle,green,spotted,triangle,blue,striped,"Imagine you are talking to someone and you want to refer to the middle object. Which word would you use, 'spotted' or 'green'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'spotted' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'green' to refer to one of the objects. Which object do you think they are talking about?
cond6_032.jpeg,square,green,circle,blue,shape,color,1,1,3,rightmost,circle,blue,checked,circle,blue,checked,square,green,checked,"Imagine you are talking to someone and you want to refer to the rightmost object. Which word would you use, 'square' or 'green'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'green' to refer to one of the objects. Which object do you think they are talking about?
cond6_033.jpeg,green,spotted,blue,striped,color,pattern,1,1,1,leftmost,triangle,green,spotted,triangle,blue,striped,triangle,blue,striped,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'green' or 'spotted'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'green' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'spotted' to refer to one of the objects. Which object do you think they are talking about?
cond6_034.jpeg,spotted,green,striped,blue,pattern,color,1,1,2,middle,triangle,blue,striped,triangle,green,spotted,triangle,blue,striped,"Imagine you are talking to someone and you want to refer to the middle object. Which word would you use, 'spotted' or 'green'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'spotted' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'green' to refer to one of the objects. Which object do you think they are talking about?
cond6_035.jpeg,square,striped,circle,spotted,shape,pattern,1,1,1,leftmost,square,red,striped,circle,red,spotted,circle,red,spotted,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'square' or 'striped'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'striped' to refer to one of the objects. Which object do you think they are talking about?
cond6_036.jpeg,blue,square,green,circle,color,shape,1,1,1,leftmost,square,blue,checked,circle,green,checked,circle,green,checked,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'blue' or 'square'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'blue' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?
cond6_037.jpeg,circle,striped,square,spotted,shape,pattern,1,1,1,leftmost,circle,red,striped,square,red,spotted,square,red,spotted,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'circle' or 'striped'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'circle' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'striped' to refer to one of the objects. Which object do you think they are talking about?
cond6_038.jpeg,green,spotted,blue,striped,color,pattern,1,1,3,rightmost,triangle,blue,striped,triangle,blue,striped,triangle,green,spotted,"Imagine you are talking to someone and you want to refer to the rightmost object. Which word would you use, 'green' or 'spotted'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'green' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'spotted' to refer to one of the objects. Which object do you think they are talking about?
cond6_039.jpeg,blue,spotted,green,striped,color,pattern,1,1,3,rightmost,triangle,green,striped,triangle,green,striped,triangle,blue,spotted,"Imagine you are talking to someone and you want to refer to the rightmost object. Which word would you use, 'blue' or 'spotted'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'blue' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'spotted' to refer to one of the objects. Which object do you think they are talking about?
cond6_040.jpeg,spotted,square,striped,circle,pattern,shape,1,1,1,leftmost,square,red,spotted,circle,red,striped,circle,red,striped,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'spotted' or 'square'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'spotted' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?
cond6_041.jpeg,green,square,blue,circle,color,shape,1,1,2,middle,circle,blue,checked,square,green,checked,circle,blue,checked,"Imagine you are talking to someone and you want to refer to the middle object. Which word would you use, 'green' or 'square'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'green' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?
cond6_042.jpeg,square,spotted,circle,striped,shape,pattern,1,1,3,rightmost,circle,red,striped,circle,red,striped,square,red,spotted,"Imagine you are talking to someone and you want to refer to the rightmost object. Which word would you use, 'square' or 'spotted'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'spotted' to refer to one of the objects. Which object do you think they are talking about?
cond6_043.jpeg,green,circle,blue,square,color,shape,1,1,1,leftmost,circle,green,checked,square,blue,checked,square,blue,checked,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'green' or 'circle'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'green' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'circle' to refer to one of the objects. Which object do you think they are talking about?
cond6_044.jpeg,striped,circle,spotted,square,pattern,shape,1,1,1,leftmost,circle,red,striped,square,red,spotted,square,red,spotted,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'striped' or 'circle'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'striped' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'circle' to refer to one of the objects. Which object do you think they are talking about?
cond6_045.jpeg,square,green,circle,blue,shape,color,1,1,1,leftmost,square,green,checked,circle,blue,checked,circle,blue,checked,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'square' or 'green'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'green' to refer to one of the objects. Which object do you think they are talking about?
