image_file,condition,occlusion,distractor,non_target,speaker_answer,feature,shape,color,texture,negation,emphasis,listener_question,listener_answer,listener_answer_correct
exp2_035.jpeg,cond4,present,present,3,Pick the star with a black outline and grey polka dots.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the star with a black outline and grey polka dots.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"3,2",yes
exp2_036.jpeg,cond2,absent,present,4,Select the green-outlined star with a white interior covered in gray polka dots.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Select the green-outlined star with a white interior covered in gray polka dots.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"2,1",yes
exp2_037.jpeg,cond3,present,absent,3,Pick the gray triangle with wavy horizontal stripes and a thick black outline.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the gray triangle with wavy horizontal stripes and a thick black outline.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"1,1",yes
exp2_038.jpeg,cond3,present,absent,2,Pick the gray-and-white vertical striped circle.,2,yes,no,yes,no,no,Imagine someone is talking to you and tells you 'Pick the gray-and-white vertical striped circle.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"3,3",yes
exp2_039.jpeg,cond4,present,present,4,Pick the wavy-patterned triangle with a blue outline.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the wavy-patterned triangle with a blue outline.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"3,1",yes
exp2_040.jpeg,cond1,absent,absent,4,Pick the **striped square with a blue border**.,3,yes,yes,yes,no,yes,Imagine someone is talking to you and tells you 'Pick the **striped square with a blue border**.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"1, 3",yes
exp2_041.jpeg,cond4,present,present,2,Pick the gray polka-dot circle with the **red** outline (not the one with the black outline).,3,yes,yes,yes,no,yes,Imagine someone is talking to you and tells you 'Pick the gray polka-dot circle with the **red** outline (not the one with the black outline).' Which object are they telling you about? Please refer to the object by the column number and the row number.,"3,1",yes
exp2_042.jpeg,cond1,absent,absent,3,Pick the red-outlined circle with the gray wavy pattern inside.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the red-outlined circle with the gray wavy pattern inside.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"3,3",yes
exp2_043.jpeg,cond2,absent,present,4,Pick the green star that has a wavy gray-and-white pattern inside it.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the green star that has a wavy gray-and-white pattern inside it.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"1, 1",yes
exp2_044.jpeg,cond3,present,absent,3,Pick the gray square with small gray polka dots (not in a green circle).,3,yes,yes,yes,yes,no,Imagine someone is talking to you and tells you 'Pick the gray square with small gray polka dots (not in a green circle).' Which object are they telling you about? Please refer to the object by the column number and the row number.,"1, 3",yes
exp2_045.jpeg,cond1,absent,absent,2,Pick the striped triangle.,2,yes,no,yes,no,no,Imagine someone is talking to you and tells you 'Pick the striped triangle.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"2,1",yes
exp2_046.jpeg,cond2,absent,present,4,Pick the red-outlined star with the wavy gray pattern inside.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the red-outlined star with the wavy gray pattern inside.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"2,1",yes
exp2_047.jpeg,cond4,present,present,3,Pick the square picture with vertical gray and white stripes.,2,yes,no,yes,no,no,Imagine someone is talking to you and tells you 'Pick the square picture with vertical gray and white stripes.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"1, 3",yes
exp2_048.jpeg,cond2,absent,present,3,Pick the gray-and-white vertically striped square with a red border.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the gray-and-white vertically striped square with a red border.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"3,3",yes
exp2_049.jpeg,cond4,present,present,3,Pick the gray-and-white vertical striped square with the **green** border.,3,yes,yes,yes,no,yes,Imagine someone is talking to you and tells you 'Pick the gray-and-white vertical striped square with the **green** border.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"1, 1",yes
exp2_050.jpeg,cond3,present,absent,3,Pick the striped red star.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the striped red star.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"2, 3",yes
exp2_051.jpeg,cond1,absent,absent,3,Pick the black-outlined triangle with the wavy gray-and-white pattern inside.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the black-outlined triangle with the wavy gray-and-white pattern inside.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"2, 3",yes
exp2_052.jpeg,cond3,present,absent,3,Pick the grey checkered triangle.,2,yes,no,yes,no,no,Imagine someone is talking to you and tells you 'Pick the grey checkered triangle.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"2,1",yes
exp2_053.jpeg,cond1,absent,absent,3,Pick the only red-outlined shape: the striped triangle.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the only red-outlined shape: the striped triangle.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"1,1",yes
exp2_054.jpeg,cond2,absent,present,4,Select the green-outlined triangle with the checkered pattern inside.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Select the green-outlined triangle with the checkered pattern inside.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"2,1",yes
exp2_055.jpeg,cond1,absent,absent,2,Pick the blue-outlined triangle that is filled with gray dots.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the blue-outlined triangle that is filled with gray dots.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"3,3",yes
exp2_056.jpeg,cond2,absent,present,3,Pick the blue triangle with the wavy gray pattern inside.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the blue triangle with the wavy gray pattern inside.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"3,2",yes
exp2_057.jpeg,cond4,present,present,3,Pick the blue-outlined triangle that has gray wavy stripes inside (not the one with gray dots).,3,yes,yes,yes,yes,no,Imagine someone is talking to you and tells you 'Pick the blue-outlined triangle that has gray wavy stripes inside (not the one with gray dots).' Which object are they telling you about? Please refer to the object by the column number and the row number.,"3,1",yes
exp2_058.jpeg,cond3,present,absent,2,Pick the gray polka-dot circle with a green outline.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the gray polka-dot circle with a green outline.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"3, 3",yes
exp2_059.jpeg,cond3,present,absent,3,Pick the grey wavy star shape.,3,yes,no,yes,no,no,Imagine someone is talking to you and tells you 'Pick the grey wavy star shape.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"2,1",yes
exp2_060.jpeg,cond1,absent,absent,2,Pick the grey circle with the wavy pattern and red outline.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the grey circle with the wavy pattern and red outline.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"2,1",yes
exp2_061.jpeg,cond3,present,absent,2,Pick the green star with gray vertical stripes.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the green star with gray vertical stripes.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"2,1",yes
exp2_062.jpeg,cond1,absent,absent,4,Pick the **green square with the dotted pattern inside**.,3,yes,yes,yes,no,yes,Imagine someone is talking to you and tells you 'Pick the **green square with the dotted pattern inside**.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"2, 3",yes
exp2_063.jpeg,cond2,absent,present,2,Pick the striped triangle with the red outline.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the striped triangle with the red outline.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"3,2",yes
exp2_064.jpeg,cond1,absent,absent,3,Select the red-outlined star with a dotted interior.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Select the red-outlined star with a dotted interior.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"1, 2",yes
exp2_065.jpeg,cond3,present,absent,2,Pick the gray-and-white checkerboard pattern inside a blue square border.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the gray-and-white checkerboard pattern inside a blue square border.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"3,2",yes
exp2_066.jpeg,cond2,absent,present,4,Select the grey polka-dotted circle with a thick black outline.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Select the grey polka-dotted circle with a thick black outline.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"1,1",yes
exp2_067.jpeg,cond4,present,present,3,Pick the gray wavy pattern with the **blue border**.,2,no,yes,yes,no,yes,Imagine someone is talking to you and tells you 'Pick the gray wavy pattern with the **blue border**.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"2,1",yes
exp2_068.jpeg,cond4,present,present,4,Pick the black-outlined star with gray vertical stripes.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the black-outlined star with gray vertical stripes.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"2,1",yes
exp2_069.jpeg,cond2,absent,present,2,Pick the **green-outlined square filled with gray polka dots**.,3,yes,yes,yes,no,yes,Imagine someone is talking to you and tells you 'Pick the **green-outlined square filled with gray polka dots**.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"1,1",yes
exp2_070.jpeg,cond1,absent,absent,4,Pick the green-bordered square with a gray checkerboard pattern.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the green-bordered square with a gray checkerboard pattern.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"1, 3",yes
exp2_071.jpeg,cond4,present,present,3,"Pick the gray-and-white checkerboard that has a dark gray border, not the one with the green border.",2,no,yes,yes,yes,yes,"Imagine someone is talking to you and tells you 'Pick the gray-and-white checkerboard that has a dark gray border, not the one with the green border.' Which object are they telling you about? Please refer to the object by the column number and the row number.","1, 2",yes
exp2_072.jpeg,cond3,present,absent,2,Pick the striped star.,2,yes,no,yes,no,no,Imagine someone is talking to you and tells you 'Pick the striped star.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"3, 2",yes
exp2_073.jpeg,cond4,present,present,2,Pick the green-outlined star with vertical gray-and-white stripes inside.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the green-outlined star with vertical gray-and-white stripes inside.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"3, 2",yes
exp2_074.jpeg,cond2,absent,present,3,Pick the square with the wavy horizontal lines pattern.,2,yes,no,yes,no,no,Imagine someone is talking to you and tells you 'Pick the square with the wavy horizontal lines pattern.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"1, 3",yes
exp2_075.jpeg,cond1,absent,absent,2,Pick the red star with a gray wavy pattern inside.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the red star with a gray wavy pattern inside.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"3,2",yes
exp2_076.jpeg,cond1,absent,absent,2,Pick the green-outlined triangle with vertical gray stripes inside.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the green-outlined triangle with vertical gray stripes inside.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"1, 3",yes
exp2_077.jpeg,cond3,present,absent,3,Pick the blue-outlined circle with vertical gray stripes inside.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the blue-outlined circle with vertical gray stripes inside.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"1, 3",yes
exp2_078.jpeg,cond4,present,present,4,Pick the striped triangle with the red outline.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the striped triangle with the red outline.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"2,1",yes
exp2_079.jpeg,cond2,absent,present,4,Pick the **grey polka-dot circle with the green outline**.,3,yes,yes,yes,no,yes,Imagine someone is talking to you and tells you 'Pick the **grey polka-dot circle with the green outline**.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"3,2",yes
exp2_080.jpeg,cond3,present,absent,3,Pick the blue-outlined triangle that is filled with gray polka dots.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the blue-outlined triangle that is filled with gray polka dots.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"2, 3",yes
exp2_081.jpeg,cond2,absent,present,4,Pick the green-outlined triangle that has a checkerboard pattern inside.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the green-outlined triangle that has a checkerboard pattern inside.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"2,1",yes
exp2_082.jpeg,cond3,present,absent,2,Pick the green-outlined triangle with vertical gray stripes.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the green-outlined triangle with vertical gray stripes.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"2,1",yes
exp2_083.jpeg,cond1,absent,absent,3,Pick the red-outlined star that is filled with small gray polka dots.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the red-outlined star that is filled with small gray polka dots.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"3, 3",yes
exp2_084.jpeg,cond4,present,present,4,Pick the gray wavy circle with the black outline.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the gray wavy circle with the black outline.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"2,1",yes
exp2_085.jpeg,cond3,present,absent,2,Pick the green triangle with the wavy gray pattern inside.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the green triangle with the wavy gray pattern inside.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"1, 2",yes
exp2_086.jpeg,cond4,present,present,3,Pick the white star with a black outline that has a pattern of small gray dots inside.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the white star with a black outline that has a pattern of small gray dots inside.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"2, 3",yes
exp2_087.jpeg,cond2,absent,present,3,Pick the star with the checkered pattern inside.,2,yes,no,yes,no,no,Imagine someone is talking to you and tells you 'Pick the star with the checkered pattern inside.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"1, 2",yes
exp2_088.jpeg,cond1,absent,absent,4,Pick the gray checkered circle with a red outline.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the gray checkered circle with a red outline.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"3,2",yes
exp2_089.jpeg,cond3,present,absent,4,Pick the gray square filled with evenly spaced gray dots.,2,yes,no,yes,no,no,Imagine someone is talking to you and tells you 'Pick the gray square filled with evenly spaced gray dots.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"3,3",yes
exp2_090.jpeg,cond3,present,absent,3,Pick the green triangle with a dotted interior.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the green triangle with a dotted interior.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"3,2",yes
exp2_091.jpeg,cond1,absent,absent,3,Pick the gray wavy **square** with the **thick black border**.,3,yes,yes,yes,no,yes,Imagine someone is talking to you and tells you 'Pick the gray wavy **square** with the **thick black border**.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"2,1",yes
exp2_092.jpeg,cond2,absent,present,3,Pick the **red-outlined triangle with gray polka dots**.,3,yes,yes,yes,no,yes,Imagine someone is talking to you and tells you 'Pick the **red-outlined triangle with gray polka dots**.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"1, 3",yes
exp2_093.jpeg,cond4,present,present,3,Pick the grey square filled with horizontal wavy lines.,2,yes,no,yes,no,no,Imagine someone is talking to you and tells you 'Pick the grey square filled with horizontal wavy lines.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"3,2",yes
exp2_094.jpeg,cond2,absent,present,4,Pick the green-outlined star that has a polka-dot pattern inside.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the green-outlined star that has a polka-dot pattern inside.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"1, 3",yes
exp2_095.jpeg,cond1,absent,absent,2,Pick the blue-outlined circle with the gray polka-dot pattern inside.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the blue-outlined circle with the gray polka-dot pattern inside.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"1, 3",yes
exp2_096.jpeg,cond4,present,present,4,Pick the **green star with the dotted interior** (not the blue one).,3,yes,yes,yes,yes,yes,Imagine someone is talking to you and tells you 'Pick the **green star with the dotted interior** (not the blue one).' Which object are they telling you about? Please refer to the object by the column number and the row number.,"1,3",yes
exp2_097.jpeg,cond3,present,absent,3,Pick the black-framed rectangle with vertical gray and white stripes.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the black-framed rectangle with vertical gray and white stripes.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"3,2",yes
exp2_098.jpeg,cond1,absent,absent,2,Pick the blue-outlined square with vertical gray and white stripes.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the blue-outlined square with vertical gray and white stripes.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"1, 2",yes
exp2_099.jpeg,cond2,absent,present,3,Pick the **green-outlined circle with the wavy (zigzag) gray pattern inside.**,3,yes,yes,yes,no,yes,Imagine someone is talking to you and tells you 'Pick the **green-outlined circle with the wavy (zigzag) gray pattern inside.**' Which object are they telling you about? Please refer to the object by the column number and the row number.,"1,3",none
exp2_100.jpeg,cond4,present,present,2,Pick the picture that has a grid of many small gray dots on a light background (not the checkerboard of big squares).,2,yes,no,yes,yes,no,Imagine someone is talking to you and tells you 'Pick the picture that has a grid of many small gray dots on a light background (not the checkerboard of big squares).' Which object are they telling you about? Please refer to the object by the column number and the row number.,"3,2",yes
exp2_101.jpeg,cond4,present,present,2,Pick the green-outlined circle that has a gray-and-white checkerboard pattern inside it.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the green-outlined circle that has a gray-and-white checkerboard pattern inside it.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"3,3",yes
exp2_102.jpeg,cond1,absent,absent,4,Pick the only square-shaped object with a checkerboard pattern and a thick dark gray border.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the only square-shaped object with a checkerboard pattern and a thick dark gray border.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"3,1",yes
